Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,13058.0,13539.0,13942.0,13009.0,11509.0,13596.0
Other Revenues,,166.0,202.0,200.0,191.0,209.0
Total Revenues,13058.0,13705.0,14144.0,13209.0,11700.0,13805.0
Cost Of Revenues,5801.0,6814.0,6943.0,5854.0,5020.0,6260.0
Gross Profit,7257.0,6891.0,7201.0,7355.0,6680.0,7545.0
Selling General & Admin Expenses,677.0,673.0,601.0,590.0,648.0,651.0
Depreciation & Amortization,2209.0,2261.0,2297.0,2411.0,2164.0,2140.0
Other Operating Expense/(Income),420.0,397.0,342.0,423.0,376.0,394.0
Total Operating Expenses,3306.0,3331.0,3319.0,3498.0,3188.0,3185.0
Operating Income,3951.0,3560.0,3882.0,3857.0,3492.0,4360.0
Interest Expense,"(1,806.0)","(1,832.0)","(1,917.0)","(1,801.0)","(1,595.0)","(1,536.0)"
Net Interest Expenses,"(1,806.0)","(1,832.0)","(1,917.0)","(1,801.0)","(1,595.0)","(1,536.0)"
Currency Exchange Gains (Loss),(43.0),186.0,(67.0),(31.0),125.0,87.0
Other Non Operating Income (Expenses),87.0,(104.0),174.0,106.0,(79.0),(26.0)
"EBT, Excl. Unusual Items",2686.0,2238.0,2689.0,2232.0,2723.0,3539.0
"EBT, Incl. Unusual Items",1638.0,2161.0,2506.0,3165.0,661.0,2668.0
Income Tax Expense,917.0,1938.0,587.0,926.0,481.0,772.0
Earnings From Continuing Operations,721.0,223.0,1919.0,2239.0,180.0,1896.0
Net Income to Company,721.0,223.0,1919.0,2239.0,180.0,1896.0
Minority Interest,(13.0),(40.0),(310.0),(49.0),(61.0),(62.0)
Net Income,708.0,183.0,1609.0,2190.0,119.0,1834.0
Preferred Dividend and Other Adjustments,160.0,161.0,136.0,12.0,13.0,17.0
NI to Common Incl Extra Items,548.0,22.0,1473.0,2178.0,106.0,1817.0
NI to Common Excl. Extra Items,548.0,22.0,1473.0,2178.0,106.0,1817.0
Revenue Per Share,$5.86,$6.15,$6.38,$5.83,$5.17,$6.10
Basic EPS,$0.25,$0.01,$0.66,$0.96,$0.05,$0.80
Basic EPS - Continuing Ops,$0.25,$0.01,$0.66,$0.96,$0.05,$0.80
Basic Weighted Average Shares Outst.,2230.1,2230.0,2216.0,2264.0,2263.0,2263.0
Diluted EPS,$0.25,$0.01,$0.66,$0.96,$0.05,$0.80
Diluted EPS - Continuing Ops,$0.25,$0.01,$0.66,$0.96,$0.05,$0.80
Diluted Weighted Average Shares Outst.,2230.1,2230.0,2216.0,2264.0,2263.0,2263.0
Normalized Basic EPS,$0.75,$0.61,$0.62,$0.59,$0.73,$0.95
Normalized Diluted EPS,$0.75,$0.61,$0.62,$0.59,$0.73,$0.95
Dividend Per Share,$0.50,$0.50,$0.80,$1.00,$1.05,$1.06
Payout Ratio,179.66%,697.27%,110.25%,99.27%,"2,051.26%",134.90%
EBITDA,6160.0,5821.0,6258.0,6267.0,5610.0,6454.0
EBITA,4174.0,3780.0,4101.0,4071.0,3704.0,4572.0
EBIT,3951.0,3560.0,3882.0,3857.0,3492.0,4360.0
EBITDAR,6298.0,,,6449.0,5741.0,
Effective Tax Rate,56.0%,89.7%,23.4%,29.3%,72.8%,28.9%
Normalized Net Income,1665.8,1358.8,1370.6,1346.0,1640.9,2149.9
Foreign Sales,599.0,632.0,548.0,376.0,75.0,
