Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,6.83%,9.17%,(0.50%),(3.89%),0.00%
Other Revenues,12.46%,1.75%,3.43%,(3.51%),0.00%
Total Revenues,11.48%,2.99%,2.74%,(3.58%),0.00%
Cost Of Revenues,19.98%,10.21%,(37.23%),17.95%,0.00%
Gross Profit,(30.55%),(58.73%),914.87%,(33.96%),0.00%
Operating Income,(30.55%),(58.73%),914.87%,(33.96%),0.00%
Interest Expense,(17.24%),-12.15%,(2.80%),(3.08%),0.00%
Net Interest Expenses,(17.24%),-12.15%,(2.80%),(3.08%),0.00%
"EBT, Excl. Unusual Items",(29.19%),(81.61%),"2,245.24%",(35.44%),0.00%
"EBT, Incl. Unusual Items",(29.19%),(83.22%),"2,466.76%",(45.77%),0.00%
Income Tax Expense,,-98.51%,,(40.49%),0.00%
Earnings From Continuing Operations,85.67%,(90.47%),"1,792.46%",(47.12%),0.00%
Net Income to Company,85.67%,(90.47%),"1,792.46%",(47.12%),0.00%
Minority Interest,(17.00%),-27.12%,(24.58%),(95.20%),0.00%
Net Income,86.67%,(91.05%),"1,924.79%",(47.77%),0.00%
NI to Common Incl Extra Items,86.67%,(91.05%),"1,924.79%",(47.77%),0.00%
NI to Common Excl. Extra Items,86.67%,(91.05%),"1,924.79%",(47.77%),0.00%
Revenue Per Share,11.43%,3.04%,3.35%,(1.19%),0.00%
Basic EPS,86.58%,(91.05%),"1,937.00%",(46.48%),0.00%
Basic EPS - Continuing Ops,86.58%,(91.05%),"1,937.00%",(46.48%),0.00%
Basic Weighted Average Shares Outst.,0.05%,(0.05%),(0.60%),(2.42%),0.00%
Diluted EPS,86.58%,(91.05%),"1,937.00%",(46.48%),0.00%
Diluted EPS - Continuing Ops,86.58%,(91.05%),"1,937.00%",(46.48%),0.00%
Diluted Weighted Average Shares Outst.,0.05%,(0.05%),(0.60%),(2.42%),0.00%
Normalized Basic EPS,(30.02%),(83.16%),"2,535.16%",(34.63%),0.00%
Normalized Diluted EPS,(30.02%),(83.16%),"2,535.16%",(34.63%),0.00%
EBITDA,(23.90%),(41.33%),472.99%,(30.55%),0.00%
EBITA,(29.40%),(55.79%),806.19%,(33.58%),0.00%
EBIT,(30.55%),(58.73%),914.87%,(33.96%),0.00%
EBITDAR,(23.08%),,,(30.15%),
Effective Tax Rate,,,,9.71%,0.00%
Normalized Net Income,(29.98%),(83.17%),"2,519.37%",(36.21%),0.00%
