Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4284.8,4854.9,5372.6,5617.9,6206.7,6206.7
Total Revenues,4284.8,4854.9,5372.6,5617.9,6206.7,6206.7
Cost Of Revenues,1867.1,2073.5,2246.9,2384.9,2616.4,2616.4
Gross Profit,2417.7,2781.4,3125.7,3233.0,3590.3,3590.3
Selling General & Admin Expenses,618.1,722.6,779.5,846.0,844.6,844.6
Total Operating Expenses,618.1,722.6,779.5,846.0,844.6,844.6
Operating Income,1799.6,2058.8,2346.2,2387.0,2745.7,2745.7
Interest And Investment Income,229.1,392.2,119.2,533.3,498.5,498.5
Net Interest Expenses,229.1,392.2,119.2,533.3,498.5,498.5
Other Non Operating Income (Expenses),(2.0),4.1,(3.1),7.0,(2.0),(2.0)
"EBT, Excl. Unusual Items",2026.7,2455.1,2462.3,2927.3,3242.2,3242.2
"EBT, Incl. Unusual Items",1960.5,2505.1,2384.6,2927.3,3242.2,3242.2
Income Tax Expense,706.5,923.9,615.9,678.4,718.9,718.9
Earnings From Continuing Operations,1254.0,1581.2,1768.7,2248.9,2523.3,2523.3
Net Income to Company,1254.0,1581.2,1768.7,2248.9,2523.3,2523.3
Minority Interest,(39.0),(83.4),68.8,(117.6),(150.6),(150.6)
Net Income,1215.0,1497.8,1837.5,2131.3,2372.7,2372.7
Preferred Dividend and Other Adjustments,25.5,33.9,43.6,55.3,65.3,65.3
NI to Common Incl Extra Items,1189.5,1463.9,1793.9,2076.0,2307.4,2307.4
NI to Common Excl. Extra Items,1189.5,1463.9,1793.9,2076.0,2307.4,2307.4
Revenue Per Share,$17.45,$20.13,$22.18,$23.87,$27.13,$27.13
Basic EPS,$4.85,$6.07,$7.41,$8.82,$10.08,$10.08
Basic EPS - Continuing Ops,$4.85,$6.07,$7.41,$8.82,$10.08,$10.08
Basic Weighted Average Shares Outst.,245.5,241.2,242.2,235.4,228.8,228.8
Diluted EPS,$4.75,$5.97,$7.27,$8.70,$9.98,$9.98
Diluted EPS - Continuing Ops,$4.75,$5.97,$7.27,$8.70,$9.98,$9.98
Diluted Weighted Average Shares Outst.,250.3,245.1,246.9,238.6,231.2,231.2
Normalized Basic EPS,$5.00,$6.02,$6.64,$7.27,$8.20,$8.20
Normalized Diluted EPS,$4.90,$5.92,$6.51,$7.18,$8.11,$8.11
Dividend Per Share,$2.16,$2.28,$2.80,$3.04,$3.60,$3.60
Payout Ratio,44.51%,37.60%,37.79%,34.43%,35.65%,35.65%
EBITDA,1933.0,2202.4,2505.7,2577.8,2935.3,2935.3
EBITA,1799.6,2058.8,2346.2,2387.0,2745.7,2745.7
EBIT,1799.6,2058.8,2346.2,2387.0,2745.7,2745.7
EBITDAR,1965.8,2238.4,2545.8,2606.8,2967.4,2967.4
Effective Tax Rate,36.0%,36.9%,25.8%,23.2%,22.2%,22.2%
Normalized Net Income,1227.7,1451.0,1607.7,1712.0,1875.8,1875.8
