Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,6.64%,7.80%,(5.34%),(9.84%),(10.41%)
Other Revenues,4.70%,3.21%,1.17%,(12.49%),(10.76%)
Total Revenues,6.51%,7.50%,(4.92%),(10.02%),(10.43%)
Cost Of Revenues,4.21%,10.45%,(11.25%),(17.69%),(15.90%)
Gross Profit,8.66%,4.85%,1.06%,(3.66%),(6.11%)
Depreciation & Amortization,3.29%,4.09%,1.14%,(0.27%),(0.09%)
Other Operating Expense/(Income),(4.91%),7.81%,3.72%,26.89%,29.82%
Total Operating Expenses,0.59%,5.24%,1.96%,8.52%,9.55%
Operating Income,12.03%,4.70%,0.72%,(8.30%),(11.94%)
Interest Expense,(3.01%),(21.00%),(20.69%),(8.67%),(6.66%)
Interest And Investment Income,45.45%,87.50%,6.67%,(62.50%),(75.86%)
Net Interest Expenses,(2.33%),(19.49%),(21.19%),(10.90%),(8.94%)
Other Non Operating Income (Expenses),12.64%,8.16%,17.92%,(7.20%),(0.81%)
"EBT, Excl. Unusual Items",13.04%,3.37%,(1.26%),(10.82%),(14.57%)
"EBT, Incl. Unusual Items",12.80%,1.43%,0.08%,(9.90%),(13.45%)
Income Tax Expense,,,2.99%,(10.78%),(14.58%)
Earnings From Continuing Operations,153.06%,(44.31%),(0.79%),(9.63%),(13.10%)
Net Income to Company,153.06%,(44.31%),(0.79%),(9.63%),(13.10%)
Net Income,153.06%,(44.31%),(0.79%),(9.63%),(13.10%)
NI to Common Incl Extra Items,153.06%,(44.31%),(0.79%),(9.63%),(13.10%)
NI to Common Excl. Extra Items,153.06%,(44.31%),(0.79%),(9.63%),(13.10%)
Revenue Per Share,11.03%,14.31%,1.47%,(6.55%),(7.47%)
Basic EPS,163.59%,(40.80%),5.83%,(6.09%),(10.22%)
Basic EPS - Continuing Ops,163.59%,(40.80%),5.83%,(6.09%),(10.22%)
Basic Weighted Average Shares Outst.,(4.08%),(5.95%),(6.31%),(3.72%),(3.20%)
Diluted EPS,163.51%,(40.79%),5.94%,(5.97%),(10.20%)
Diluted EPS - Continuing Ops,163.51%,(40.79%),5.94%,(5.97%),(10.20%)
Diluted Weighted Average Shares Outst.,(4.03%),(5.91%),(6.39%),(3.82%),(3.29%)
Normalized Basic EPS,17.84%,9.98%,5.38%,(7.38%),(11.74%)
Normalized Diluted EPS,17.83%,9.86%,5.48%,(7.22%),(11.67%)
Dividend Per Share,9.73%,23.39%,20.92%,4.86%,2.37%
Payout Ratio,(58.32%),108.30%,13.89%,11.86%,14.37%
EBITDA,10.12%,4.57%,0.80%,(6.65%),(9.56%)
EBITA,12.03%,4.70%,0.72%,(8.30%),(11.94%)
EBIT,12.03%,4.70%,0.72%,(8.30%),(11.94%)
EBITDAR,13.15%,5.86%,(5.44%),(6.97%),
Effective Tax Rate,,,2.91%,(0.99%),(1.30%)
Normalized Net Income,13.04%,3.37%,(1.26%),(10.82%),(14.57%)
Interest on Long-Term Debt,,,,(20.59%),
Foreign Sales,4.55%,8.70%,(8.00%),(8.70%),
