Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5389.0,6140.0,7155.0,6297.0,5655.0,5993.0
Total Revenues,5389.0,6140.0,7155.0,6297.0,5655.0,5993.0
Cost Of Revenues,3984.0,4629.0,5183.0,4691.0,4362.0,4563.0
Gross Profit,1405.0,1511.0,1972.0,1606.0,1293.0,1430.0
Selling General & Admin Expenses,416.0,451.0,606.0,502.0,464.0,466.0
R&D Expenses,78.0,73.0,72.0,67.0,74.0,77.0
Other Operating Expense/(Income),,,,,(1.0),(1.0)
Total Operating Expenses,503.0,544.0,702.0,593.0,559.0,565.0
Operating Income,902.0,967.0,1270.0,1013.0,734.0,865.0
Interest Expense,(120.0),(122.0),(125.0),(115.0),(109.0),(106.0)
Interest And Investment Income,110.0,110.0,123.0,119.0,132.0,136.0
Net Interest Expenses,(10.0),(12.0),(2.0),4.0,23.0,30.0
Currency Exchange Gains (Loss),(1.0),(1.0),,7.0,(5.0),(1.0)
Other Non Operating Income (Expenses),(2.0),3.0,8.0,(8.0),5.0,1.0
"EBT, Excl. Unusual Items",1044.0,1140.0,1509.0,1198.0,891.0,1001.0
"EBT, Incl. Unusual Items",1030.0,1075.0,1510.0,988.0,2251.0,2368.0
Income Tax Expense,122.0,213.0,292.0,124.0,247.0,267.0
Earnings From Continuing Operations,908.0,862.0,1218.0,864.0,2004.0,2101.0
Earnings Of Discontinued Operations,(2.0),(13.0),(5.0),(6.0),(12.0),(6.0)
Net Income to Company,906.0,849.0,1213.0,858.0,1992.0,2095.0
Minority Interest,(6.0),(6.0),(6.0),(6.0),(7.0),(6.0)
Net Income,900.0,843.0,1207.0,852.0,1985.0,2089.0
NI to Common Incl Extra Items,900.0,843.0,1207.0,852.0,1985.0,2089.0
NI to Common Excl. Extra Items,902.0,856.0,1212.0,858.0,1997.0,2095.0
Revenue Per Share,$37.18,$44.52,$53.27,$50.81,$48.00,$51.49
Basic EPS,$6.21,$6.11,$8.99,$6.88,$16.85,$17.95
Basic EPS - Continuing Ops,$6.22,$6.21,$9.02,$6.92,$16.95,$18.00
Basic Weighted Average Shares Outst.,144.9,137.9,134.3,123.9,117.8,116.4
Diluted EPS,$6.18,$6.10,$8.91,$6.84,$16.75,$17.84
Diluted EPS - Continuing Ops,$6.19,$6.19,$8.95,$6.89,$16.85,$17.89
Diluted Weighted Average Shares Outst.,145.7,138.3,135.4,124.7,118.5,117.0
Normalized Basic EPS,$4.46,$5.12,$6.98,$5.99,$4.67,$5.32
Normalized Diluted EPS,$4.44,$5.11,$6.92,$5.96,$4.64,$5.30
Dividend Per Share,$1.38,$1.74,$2.08,$2.40,$2.48,$2.54
Payout Ratio,22.33%,28.59%,23.20%,35.21%,14.76%,14.22%
EBITDA,1190.0,1273.0,1613.0,1366.0,1085.0,1217.0
EBITA,910.0,988.0,1294.0,1034.0,753.0,883.0
EBIT,902.0,967.0,1270.0,1013.0,734.0,865.0
EBITDAR,1267.0,,,1436.0,1160.0,
Effective Tax Rate,11.8%,19.8%,19.3%,12.6%,11.0%,11.3%
Normalized Net Income,646.5,706.5,937.1,742.8,549.9,619.6
Interest Capitalized,5.0,6.0,10.0,8.0,8.0,
Interest on Long-Term Debt,,,,30.0,23.0,
R&D Expense From Footnotes,78.0,73.0,72.0,70.0,77.0,82.0
Foreign Sales,3938.0,4568.0,5386.0,4584.0,4165.0,
