Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7.10%,3.22%,7.05%,11.09%,0.00%
Total Revenues,7.10%,3.22%,7.05%,11.09%,0.00%
Cost Of Revenues,(4.46%),8.50%,7.51%,5.87%,0.00%
Gross Profit,12.37%,1.17%,6.86%,13.28%,0.00%
Selling General & Admin Expenses,1.41%,(12.87%),8.54%,(6.10%),0.00%
Depreciation & Amortization,(3.53%),2.44%,(2.38%),1.22%,0.00%
Total Operating Expenses,1.19%,(9.83%),7.20%,(5.18%),0.00%
Operating Income,20.18%,7.63%,6.69%,22.41%,0.00%
Interest Expense,-17.68%,-10.07%,(5.22%),0.00%,0.00%
Net Interest Expenses,-17.68%,-10.07%,(5.22%),0.00%,0.00%
"EBT, Excl. Unusual Items",23.43%,8.65%,6.76%,23.46%,0.00%
"EBT, Incl. Unusual Items",(22.80%),8.94%,9.29%,10.17%,0.00%
Income Tax Expense,(14.27%),(31.96%),11.96%,10.69%,0.00%
Earnings From Continuing Operations,(26.48%),29.49%,8.58%,10.03%,0.00%
Net Income to Company,(26.48%),29.49%,8.58%,10.03%,0.00%
Minority Interest,(16.39%),(14.79%),(10.43%),(8.33%),0.00%
Net Income,(28.96%),30.88%,8.43%,10.17%,0.00%
NI to Common Incl Extra Items,(28.96%),30.88%,8.43%,10.17%,0.00%
NI to Common Excl. Extra Items,(28.96%),30.88%,8.43%,10.17%,0.00%
Revenue Per Share,9.82%,5.42%,9.46%,13.11%,0.00%
Basic EPS,(27.13%),33.63%,10.91%,12.20%,0.00%
Basic EPS - Continuing Ops,(27.13%),33.63%,10.91%,12.20%,0.00%
Basic Weighted Average Shares Outst.,(2.47%),(2.11%),(2.19%),(1.79%),0.00%
Diluted EPS,(27.20%),33.74%,11.25%,12.33%,0.00%
Diluted EPS - Continuing Ops,(27.20%),33.74%,11.25%,12.33%,0.00%
Diluted Weighted Average Shares Outst.,(2.38%),(2.20%),(2.49%),(1.94%),0.00%
Normalized Basic EPS,27.28%,10.41%,8.81%,27.39%,0.00%
Normalized Diluted EPS,27.12%,10.55%,9.17%,27.55%,0.00%
Dividend Per Share,13.89%,21.95%,14.00%,17.54%,0.00%
Payout Ratio,56.00%,(8.71%),2.68%,4.53%,0.00%
EBITDA,18.66%,8.05%,6.19%,21.11%,0.00%
EBITA,19.45%,8.21%,6.42%,21.61%,0.00%
EBIT,20.18%,7.63%,6.69%,22.41%,0.00%
EBITDAR,,,,20.25%,
Effective Tax Rate,11.06%,(37.54%),2.44%,0.46%,0.00%
Normalized Net Income,24.15%,8.06%,6.38%,25.05%,0.00%
Foreign Sales,9.32%,4.28%,8.57%,7.90%,
