Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,29.79%,16.37%,(6.61%),(35.54%),(40.76%)
Total Revenues,29.79%,16.37%,(6.61%),(35.54%),(40.76%)
Cost Of Revenues,22.15%,14.53%,(4.22%),(33.38%),(38.21%)
Gross Profit,161.72%,31.14%,(23.48%),(54.49%),(61.76%)
Selling General & Admin Expenses,13.27%,(0.78%),(10.63%),(19.82%),(21.17%)
Other Operating Expense/(Income),,,,(51.30%),(57.48%)
Total Operating Expenses,13.27%,(0.78%),216.54%,(42.41%),(47.69%)
Operating Income,213.82%,35.18%,(45.79%),(61.04%),(69.32%)
Interest Expense,(7.31%),-15.18%,-1.00%,-8.28%,-8.72%
Interest And Investment Income,89.83%,(60.71%),(47.73%),65.22%,52.00%
Net Interest Expenses,-0.84%,-6.58%,(2.71%),-11.25%,-11.43%
Other Non Operating Income (Expenses),,0.00%,(6.06%),(5.71%),(12.24%)
"EBT, Excl. Unusual Items",,56.43%,(61.18%),,
"EBT, Incl. Unusual Items",,165.98%,,(186.99%),-4.93%
Income Tax Expense,,(86.12%),(95.54%),,
Earnings From Continuing Operations,-92.21%,,,(160.58%),-23.52%
Earnings Of Discontinued Operations,(850.00%),,,,
Net Income to Company,-91.89%,,,(160.58%),-23.52%
Minority Interest,(16.67%),,(100.00%),(50.00%),-50.00%
Net Income,-91.97%,,,(160.39%),-23.57%
NI to Common Incl Extra Items,-91.97%,,,(160.39%),-23.57%
NI to Common Excl. Extra Items,-92.29%,,,(160.39%),-23.57%
Revenue Per Share,28.46%,15.71%,(6.60%),(35.98%),(41.27%)
Basic EPS,-92.05%,,,(159.13%),-24.21%
Basic EPS - Continuing Ops,-92.37%,,,(159.13%),-24.21%
Basic Weighted Average Shares Outst.,1.05%,0.57%,0.00%,0.69%,0.86%
Diluted EPS,-92.05%,,,(159.13%),-24.21%
Diluted EPS - Continuing Ops,-92.37%,,,(159.13%),-24.21%
Diluted Weighted Average Shares Outst.,1.05%,0.80%,(0.23%),0.69%,0.86%
Normalized Basic EPS,,54.57%,(61.21%),,
Normalized Diluted EPS,,54.22%,(61.21%),,
Dividend Per Share,0.00%,0.00%,0.00%,(56.25%),(75.00%)
Payout Ratio,,,,,-66.83%
EBITDA,66.60%,21.27%,(28.40%),(47.36%),(54.48%)
EBITA,213.82%,35.18%,(45.79%),(61.04%),(69.32%)
EBIT,213.82%,35.18%,(45.79%),(61.04%),(69.32%)
EBITDAR,51.83%,20.89%,(28.94%),(45.09%),
Effective Tax Rate,,(94.78%),,,
Normalized Net Income,,55.38%,(61.31%),,
Interest on Long-Term Debt,,,,(37.25%),
R&D Expense From Footnotes,9.42%,8.33%,3.59%,(23.51%),(23.51%)
Foreign Sales,126.17%,16.37%,(6.61%),(35.54%),
