Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,35.87%,2.77%,4.43%,2.25%,0.00%
Total Revenues,35.87%,2.77%,4.43%,2.25%,0.00%
Property Expenses,35.60%,3.53%,3.99%,3.73%,0.00%
Selling General & Admin Exp.,38.41%,(3.33%),12.84%,6.87%,0.00%
Depreciation & Amortization,52.87%,(0.80%),1.45%,2.82%,0.00%
Total Operating Expenses,42.59%,1.44%,3.22%,3.47%,0.00%
Operating Income,18.63%,6.87%,7.98%,(1.15%),0.00%
Total Interest Expense,(19.09%),(12.18%),(3.60%),-6.83%,0.00%
Net Interest Expenses,(19.09%),(12.18%),(3.60%),-6.83%,0.00%
Other Non Operating Income,,(33.79%),91.92%,(80.35%),0.00%
"EBT, Excl. Unusual Items",27.87%,1.07%,16.02%,(2.09%),0.00%
Gain (Loss) on Sale of Assets,54.31%,(96.47%),"1,970.67%",(98.89%),0.00%
Other Unusual Items,,,,"(1,624.90%)",0.00%
"EBT, Incl. Unusual Items",51.77%,(31.92%),58.50%,(27.81%),0.00%
Income Tax Expense,54.15%,(0.31%),41.55%,(9.98%),0.00%
Earnings From Continuing Operations,51.75%,(32.16%),58.69%,(27.99%),0.00%
Net Income to Company,51.75%,(32.16%),58.69%,(27.99%),0.00%
Minority Interest,-0.19%,-33.18%,(57.66%),-29.31%,0.00%
Net Income,54.73%,(32.12%),58.73%,(27.94%),0.00%
Pref. Dividends and Other Adj.,380.43%,(5.78%),5.73%,(4.30%),0.00%
NI to Common Incl Extra Items,53.38%,(32.46%),59.69%,(28.22%),0.00%
NI to Common Excl. Extra Items,53.38%,(32.46%),59.69%,(28.22%),0.00%
Revenue Per Share,(5.98%),2.58%,4.22%,1.98%,0.00%
Basic EPS,6.26%,(32.64%),59.10%,(28.42%),0.00%
Basic EPS - Continuing Ops,6.26%,(32.64%),59.10%,(28.42%),0.00%
Basic Weighted Average Shares Outst.,44.46%,0.20%,0.19%,0.29%,0.00%
Diluted EPS,6.17%,(32.67%),58.97%,(28.52%),0.00%
Diluted EPS - Continuing Ops,6.17%,(32.67%),58.97%,(28.52%),0.00%
Diluted Weighted Average Shares Outst.,44.27%,0.13%,0.24%,0.34%,0.00%
Normalized Basic EPS,(9.01%),4.11%,13.30%,0.14%,0.00%
Normalized Diluted EPS,(9.23%),3.93%,13.04%,(0.13%),0.00%
Dividend Per Share,6.10%,6.03%,4.07%,4.17%,0.00%
Payout Ratio,3.73%,56.39%,(34.34%),44.94%,0.00%
FFO,50.97%,,,(1.02%),0.00%
FFO Payout Ratio %,5.74%,,,5.55%,0.00%
AFFO,50.97%,,,(1.02%),
Funds Available for Distribution,50.97%,,,(1.02%),
EBITDA,36.00%,2.55%,4.35%,0.96%,0.00%
EBITA,18.63%,6.87%,7.98%,(1.15%),0.00%
EBIT,18.63%,6.87%,7.98%,(1.15%),0.00%
Effective Tax Rate,1.76%,47.04%,(10.89%),24.44%,0.00%
Normalized Net Income,31.19%,4.15%,13.62%,0.09%,0.00%
Interest Capitalized,249.16%,(71.72%),41.13%,139.25%,
