Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(0.93%),0.11%,(2.20%),(11.92%),(11.42%)
Total Revenues,(0.93%),0.11%,(2.20%),(11.92%),(11.42%)
Cost Of Revenues,(1.22%),0.07%,(2.27%),(11.33%),(11.14%)
Gross Profit,0.40%,0.28%,(1.88%),(14.58%),(12.71%)
Selling General & Admin Expenses,(0.95%),3.07%,(10.44%),(11.19%),(11.26%)
Depreciation & Amortization,(3.69%),(6.42%),(12.31%),(3.84%),(4.37%)
Total Operating Expenses,(2.04%),(0.64%),(11.13%),(8.52%),(8.71%)
Operating Income,1.29%,0.61%,1.36%,(16.45%),(13.91%)
Interest Expense,-4.82%,(4.76%),-5.74%,-5.78%,-6.02%
Interest And Investment Income,16.67%,15.09%,5.42%,(46.43%),(53.75%)
Net Interest Expenses,-10.29%,(1.33%),-9.94%,(12.13%),(13.54%)
"EBT, Excl. Unusual Items",2.23%,0.84%,1.90%,(18.90%),(15.81%)
"EBT, Incl. Unusual Items",2.23%,2.37%,0.37%,(27.72%),(24.69%)
Income Tax Expense,15.94%,(29.23%),2.37%,(24.33%),(20.62%)
Earnings From Continuing Operations,(4.37%),20.83%,(0.32%),(28.91%),(26.11%)
Net Income to Company,(4.37%),20.83%,(0.32%),(28.91%),(26.11%)
Minority Interest,(5.81%),(9.92%),-15.16%,-22.11%,-14.80%
Net Income,(5.24%),21.87%,0.96%,(29.40%),(26.90%)
Preferred Dividend and Other Adjustments,(75.38%),,,,
NI to Common Incl Extra Items,(4.84%),22.05%,0.96%,(29.40%),(26.90%)
NI to Common Excl. Extra Items,(4.84%),22.05%,0.96%,(29.40%),(26.90%)
Revenue Per Share,1.47%,2.63%,0.82%,(10.20%),(10.27%)
Basic EPS,(2.53%),25.07%,4.14%,(28.00%),(25.95%)
Basic EPS - Continuing Ops,(2.53%),25.07%,4.14%,(28.00%),(25.95%)
Basic Weighted Average Shares Outst.,(2.35%),(2.45%),(3.00%),(1.91%),(1.28%)
Diluted EPS,(2.72%),25.38%,3.95%,(27.89%),(25.95%)
Diluted EPS - Continuing Ops,(2.72%),25.38%,3.95%,(27.89%),(25.95%)
Diluted Weighted Average Shares Outst.,(2.22%),(2.69%),(2.94%),(2.13%),(1.46%)
Normalized Basic EPS,4.37%,2.56%,6.88%,(17.09%),(14.80%)
Normalized Diluted EPS,4.12%,2.78%,6.80%,(16.83%),(14.65%)
Dividend Per Share,4.65%,6.67%,8.33%,0.00%,1.92%
Payout Ratio,7.58%,(12.65%),1.91%,41.24%,34.39%
EBITDA,0.66%,(0.25%),(0.20%),(15.18%),(12.96%)
EBITA,1.15%,0.05%,0.43%,(15.84%),(13.41%)
EBIT,1.29%,0.61%,1.36%,(16.45%),(13.91%)
EBITDAR,0.40%,(1.94%),1.79%,(13.92%),
Effective Tax Rate,13.40%,(30.88%),1.98%,4.68%,5.40%
Normalized Net Income,1.90%,(0.04%),3.70%,(18.62%),(15.89%)
Interest on Long-Term Debt,(1.90%),0.00%,(0.94%),(4.01%),
Foreign Sales,124.97%,0.11%,(54.74%),(13.52%),
