Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5422.9,5524.3,5589.9,5292.1,4835.0,4835.0
Total Revenues,5422.9,5524.3,5589.9,5292.1,4835.0,4835.0
Cost Of Revenues,3264.2,3317.3,3300.8,3046.7,2822.0,2822.0
Gross Profit,2158.7,2207.0,2289.1,2245.4,2013.0,2013.0
Selling General & Admin Expenses,1053.7,1184.1,1178.7,1206.7,1021.0,1021.0
Total Operating Expenses,1053.7,1184.1,1178.7,1206.7,1021.0,1021.0
Operating Income,1105.0,1022.9,1110.4,1038.7,992.0,992.0
Interest Expense,(152.5),(142.1),(149.6),(152.0),(118.5),(118.5)
Interest And Investment Income,3.5,4.9,4.8,6.3,3.2,3.2
Net Interest Expenses,(149.0),(137.2),(144.8),(145.7),(115.3),(115.3)
Currency Exchange Gains (Loss),4.5,7.1,(1.8),,,
Other Non Operating Income (Expenses),2.5,13.1,27.6,19.3,15.2,15.2
"EBT, Excl. Unusual Items",963.0,905.9,991.4,912.3,891.9,891.9
"EBT, Incl. Unusual Items",341.7,347.5,991.4,1321.4,855.1,855.1
Income Tax Expense,88.5,904.6,139.5,263.1,110.8,110.8
Earnings From Continuing Operations,253.2,(557.1),851.9,1058.3,744.3,744.3
Net Income to Company,253.2,(557.1),851.9,1058.3,744.3,744.3
Net Income,253.2,(557.1),851.9,1058.3,744.3,744.3
NI to Common Incl Extra Items,253.2,(557.1),851.9,1058.3,744.3,744.3
NI to Common Excl. Extra Items,253.2,(557.1),851.9,1058.3,744.3,744.3
Revenue Per Share,$11.06,$11.81,$12.37,$12.38,$11.73,$11.73
Basic EPS,$0.52,($1.19),$1.89,$2.47,$1.81,$1.81
Basic EPS - Continuing Ops,$0.52,($1.19),$1.89,$2.47,$1.81,$1.81
Basic Weighted Average Shares Outst.,490.2,467.9,451.8,427.6,412.3,412.3
Diluted EPS,$0.51,($1.19),$1.87,$2.46,$1.79,$1.79
Diluted EPS - Continuing Ops,$0.51,($1.19),$1.87,$2.46,$1.79,$1.79
Diluted Weighted Average Shares Outst.,493.5,467.9,454.4,430.9,415.2,415.2
Normalized Basic EPS,$1.23,$1.21,$1.37,$1.33,$1.35,$1.35
Normalized Diluted EPS,$1.22,$1.21,$1.36,$1.32,$1.34,$1.34
Dividend Per Share,$0.64,$0.70,$0.76,$0.80,$0.90,$0.90
Payout Ratio,123.30%,NM,40.11%,32.20%,49.75%,49.75%
EBITDA,1368.2,1285.8,1375.1,1296.4,1217.6,1217.6
EBITA,1294.0,1208.7,1298.2,1216.8,1156.3,1156.3
EBIT,1105.0,1022.9,1110.4,1038.7,992.0,992.0
EBITDAR,1414.4,1336.9,1434.6,1353.1,1277.4,1277.4
Effective Tax Rate,25.9%,260.3%,14.1%,19.9%,13.0%,13.0%
Normalized Net Income,601.9,566.2,619.6,570.2,557.4,557.4
Foreign Sales,3331.4,3365.3,3463.7,3396.0,3156.6,3156.6
