Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,3233.0,3478.0,4078.0,5051.0,4424.0,4219.0
Total Interest Income,4193.0,4489.0,5183.0,6254.0,5572.0,5349.0
Interest On Deposits,205.0,277.0,538.0,892.0,322.0,177.0
Total Interest On Borrowings,373.0,414.0,505.0,565.0,468.0,443.0
Total Interest Expense,578.0,691.0,1043.0,1457.0,790.0,620.0
Net Interest Income,3615.0,3798.0,4140.0,4797.0,4782.0,4729.0
Service Charges On Deposits,558.0,554.0,549.0,565.0,559.0,555.0
Trust Income,404.0,419.0,444.0,487.0,520.0,529.0
Total Mortgage Banking Activities,278.0,224.0,212.0,287.0,320.0,285.0
Gain (Loss) on Sale of Assets,49.0,7.0,2.0,5.0,(1.0),(1.0)
Gain (Loss) on Sale of Invest. & Securities,27.0,961.0,491.0,498.0,(39.0),7.0
Total Other Non Interest Income,1079.0,1071.0,1140.0,1723.0,1508.0,1570.0
Total Non Interest Income,2461.0,3283.0,2839.0,3567.0,2867.0,2945.0
Revenue Before Loan Losses,6076.0,7081.0,6979.0,8364.0,7649.0,7674.0
Provision For Loan Losses,343.0,261.0,207.0,471.0,1097.0,284.0
Total Revenues,5733.0,6820.0,6772.0,7893.0,6552.0,7390.0
Salaries And Other Employee Benefits,1840.0,1871.0,1988.0,2196.0,2453.0,2512.0
Occupancy Expense,199.0,194.0,292.0,180.0,201.0,198.0
Total Selling General & Admin Expenses,753.0,782.0,682.0,890.0,850.0,844.0
Total Other Non Interest Expense,943.0,921.0,996.0,1157.0,1180.0,1145.0
Total Non Interest Expense,3760.0,3782.0,3958.0,4423.0,4684.0,4699.0
"EBT, Excl. Unusual Items",1973.0,3038.0,2814.0,3470.0,1868.0,2691.0
Asset Writedown,(45.0),(59.0),(49.0),(32.0),(45.0),(45.0)
Other Unusual Items,280.0,,,,(10.0),(10.0)
"EBT, Incl. Unusual Items",2208.0,2979.0,2765.0,3202.0,1797.0,2620.0
Income Tax Expense,665.0,799.0,572.0,690.0,370.0,545.0
Earnings From Continuing Operations,1543.0,2180.0,2193.0,2512.0,1427.0,2075.0
Net Income to Company,1543.0,2180.0,2193.0,2512.0,1427.0,2075.0
Minority Interest,4.0,,,,,
Net Income,1547.0,2180.0,2193.0,2512.0,1427.0,2075.0
Preferred Dividend and Other Adjustments,90.0,98.0,98.0,114.0,110.0,114.0
Net Income to Common Incl Extra Items,1457.0,2082.0,2095.0,2398.0,1317.0,1961.0
Net Income to Common Excl. Extra Items,1457.0,2082.0,2095.0,2398.0,1317.0,1961.0
Revenue Per Share,$7.57,$9.36,$10.06,$11.11,$9.17,$10.34
Basic EPS,$1.92,$2.86,$3.11,$3.38,$1.84,$2.74
Basic EPS - Continuing Ops,$1.92,$2.86,$3.11,$3.38,$1.84,$2.74
Basic Weighted Average Shares Outst.,757.4,728.3,673.3,710.4,714.7,714.9
Diluted EPS,$1.91,$2.81,$3.06,$3.33,$1.83,$2.72
Diluted EPS - Continuing Ops,$1.91,$2.81,$3.06,$3.33,$1.83,$2.72
Diluted Weighted Average Shares Outst.,764.5,740.7,685.5,720.1,719.7,720.5
Normalized Basic EPS,$1.63,$2.61,$2.61,$3.05,$1.63,$2.35
Normalized Diluted EPS,$1.62,$2.56,$2.57,$3.01,$1.62,$2.33
Dividend Per Share,$0.53,$0.60,$0.74,$0.94,$1.08,$1.08
Payout Ratio,29.35%,23.17%,25.76%,29.98%,60.13%,
Effective Tax Rate,30.1%,26.8%,20.7%,21.5%,20.6%,20.8%
Normalized Net Income,1237.1,1898.8,1758.8,2168.8,1167.5,1681.9
Interest on Long-Term Debt,361.0,378.0,446.0,508.0,452.0,
