Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,1.42%,11.73%,(3.83%),(7.49%),0.00%
Total Interest And Dividend Income,5.82%,(1.58%),8.71%,(1.00%),0.00%
Asset Management Fee,9.99%,(0.65%),3.39%,3.59%,0.00%
Gain (Loss) on Sale of Investments,(81.31%),100.00%,(40.98%),,0.00%
Other Revenues,140.54%,(91.99%),"1,916.52%",(22.25%),0.00%
Total Revenues,1.46%,5.33%,2.88%,(11.91%),0.00%
Policy Benefits,0.73%,10.65%,0.09%,(6.26%),0.00%
Policy Acquisition / Underwriting Costs,(15.82%),43.86%,2.60%,(4.76%),0.00%
Selling General & Admin Expenses,13.83%,0.31%,12.06%,3.86%,0.00%
Total Operating Expenses,2.78%,9.32%,2.64%,(3.93%),0.00%
Operating Income,(8.09%),(26.79%),5.73%,,0.00%
Currency Exchange Gains,-12.34%,,,,0.00%
"EBT, Excl. Unusual Items",13.24%,(24.65%),6.13%,,0.00%
Restructuring Charges,(100.00%),-75.00%,"(2,600.00%)",-74.07%,0.00%
"EBT, Incl. Unusual Items",13.59%,(24.88%),5.60%,,0.00%
Income Tax Expense,,,15.21%,,0.00%
Earnings From Continuing Operations,80.45%,(48.73%),3.67%,,0.00%
Net Income to Company,80.45%,(48.73%),3.67%,,0.00%
Minority Interest,(117.65%),-87.39%,(271.43%),(338.46%),0.00%
Net Income,80.01%,(48.19%),2.75%,,0.00%
Pref. Dividends and Other Adj.,90.00%,(49.47%),(4.17%),(54.35%),0.00%
NI to Common Incl Extra Items,79.90%,(48.17%),2.83%,,0.00%
NI to Common Excl. Extra Items,79.90%,(48.17%),2.83%,,0.00%
Revenue Per Share,4.12%,7.71%,6.14%,(9.91%),0.00%
Basic EPS,84.69%,(47.00%),6.09%,,0.00%
Basic EPS - Continuing Ops,84.69%,(47.00%),6.09%,,0.00%
Basic Weighted Average Shares Outst.,(2.56%),(2.20%),(3.07%),(2.22%),0.00%
Diluted EPS,83.91%,(46.82%),6.39%,,0.00%
Diluted EPS - Continuing Ops,83.91%,(46.82%),6.39%,,0.00%
Diluted Weighted Average Shares Outst.,(2.37%),(2.25%),(3.59%),(3.67%),0.00%
Normalized Basic EPS,14.72%,(21.16%),8.18%,,0.00%
Normalized Diluted EPS,14.47%,(21.13%),8.80%,,0.00%
Dividend Per Share,7.14%,20.00%,11.11%,10.00%,0.00%
Payout Ratio,(44.62%),126.54%,5.02%,,0.00%
EBITDA,(9.02%),(26.81%),11.53%,(96.43%),0.00%
EBITA,(8.85%),(26.43%),5.74%,,0.00%
EBIT,(8.09%),(26.79%),5.73%,,0.00%
EBITDAR,(8.65%),,,(92.10%),
Effective Tax Rate,,,9.11%,95.42%,0.00%
Normalized Net Income,11.74%,(22.90%),4.91%,,0.00%
Foreign Sales,1.83%,(3.15%),6.92%,(7.63%),
