Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,11869.0,12320.0,12657.0,12347.0,13578.0,13578.0
Total Revenues,11869.0,12320.0,12657.0,12347.0,13578.0,13578.0
Fuel & Purchased Power,2627.0,4873.0,5406.0,2588.0,2857.0,2857.0
Operations And Maintenance,2864.0,2821.0,2776.0,2989.0,3580.0,3580.0
Depreciation & Amortization,2007.0,2041.0,1871.0,1730.0,1967.0,1967.0
Other Operating Expenses,388.0,354.0,337.0,350.0,217.0,217.0
Total Operating Expenses,9786.0,10089.0,10390.0,9908.0,10696.0,10696.0
Operating Income,2083.0,2231.0,2267.0,2439.0,2882.0,2882.0
"Interest Expense, Total",(704.0),(763.0),(855.0),(962.0),"(1,034.0)","(1,034.0)"
Interest and Investment Income,3.0,7.0,24.0,37.0,20.0,20.0
Net Interest Expenses,(701.0),(756.0),(831.0),(925.0),"(1,014.0)","(1,014.0)"
Allow. For Equity Funds Used For Const.,,,104.0,101.0,121.0,121.0
Other Non-Operating Inc. (Exp.),106.0,88.0,(10.0),(12.0),10.0,10.0
"EBT, Excl. Unusual Items",1488.0,1563.0,1530.0,1603.0,1999.0,1999.0
Impairment of Goodwill,,,(19.0),(25.0),(34.0),(34.0)
Gain (Loss) on Sale of Assets,,,7.0,5.0,133.0,133.0
Other Unusual Items,,,"(2,669.0)",(407.0),"(1,664.0)","(1,664.0)"
"EBT, Incl. Unusual Items",1467.0,825.0,"(1,210.0)",1006.0,434.0,434.0
Income Tax Expense,177.0,281.0,(739.0),(278.0),(305.0),(305.0)
Earnings From Continuing Operations,1290.0,544.0,(471.0),1284.0,739.0,739.0
Earnings Of Discontinued Operations,12.0,,34.0,,,
Net Income to Company,1302.0,544.0,(437.0),1284.0,739.0,739.0
Minority Interest,9.0,21.0,14.0,,,
Net Income,1311.0,565.0,(423.0),1284.0,739.0,739.0
NI to Common Incl Extra Items,1311.0,565.0,(423.0),1284.0,739.0,739.0
NI to Common Excl. Extra Items,1299.0,565.0,(457.0),1284.0,739.0,739.0
Revenue Per Share,$36.41,$37.79,$38.83,$36.31,$36.40,$36.40
Basic EPS,$4.02,$1.73,($1.30),$3.78,$1.98,$1.98
Basic EPS - Continuing Ops,$3.98,$1.73,($1.40),$3.78,$1.98,$1.98
Basic Weighted Average Shares Outst.,326.0,326.0,326.0,340.0,373.0,373.0
Diluted EPS,$3.98,$1.72,($1.30),$3.77,$1.98,$1.98
Diluted EPS - Continuing Ops,$3.94,$1.72,($1.40),$3.77,$1.98,$1.98
Diluted Weighted Average Shares Outst.,330.0,328.0,326.0,341.0,374.0,374.0
Normalized Basic EPS,$2.88,$3.06,$2.98,$2.95,$3.35,$3.35
Normalized Diluted EPS,$2.85,$3.04,$2.98,$2.94,$3.34,$3.34
Dividend Per Share,$1.98,$2.23,$2.43,$2.48,$2.58,$2.58
Payout Ratio,47.75%,125.13%,NM,63.08%,125.58%,125.58%
EBITDA,3932.0,4113.0,4009.0,4052.0,4693.0,4693.0
EBITA,2083.0,2231.0,2267.0,2439.0,2882.0,2882.0
EBIT,2083.0,2231.0,2267.0,2439.0,2882.0,2882.0
EBITDAR,5900.0,6472.0,,6303.0,6768.0,6768.0
Effective Tax Rate,12.1%,34.1%,NM,NM,NM,NM
Normalized Net Income,939.0,997.9,970.3,1001.9,1249.4,1249.4
Interest Capitalized,23.0,28.0,44.0,63.0,53.0,53.0
