Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,9071.0,9799.0,10530.0,10168.0,10165.0,10165.0
Total Revenues,9071.0,9799.0,10530.0,10168.0,10165.0,10165.0
Cost Of Revenues,7142.3,7684.0,8300.0,8067.0,8255.0,8255.0
Gross Profit,1928.7,2115.0,2230.0,2101.0,1910.0,1910.0
Selling General & Admin Expenses,813.1,485.0,936.0,900.0,944.0,944.0
R&D Expenses,,408.0,,,,
Other Operating Expense/(Income),(4.2),,(4.0),(2.0),(4.0),(4.0)
Total Operating Expenses,808.9,893.0,932.0,898.0,940.0,940.0
Operating Income,1119.8,1222.0,1298.0,1203.0,970.0,970.0
Interest Expense,(84.6),(71.0),(59.0),(55.0),(73.0),(73.0)
Interest And Investment Income,6.3,6.0,6.0,12.0,12.0,12.0
Net Interest Expenses,(78.3),(65.0),(53.0),(43.0),(61.0),(61.0)
Currency Exchange Gains (Loss),,(1.0),,,,
"EBT, Excl. Unusual Items",1084.4,1207.0,1294.0,1192.0,927.0,927.0
"EBT, Incl. Unusual Items",942.7,1063.0,1196.0,1265.0,964.0,964.0
Income Tax Expense,306.0,580.0,211.0,468.0,397.0,397.0
Earnings From Continuing Operations,636.7,483.0,985.0,797.0,567.0,567.0
Net Income to Company,636.7,483.0,985.0,797.0,567.0,567.0
Minority Interest,(41.7),(43.0),(54.0),(51.0),(67.0),(67.0)
Net Income,595.0,440.0,931.0,746.0,500.0,500.0
NI to Common Incl Extra Items,595.0,440.0,931.0,746.0,500.0,500.0
NI to Common Excl. Extra Items,595.0,440.0,931.0,746.0,500.0,500.0
Revenue Per Share,$42.31,$46.57,$50.58,$49.43,$47.72,$47.72
Basic EPS,$2.78,$2.09,$4.47,$3.63,$2.35,$2.35
Basic EPS - Continuing Ops,$2.78,$2.09,$4.47,$3.63,$2.35,$2.35
Basic Weighted Average Shares Outst.,214.4,210.4,208.2,205.7,213.0,213.0
Diluted EPS,$2.76,$2.08,$4.44,$3.61,$2.34,$2.34
Diluted EPS - Continuing Ops,$2.76,$2.08,$4.44,$3.61,$2.34,$2.34
Diluted Weighted Average Shares Outst.,215.3,211.5,209.5,206.8,214.0,214.0
Normalized Basic EPS,$2.97,$3.38,$3.63,$3.37,$2.41,$2.41
Normalized Diluted EPS,$2.95,$3.36,$3.60,$3.36,$2.39,$2.39
Dividend Per Share,$0.53,$0.59,$0.68,$0.68,$0.68,$0.68
Payout Ratio,19.06%,28.18%,15.25%,18.77%,29.20%,29.20%
EBITDA,1511.2,1630.0,1729.0,1642.0,1500.0,1500.0
EBITA,1160.2,1262.0,1338.0,1242.0,1021.0,1021.0
EBIT,1119.8,1222.0,1298.0,1203.0,970.0,970.0
EBITDAR,1549.4,1670.0,,1684.0,1550.0,1550.0
Effective Tax Rate,32.5%,54.6%,17.6%,37.0%,41.2%,41.2%
Normalized Net Income,636.1,711.4,754.8,694.0,512.4,512.4
Interest Capitalized,14.1,20.0,22.0,16.0,8.0,8.0
R&D Expense From Footnotes,417.8,473.0,512.0,498.0,533.0,533.0
Foreign Sales,6835.0,7519.0,8136.0,7833.0,8142.0,8142.0
