Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Other Revenue,20.37%,17.36%,7.47%,8.75%,0.00%
Total Revenues,20.37%,17.36%,7.47%,8.75%,0.00%
Property Expenses,20.45%,18.80%,7.86%,9.40%,0.00%
Selling General & Admin Exp.,17.15%,10.00%,8.61%,14.08%,0.00%
Total Operating Expenses,19.18%,15.48%,8.13%,11.09%,0.00%
Operating Income,25.69%,25.35%,4.88%,(0.69%),0.00%
Total Interest Expense,(22.07%),(8.94%),-8.02%,-15.26%,0.00%
Interest and Investment Income,276.15%,10.76%,91.25%,(68.75%),0.00%
Net Interest Expenses,(19.80%),(8.89%),-10.85%,-11.99%,0.00%
Other Non Operating Income,,,-90.22%,,0.00%
"EBT, Excl. Unusual Items",42.42%,31.07%,44.63%,(2.39%),0.00%
Gain (Loss) on Sale of Assets,,,636.90%,(97.06%),0.00%
Asset Writedown,,,,-53.73%,0.00%
Other Unusual Items,(435.78%),-21.89%,(2.82%),(176.01%),0.00%
"EBT, Incl. Unusual Items",79.43%,50.97%,59.94%,(25.47%),0.00%
Income Tax Expense,18.48%,25.68%,173.87%,(21.15%),0.00%
Earnings From Continuing Operations,103.64%,56.82%,38.83%,(27.04%),0.00%
Net Income to Company,83.74%,56.82%,38.83%,(27.04%),0.00%
Minority Interest,,,,,0.00%
Net Income,83.74%,56.82%,38.89%,(27.13%),0.00%
NI to Common Incl Extra Items,83.74%,56.82%,38.89%,(27.13%),0.00%
NI to Common Excl. Extra Items,103.64%,56.82%,38.89%,(27.13%),0.00%
Revenue Per Share,9.82%,13.05%,1.90%,4.33%,0.00%
Basic EPS,67.49%,51.14%,31.68%,(30.08%),0.00%
Basic EPS - Continuing Ops,85.98%,51.14%,31.68%,(30.08%),0.00%
Basic Weighted Average Shares Outst.,9.61%,3.81%,5.47%,4.23%,0.00%
Diluted EPS,67.60%,52.00%,31.36%,(30.22%),0.00%
Diluted EPS - Continuing Ops,85.19%,52.00%,31.36%,(30.22%),0.00%
Diluted Weighted Average Shares Outst.,9.49%,3.43%,5.59%,4.41%,0.00%
Normalized Basic EPS,29.86%,26.34%,37.11%,(6.42%),0.00%
Normalized Diluted EPS,30.32%,26.87%,36.92%,(6.67%),0.00%
Dividend Per Share,14.29%,14.00%,7.89%,8.13%,0.00%
Payout Ratio,(32.28%),(24.22%),(18.49%),55.57%,0.00%
FFO,36.86%,26.28%,4.90%,(1.06%),0.00%
FFO Payout Ratio %,(9.08%),(5.89%),7.92%,14.58%,0.00%
AFFO,33.26%,15.45%,16.40%,13.36%,
Funds Available for Distribution,33.26%,15.45%,16.40%,13.36%,
EBITDA,24.97%,20.97%,4.75%,5.51%,0.00%
EBITA,28.42%,23.23%,3.48%,(0.36%),0.00%
EBIT,25.69%,25.35%,4.88%,(0.69%),0.00%
EBITDAR,23.88%,20.69%,5.83%,5.43%,
Effective Tax Rate,(33.96%),(16.74%),71.22%,5.80%,0.00%
Normalized Net Income,42.42%,31.07%,44.69%,(2.50%),0.00%
Interest Capitalized,69.63%,(12.13%),61.84%,(16.86%),
Interest on Long-Term Debt,24.22%,7.47%,(3.68%),(10.80%),
Foreign Earnings,,,,(9.98%),
Foreign Sales,22.56%,17.03%,14.09%,10.64%,
