Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2685.9,2996.7,3187.9,2992.7,2895.3,2895.3
Total Revenues,2685.9,2996.7,3187.9,2992.7,2895.3,2895.3
Cost Of Revenues,1571.7,1764.3,1882.4,1812.0,1787.1,1787.1
Gross Profit,1114.2,1232.4,1305.5,1180.7,1108.2,1108.2
Selling General & Admin Expenses,653.8,723.7,755.2,721.0,666.8,666.8
Total Operating Expenses,653.8,723.7,755.2,721.0,666.8,666.8
Operating Income,460.4,508.7,550.3,459.7,441.4,441.4
Interest Expense,(7.3),(10.1),(8.4),(11.0),(7.3),(7.3)
Net Interest Expenses,(7.3),(10.1),(8.4),(11.0),(7.3),(7.3)
Other Non Operating Income (Expenses),9.4,22.2,22.6,23.4,17.5,17.5
"EBT, Excl. Unusual Items",462.5,520.8,564.5,472.1,451.6,451.6
"EBT, Incl. Unusual Items",462.5,520.8,557.8,472.1,443.9,443.9
Income Tax Expense,136.0,224.3,113.6,102.1,99.0,99.0
Earnings From Continuing Operations,326.5,296.5,444.2,370.0,344.9,344.9
Net Income to Company,326.5,296.5,444.2,370.0,344.9,344.9
Net Income,326.5,296.5,444.2,370.0,344.9,344.9
NI to Common Incl Extra Items,326.5,296.5,444.2,370.0,344.9,344.9
NI to Common Excl. Extra Items,326.5,296.5,444.2,370.0,344.9,344.9
Revenue Per Share,$15.37,$17.36,$18.69,$18.09,$17.92,$17.92
Basic EPS,$1.87,$1.72,$2.60,$2.24,$2.14,$2.14
Basic EPS - Continuing Ops,$1.87,$1.72,$2.60,$2.24,$2.14,$2.14
Basic Weighted Average Shares Outst.,174.7,172.7,170.6,165.5,161.5,161.5
Diluted EPS,$1.85,$1.70,$2.58,$2.22,$2.12,$2.12
Diluted EPS - Continuing Ops,$1.85,$1.70,$2.58,$2.22,$2.12,$2.12
Diluted Weighted Average Shares Outst.,176.8,174.6,172.2,166.7,162.6,162.6
Normalized Basic EPS,$1.65,$1.89,$2.07,$1.78,$1.75,$1.75
Normalized Diluted EPS,$1.63,$1.86,$2.05,$1.77,$1.74,$1.74
Dividend Per Share,$0.48,$0.56,$0.76,$0.90,$0.98,$0.98
Payout Ratio,25.79%,32.68%,29.29%,40.32%,46.01%,46.01%
EBITDA,525.5,578.8,622.2,538.0,521.4,521.4
EBITA,473.8,522.4,564.6,475.5,455.9,455.9
EBIT,460.4,508.7,550.3,459.7,441.4,441.4
EBITDAR,547.9,,646.2,558.6,540.5,540.5
Effective Tax Rate,29.4%,43.1%,20.4%,21.6%,22.3%,22.3%
Normalized Net Income,289.1,325.5,352.8,295.1,282.3,282.3
Interest Capitalized,0.2,,,,,
Interest on Long-Term Debt,7.5,10.1,8.4,11.0,7.3,7.3
R&D Expense From Footnotes,80.1,86.4,94.0,87.9,80.7,80.7
Foreign Sales,1115.2,1298.6,1367.1,1124.0,990.4,990.4
