Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,11.85%,7.46%,8.74%,2.42%,0.00%
Other Revenue,13.52%,14.27%,7.47%,20.95%,0.00%
Total Revenues,11.50%,8.10%,8.97%,4.46%,0.00%
Property Expenses,9.52%,8.86%,12.97%,5.42%,0.00%
Selling General & Admin Exp.,2.98%,4.32%,17.57%,9.09%,0.00%
Depreciation & Amortization,5.88%,8.15%,5.17%,2.09%,0.00%
Total Operating Expenses,7.13%,7.86%,11.02%,4.96%,0.00%
Operating Income,16.31%,8.33%,6.91%,3.94%,0.00%
Total Interest Expense,(14.56%),(15.45%),(4.45%),-9.92%,0.00%
Interest and Investment Income,(38.75%),(21.44%),41.10%,103.46%,0.00%
Net Interest Expenses,(19.16%),(17.09%),(3.36%),-14.52%,0.00%
"EBT, Excl. Unusual Items",14.82%,5.05%,8.39%,11.29%,0.00%
Gain (Loss) on Sale of Assets,893.04%,(72.69%),(96.09%),"1,400.00%",0.00%
"EBT, Incl. Unusual Items",25.41%,(11.88%),1.34%,14.91%,0.00%
Income Tax Expense,(77.13%),155.01%,22.33%,22.13%,0.00%
Earnings From Continuing Operations,29.50%,(13.06%),0.90%,14.73%,0.00%
Net Income to Company,29.50%,(13.06%),0.90%,14.73%,0.00%
Minority Interest,(13.72%),-9.71%,-2.00%,(14.92%),0.00%
Net Income,30.83%,(13.30%),1.13%,14.72%,0.00%
Pref. Dividends and Other Adj.,23.11%,(25.85%),(5.95%),3.82%,0.00%
NI to Common Incl Extra Items,30.85%,(13.28%),1.14%,14.74%,0.00%
NI to Common Excl. Extra Items,30.85%,(13.28%),1.14%,14.74%,0.00%
Revenue Per Share,10.76%,8.04%,7.23%,3.42%,0.00%
Basic EPS,29.96%,(13.25%),(0.59%),13.57%,0.00%
Basic EPS - Continuing Ops,29.96%,(13.25%),(0.59%),13.57%,0.00%
Basic Weighted Average Shares Outst.,0.70%,0.09%,1.68%,1.04%,0.00%
Diluted EPS,29.36%,(12.95%),(1.06%),14.51%,0.00%
Diluted EPS - Continuing Ops,29.36%,(12.95%),(1.06%),14.51%,0.00%
Diluted Weighted Average Shares Outst.,6.52%,(0.74%),2.46%,(5.02%),0.00%
Normalized Basic EPS,13.83%,7.35%,7.82%,9.46%,0.00%
Normalized Diluted EPS,8.31%,8.55%,7.07%,16.99%,0.00%
Dividend Per Share,6.48%,7.69%,5.95%,1.12%,0.00%
Payout Ratio,(18.32%),24.70%,6.61%,(10.99%),0.00%
FFO,19.30%,5.56%,7.21%,8.17%,0.00%
FFO Payout Ratio %,(10.44%),2.41%,0.56%,(5.61%),0.00%
AFFO,19.30%,5.56%,7.21%,8.17%,
Funds Available for Distribution,19.30%,5.56%,7.21%,8.17%,
EBITDA,13.43%,8.29%,6.46%,3.29%,0.00%
EBITA,14.26%,7.20%,6.41%,3.23%,0.00%
EBIT,16.31%,8.33%,6.91%,3.94%,0.00%
EBITDAR,13.69%,8.39%,8.50%,4.58%,
Effective Tax Rate,(81.77%),189.39%,20.46%,6.07%,0.00%
Normalized Net Income,15.00%,7.44%,9.80%,10.86%,0.00%
Interest on Long-Term Debt,(0.92%),(6.20%),0.84%,(22.29%),
