Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,4.09%,10.66%,15.78%,68.94%,28.15%
Total Interest Income,4.36%,10.12%,15.87%,65.25%,25.33%
Interest On Deposits,37.05%,87.21%,70.96%,(28.70%),(67.61%)
Total Interest On Borrowings,0.20%,60.40%,25.31%,(5.83%),(33.93%)
Total Interest Expense,12.62%,71.39%,45.76%,(17.84%),(51.77%)
Net Interest Income,3.39%,2.25%,9.44%,89.06%,45.26%
Service Charges On Deposits,6.33%,0.85%,7.02%,33.86%,8.59%
Trust Income,123.31%,11.11%,8.33%,78.60%,45.31%
Total Mortgage Banking Activities,(33.26%),(16.50%),10.47%,250.88%,77.75%
Gain (Loss) on Sale of Invest. & Securities,(13.64%),21.05%,,,
Total Other Non Interest Income,(0.10%),2.23%,11.99%,42.40%,43.00%
Total Non Interest Income,6.93%,1.97%,7.77%,68.96%,51.56%
Revenue Before Loan Losses,4.85%,2.13%,8.74%,80.66%,47.74%
Provision For Loan Losses,(4.37%),3.47%,8.66%,279.67%,10.13%
Total Revenues,5.37%,2.06%,8.74%,70.42%,51.39%
Salaries And Other Employee Benefits,4.60%,1.91%,11.89%,66.95%,44.62%
Amort. of Goodwill & Intang. Assets,(5.33%),(7.75%),25.19%,317.68%,123.57%
Occupancy Expense,22.76%,(7.14%),(28.97%),84.79%,47.92%
Total Selling General & Admin Expenses,23.49%,5.91%,36.18%,129.45%,77.12%
Total Other Non Interest Expense,(13.13%),(26.77%),12.52%,22.26%,5.94%
Total Non Interest Expense,5.89%,(2.18%),11.61%,82.23%,51.47%
"EBT, Excl. Unusual Items",4.44%,9.73%,4.11%,49.99%,51.25%
Other Unusual Items,,,,,0.00%
"EBT, Incl. Unusual Items",(4.97%),22.07%,(1.01%),36.18%,38.77%
Income Tax Expense,(13.89%),(11.86%),(2.62%),25.45%,33.66%
Earnings From Continuing Operations,(1.11%),34.87%,(0.61%),38.77%,39.98%
Net Income to Company,(1.11%),34.87%,(0.61%),38.77%,39.98%
Minority Interest,(31.25%),-4.76%,-35.00%,-23.08%,-70.00%
Net Income,(1.32%),35.21%,(0.40%),39.02%,40.29%
Preferred Dividend and Other Adjustments,4.19%,0.00%,12.64%,52.04%,61.67%
Net Income to Common Incl Extra Items,(1.73%),37.97%,(1.14%),38.18%,38.81%
Net Income to Common Excl. Extra Items,(1.73%),37.97%,(1.14%),38.18%,38.81%
Revenue Per Share,6.11%,5.49%,4.41%,1.83%,6.76%
Basic EPS,(1.15%),42.54%,(5.03%),(17.39%),(2.12%)
Basic EPS - Continuing Ops,(1.15%),42.54%,(5.03%),(17.39%),(2.12%)
Basic Weighted Average Shares Outst.,(0.68%),(3.28%),4.16%,67.32%,41.81%
Diluted EPS,(1.08%),42.70%,(5.12%),(16.98%),(1.97%)
Diluted EPS - Continuing Ops,(1.08%),42.70%,(5.12%),(16.98%),(1.97%)
Diluted Weighted Average Shares Outst.,(0.48%),(3.39%),4.05%,66.62%,41.37%
Normalized Basic EPS,4.99%,13.64%,0.39%,(10.06%),6.95%
Normalized Diluted EPS,4.58%,13.64%,0.34%,(9.74%),7.28%
Dividend Per Share,9.57%,20.24%,12.50%,5.26%,2.56%
Payout Ratio,9.42%,(15.74%),9.05%,34.36%,
Effective Tax Rate,(9.39%),(27.79%),(1.63%),(7.89%),(3.68%)
Normalized Net Income,4.25%,9.86%,4.41%,50.34%,51.66%
Interest on Long-Term Debt,(6.39%),50.44%,16.69%,0.38%,
