Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,2.00%,4.33%,4.77%,(4.78%),(8.59%)
Total Revenues,1.88%,4.30%,4.77%,(4.78%),(8.60%)
Property Expenses,2.49%,6.46%,3.26%,0.89%,0.56%
Selling General & Admin Exp.,(9.71%),3.04%,(1.96%),(8.44%),(5.25%)
Depreciation & Amortization,5.40%,5.64%,5.77%,(1.23%),(3.68%)
Total Operating Expenses,3.35%,5.98%,4.25%,(0.37%),(1.58%)
Operating Income,(0.81%),1.10%,5.83%,(13.47%),(22.49%)
Total Interest Expense,-20.70%,(8.22%),-5.40%,-6.90%,-9.27%
Interest and Investment Income,(16.68%),161.90%,(80.08%),85.41%,62.95%
Net Interest Expenses,-20.77%,(5.78%),-2.46%,-7.64%,-9.75%
Other Non Operating Income,-49.98%,(232.95%),(5.27%),-3.67%,(9.48%)
"EBT, Excl. Unusual Items",25.16%,(5.58%),30.02%,(28.76%),(41.70%)
Gain (Loss) on Sale of Assets,(95.66%),46.29%,74.43%,25.88%,(45.56%)
"EBT, Incl. Unusual Items",(85.97%),9.10%,46.84%,(4.37%),(43.84%)
Income Tax Expense,(70.37%),83.68%,,,
Earnings From Continuing Operations,(85.97%),9.04%,47.36%,(4.68%),(44.03%)
Net Income to Company,(85.97%),9.04%,47.36%,(4.68%),(44.03%)
Minority Interest,-86.74%,(10.95%),(42.21%),(24.24%),-52.92%
Net Income,(85.94%),8.96%,47.58%,(5.85%),(43.58%)
Pref. Dividends and Other Adj.,0.00%,(0.03%),0.00%,0.00%,0.00%
NI to Common Incl Extra Items,(86.00%),9.01%,47.80%,(5.87%),(43.70%)
NI to Common Excl. Extra Items,(86.00%),9.01%,47.80%,(5.87%),(43.70%)
Revenue Per Share,1.27%,4.07%,4.14%,(5.12%),(8.84%)
Basic EPS,(86.08%),8.42%,46.69%,(6.17%),(43.85%)
Basic EPS - Continuing Ops,(86.08%),8.42%,46.69%,(6.17%),(43.85%)
Basic Weighted Average Shares Outst.,0.54%,0.30%,0.65%,0.36%,0.27%
Diluted EPS,(86.06%),8.63%,46.73%,(5.85%),(43.78%)
Diluted EPS - Continuing Ops,(86.06%),8.63%,46.73%,(5.85%),(43.78%)
Diluted Weighted Average Shares Outst.,0.18%,0.27%,0.69%,(0.12%),(0.23%)
Normalized Basic EPS,541.69%,(7.98%),28.43%,(35.37%),(39.65%)
Normalized Diluted EPS,576.88%,(7.84%),27.06%,(35.39%),(39.35%)
Dividend Per Share,(0.25%),6.93%,5.09%,6.17%,4.56%
Payout Ratio,683.67%,(2.85%),(28.09%),12.93%,
FFO,7.24%,(0.00%),8.81%,(5.56%),(7.20%)
FFO Payout Ratio %,2.63%,5.79%,(2.34%),12.62%,
AFFO,7.24%,(0.00%),8.81%,(5.56%),
Funds Available for Distribution,7.24%,(0.00%),8.81%,(5.56%),
EBITDA,2.02%,3.25%,5.51%,(7.62%),(13.19%)
EBITA,(0.76%),1.16%,5.28%,(13.47%),(22.49%)
EBIT,(0.81%),1.10%,5.83%,(13.47%),(22.49%)
EBITDAR,,,,(7.54%),
Effective Tax Rate,90.00%,59.88%,,,
Normalized Net Income,565.26%,(7.17%),28.62%,(35.51%),(39.49%)
Interest Capitalized,(48.90%),(76.19%),9.97%,47.66%,
Interest on Long-Term Debt,,,,7.31%,
