Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,39302.0,40534.0,41802.0,36709.0,32637.0,32628.0
Total Revenues,39302.0,40534.0,41802.0,36709.0,32637.0,32628.0
Cost Of Revenues,27677.0,28144.0,29046.0,24339.0,22169.0,22344.0
Gross Profit,11625.0,12390.0,12756.0,12370.0,10468.0,10284.0
Selling General & Admin Expenses,4937.0,5191.0,4854.0,4866.0,3814.0,3735.0
Total Operating Expenses,4937.0,5191.0,4854.0,4866.0,3814.0,3735.0
Operating Income,6688.0,7199.0,7902.0,7504.0,6654.0,6549.0
Interest Expense,(338.0),(316.0),(367.0),(357.0),(359.0),(376.0)
Interest And Investment Income,106.0,151.0,217.0,255.0,107.0,82.0
Net Interest Expenses,(232.0),(165.0),(150.0),(102.0),(252.0),(294.0)
Currency Exchange Gains (Loss),(12.0),(18.0),63.0,120.0,68.0,51.0
Other Non Operating Income (Expenses),(201.0),(82.0),(57.0),(14.0),(521.0),(523.0)
"EBT, Excl. Unusual Items",6274.0,6973.0,7808.0,7560.0,6015.0,5851.0
"EBT, Incl. Unusual Items",6452.0,6950.0,7487.0,7559.0,6012.0,5938.0
Income Tax Expense,1603.0,5362.0,659.0,1329.0,1147.0,1231.0
Earnings From Continuing Operations,4849.0,1588.0,6828.0,6230.0,4865.0,4707.0
Net Income to Company,4849.0,1588.0,6828.0,6230.0,4865.0,4707.0
Minority Interest,(37.0),(43.0),(63.0),(87.0),(86.0),(82.0)
Net Income,4812.0,1545.0,6765.0,6143.0,4779.0,4625.0
NI to Common Incl Extra Items,4812.0,1545.0,6765.0,6143.0,4779.0,4625.0
NI to Common Excl. Extra Items,4812.0,1545.0,6765.0,6143.0,4779.0,4625.0
Revenue Per Share,$51.42,$53.19,$56.26,$50.91,$46.35,$46.56
Basic EPS,$6.30,$2.03,$9.10,$8.52,$6.79,$6.60
Basic EPS - Continuing Ops,$6.30,$2.03,$9.10,$8.52,$6.79,$6.60
Basic Weighted Average Shares Outst.,764.3,762.1,743.0,721.0,704.1,700.8
Diluted EPS,$6.21,$2.00,$8.98,$8.41,$6.72,$6.53
Diluted EPS - Continuing Ops,$6.21,$2.00,$8.98,$8.41,$6.72,$6.53
Diluted Weighted Average Shares Outst.,775.3,772.1,753.0,730.3,711.2,708.1
Normalized Basic EPS,$5.08,$5.66,$6.48,$6.43,$5.22,$5.10
Normalized Diluted EPS,$5.01,$5.59,$6.40,$6.35,$5.17,$5.05
Dividend Per Share,$2.45,$2.74,$3.06,$3.36,$3.63,$3.66
Payout Ratio,39.80%,137.15%,33.58%,39.75%,54.24%,56.15%
EBITDA,7718.0,8314.0,9018.0,8592.0,7656.0,7649.0
EBITA,6992.0,7597.0,8297.0,7919.0,7012.0,6987.0
EBIT,6688.0,7199.0,7902.0,7504.0,6654.0,6549.0
EBITDAR,8105.0,,,8853.0,7905.0,
Effective Tax Rate,24.8%,77.2%,8.8%,17.6%,19.1%,20.7%
Normalized Net Income,3884.3,4315.1,4817.0,4638.0,3673.4,3574.9
Interest on Long-Term Debt,,,,30.0,27.0,
R&D Expense From Footnotes,1864.0,1835.0,1809.0,1556.0,1334.0,1334.0
Foreign Sales,16650.0,17812.0,17961.0,14799.0,12972.0,
