Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,0.92%,4.64%,1.59%,2.98%,0.00%
Total Interest And Dividend Income,(1.37%),2.68%,10.13%,(15.64%),0.00%
Gain (Loss) on Sale of Investments,71.28%,,,,0.00%
Non-Insurance Activities Revenues,8.03%,158.21%,15.29%,7.84%,0.00%
Other Revenues,12.94%,(7.41%),2.67%,(26.48%),0.00%
Total Revenues,4.81%,2.41%,5.96%,(15.81%),0.00%
Policy Benefits,0.51%,4.93%,4.20%,6.27%,0.00%
Policy Acquisition / Underwriting Costs,(0.16%),8.27%,3.60%,1.95%,0.00%
Selling General & Admin Expenses,12.03%,3.02%,0.94%,(17.89%),0.00%
Non-Insurance Activities Expenses,10.33%,208.70%,17.23%,7.12%,0.00%
Total Operating Expenses,5.06%,9.81%,3.85%,(3.05%),0.00%
Operating Income,3.53%,(35.82%),24.69%,,0.00%
"Interest Expense, Total",(20.52%),-11.15%,(2.96%),-12.86%,0.00%
"EBT, Excl. Unusual Items",(2.10%),(45.89%),39.25%,,0.00%
Asset Writedown,,,(350.00%),(718.18%),0.00%
Other Unusual Items,,,,30.77%,0.00%
"EBT, Incl. Unusual Items",69.02%,(47.28%),34.17%,,0.00%
Income Tax Expense,(22.73%),(24.71%),93.75%,,0.00%
Earnings From Continuing Operations,97.21%,(50.00%),23.37%,,0.00%
Net Income to Company,97.21%,(50.00%),23.37%,,0.00%
Minority Interest,(300.00%),-71.77%,,490.16%,0.00%
Net Income,77.98%,(45.36%),46.54%,,0.00%
NI to Common Incl Extra Items,77.98%,(45.36%),46.54%,,0.00%
NI to Common Excl. Extra Items,77.98%,(45.36%),46.54%,,0.00%
Revenue Per Share,5.22%,8.05%,11.68%,(9.08%),0.00%
Basic EPS,78.25%,(42.39%),54.72%,,0.00%
Basic EPS - Continuing Ops,78.25%,(42.39%),54.72%,,0.00%
Basic Weighted Average Shares Outst.,(0.40%),(5.21%),(5.13%),(7.39%),0.00%
Diluted EPS,78.76%,(42.32%),54.27%,,0.00%
Diluted EPS - Continuing Ops,78.76%,(42.32%),54.27%,,0.00%
Diluted Weighted Average Shares Outst.,(0.24%),(5.21%),(5.18%),(7.59%),0.00%
Normalized Basic EPS,(21.69%),(33.75%),82.38%,,0.00%
Normalized Diluted EPS,(21.61%),(33.63%),83.24%,,0.00%
Dividend Per Share,0.00%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,(43.80%),74.22%,(35.18%),,0.00%
EBITDA,3.54%,(24.50%),16.40%,(79.42%),0.00%
EBITA,4.32%,(34.96%),25.03%,,0.00%
EBIT,3.53%,(35.82%),24.69%,,0.00%
EBITDAR,3.94%,(23.42%),16.65%,(76.64%),
Effective Tax Rate,(54.27%),42.77%,44.38%,(46.67%),0.00%
Normalized Net Income,(21.86%),(37.23%),73.33%,,0.00%
