Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,101.54%,(0.41%),2.17%,(6.34%),0.00%
Total Revenues,101.54%,(0.41%),2.17%,(6.34%),0.00%
Cost Of Revenues,94.61%,(0.54%),4.71%,(7.02%),0.00%
Gross Profit,112.13%,(0.24%),(1.38%),(5.34%),0.00%
Selling General & Admin Expenses,147.27%,(2.65%),9.13%,(3.42%),0.00%
Depreciation & Amortization,96.89%,(3.61%),(2.11%),(5.98%),0.00%
Total Operating Expenses,141.52%,(2.72%),8.27%,(3.52%),0.00%
Operating Income,87.83%,2.41%,(11.12%),(7.59%),0.00%
Interest Expense,(164.72%),-5.33%,-6.60%,(7.17%),0.00%
Interest And Investment Income,171.88%,(9.20%),(16.46%),(9.09%),0.00%
Net Interest Expenses,(164.12%),-5.00%,-5.78%,(8.37%),0.00%
Currency Exchange Gains (Loss),(66.67%),-5.00%,-5.26%,(94.44%),0.00%
Other Non Operating Income (Expenses),,,,(40.00%),0.00%
"EBT, Excl. Unusual Items",80.80%,2.34%,(12.26%),(11.22%),0.00%
"EBT, Incl. Unusual Items",89.17%,(4.53%),(19.48%),(1.61%),0.00%
Income Tax Expense,28.03%,(27.86%),,,0.00%
Earnings From Continuing Operations,113.92%,1.11%,(4.71%),(19.22%),0.00%
Earnings Of Discontinued Operations,(225.43%),,3.70%,(16.43%),0.00%
Net Income to Company,88.18%,47.16%,(4.38%),(19.11%),0.00%
Minority Interest,,-28.85%,-16.22%,(800.00%),0.00%
Net Income,84.06%,48.86%,(4.25%),(26.78%),0.00%
NI to Common Incl Extra Items,84.06%,48.86%,(4.25%),(26.78%),0.00%
NI to Common Excl. Extra Items,110.57%,1.59%,(4.58%),(27.24%),0.00%
Revenue Per Share,39.83%,3.30%,2.50%,(6.50%),0.00%
Basic EPS,27.70%,54.26%,(3.95%),(26.92%),0.00%
Basic EPS - Continuing Ops,45.89%,5.30%,(4.25%),(27.34%),0.00%
Basic Weighted Average Shares Outst.,44.14%,(3.59%),(0.32%),0.16%,0.00%
Diluted EPS,27.63%,55.08%,(3.83%),(26.88%),0.00%
Diluted EPS - Continuing Ops,45.95%,5.94%,(4.11%),(27.29%),0.00%
Diluted Weighted Average Shares Outst.,44.42%,(4.02%),(0.64%),0.16%,0.00%
Normalized Basic EPS,23.17%,6.67%,(11.95%),(21.81%),0.00%
Normalized Diluted EPS,22.93%,7.27%,(11.64%),(21.66%),0.00%
Dividend Per Share,9.09%,0.00%,8.33%,23.08%,0.00%
Payout Ratio,16.20%,(34.68%),3.73%,37.70%,0.00%
EBITDA,88.50%,1.95%,(10.47%),(7.46%),0.00%
EBITA,88.20%,2.42%,(10.91%),(7.42%),0.00%
EBIT,87.83%,2.41%,(11.12%),(7.59%),0.00%
EBITDAR,92.63%,,,(7.67%),
Effective Tax Rate,(32.33%),(24.45%),,,0.00%
Normalized Net Income,77.35%,2.95%,(12.21%),(21.63%),0.00%
Interest on Long-Term Debt,,,,(33.33%),
Foreign Sales,218.17%,1.70%,(7.25%),(17.19%),
