Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,2807.0,3729.0,4089.0,4330.0,3935.0,3790.0
Total Interest Income,3319.0,4390.0,4878.0,5235.0,4685.0,4521.0
Interest On Deposits,171.0,278.0,517.0,853.0,347.0,199.0
Total Interest On Borrowings,229.0,335.0,452.0,473.0,304.0,264.0
Total Interest Expense,400.0,613.0,969.0,1326.0,651.0,463.0
Net Interest Income,2919.0,3777.0,3909.0,3909.0,4034.0,4058.0
Service Charges On Deposits,302.0,357.0,349.0,337.0,311.0,300.0
Trust Income,464.0,535.0,499.0,475.0,507.0,507.0
Total Mortgage Banking Activities,17.0,26.0,43.0,63.0,176.0,203.0
Gain (Loss) on Sale of Invest. & Securities,,1.0,,20.0,4.0,4.0
Total Other Non Interest Income,1288.0,1559.0,1624.0,1564.0,1654.0,1899.0
Total Non Interest Income,2071.0,2478.0,2515.0,2459.0,2652.0,2913.0
Revenue Before Loan Losses,4990.0,6255.0,6424.0,6368.0,6686.0,6971.0
Provision For Loan Losses,266.0,229.0,246.0,306.0,1021.0,569.0
Total Revenues,4724.0,6026.0,6178.0,6062.0,5665.0,6402.0
Salaries And Other Employee Benefits,1901.0,2174.0,2210.0,2107.0,2207.0,2320.0
Amort. of Goodwill & Intang. Assets,55.0,95.0,99.0,89.0,65.0,63.0
Occupancy Expense,305.0,331.0,308.0,293.0,298.0,296.0
Total Selling General & Admin Expenses,847.0,847.0,820.0,812.0,862.0,892.0
Total Other Non Interest Expense,527.0,558.0,460.0,503.0,605.0,610.0
Total Non Interest Expense,3708.0,4098.0,3975.0,3851.0,4079.0,4223.0
"EBT, Excl. Unusual Items",1016.0,1928.0,2203.0,2211.0,1586.0,2179.0
Restructuring Charges,(48.0),,,(50.0),(30.0),(26.0)
Other Unusual Items,,,,(139.0),,
"EBT, Incl. Unusual Items",968.0,1928.0,2203.0,2022.0,1556.0,2153.0
Income Tax Expense,179.0,637.0,344.0,314.0,227.0,351.0
Earnings From Continuing Operations,789.0,1291.0,1859.0,1708.0,1329.0,1802.0
Earnings Of Discontinued Operations,1.0,7.0,7.0,9.0,14.0,17.0
Net Income to Company,790.0,1298.0,1866.0,1717.0,1343.0,1819.0
Minority Interest,1.0,(2.0),,,,
Net Income,791.0,1296.0,1866.0,1717.0,1343.0,1819.0
Preferred Dividend and Other Adjustments,37.0,70.0,66.0,97.0,106.0,106.0
Net Income to Common Incl Extra Items,754.0,1226.0,1800.0,1620.0,1237.0,1713.0
Net Income to Common Excl. Extra Items,753.0,1219.0,1793.0,1611.0,1223.0,1696.0
Revenue Per Share,$5.09,$5.62,$5.94,$6.11,$5.85,$6.62
Basic EPS,$0.81,$1.14,$1.73,$1.63,$1.28,$1.77
Basic EPS - Continuing Ops,$0.81,$1.14,$1.72,$1.62,$1.26,$1.75
Basic Weighted Average Shares Outst.,927.8,1072.1,1040.9,992.1,967.8,967.1
Diluted EPS,$0.80,$1.13,$1.71,$1.62,$1.27,$1.77
Diluted EPS - Continuing Ops,$0.80,$1.12,$1.70,$1.61,$1.26,$1.75
Diluted Weighted Average Shares Outst.,938.5,1088.6,1054.7,1002.3,974.8,974.4
Normalized Basic EPS,$0.69,$1.12,$1.32,$1.39,$1.02,$1.41
Normalized Diluted EPS,$0.68,$1.11,$1.31,$1.38,$1.02,$1.40
Dividend Per Share,$0.33,$0.38,$0.57,$0.71,$0.74,$0.74
Payout Ratio,42.35%,37.04%,35.16%,46.83%,61.73%,
Effective Tax Rate,18.5%,33.0%,15.6%,15.5%,14.6%,16.3%
Normalized Net Income,636.0,1203.0,1376.9,1381.9,991.3,1361.9
Interest on Long-Term Debt,218.0,319.0,,1.0,1.0,
