Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3.78%,(12.10%),3.07%,15.79%,7.49%
Total Revenues,3.78%,(12.10%),3.07%,15.79%,7.49%
Cost Of Revenues,5.28%,(9.24%),2.75%,15.94%,8.44%
Gross Profit,2.47%,(14.68%),3.38%,15.64%,6.58%
Selling General & Admin Expenses,3.99%,(8.23%),5.17%,6.77%,1.34%
R&D Expenses,0.99%,(8.50%),6.50%,(1.00%),3.00%
Total Operating Expenses,3.16%,(8.15%),6.33%,10.74%,3.24%
Operating Income,0.91%,(29.70%),(5.49%),32.23%,16.82%
Interest Expense,(0.89%),-7.57%,(33.75%),(66.39%),(26.93%)
Interest And Investment Income,136.52%,0.91%,34.66%,(75.34%),(72.60%)
Net Interest Expenses,-13.55%,-10.04%,(33.45%),(113.09%),(48.19%)
Other Non Operating Income (Expenses),,(99.76%),,-73.08%,
"EBT, Excl. Unusual Items",11.31%,(34.42%),15.14%,(8.58%),(7.62%)
"EBT, Incl. Unusual Items",13.53%,(65.60%),119.75%,(45.80%),6.26%
Income Tax Expense,144.48%,(87.17%),47.61%,31.00%,68.70%
Earnings From Continuing Operations,(25.61%),(44.42%),136.10%,(56.68%),(3.54%)
Net Income to Company,(25.61%),(44.42%),136.10%,(56.68%),(3.54%)
Minority Interest,,,,,(32.57%)
Net Income,(28.07%),(44.42%),136.10%,(57.25%),(3.70%)
NI to Common Incl Extra Items,(28.07%),(44.42%),136.10%,(57.25%),(3.70%)
NI to Common Excl. Extra Items,(28.07%),(44.42%),136.10%,(57.25%),(3.70%)
Revenue Per Share,4.01%,(12.87%),1.64%,7.88%,2.17%
Basic EPS,(27.91%),(44.87%),132.53%,(60.17%),(8.46%)
Basic EPS - Continuing Ops,(27.91%),(44.87%),132.53%,(60.17%),(8.46%)
Basic Weighted Average Shares Outst.,(0.20%),0.87%,1.40%,7.32%,5.21%
Diluted EPS,(28.11%),(44.23%),132.76%,(60.00%),(8.26%)
Diluted EPS - Continuing Ops,(28.11%),(44.23%),132.76%,(60.00%),(8.26%)
Diluted Weighted Average Shares Outst.,0.05%,(0.11%),1.27%,7.05%,5.13%
Normalized Basic EPS,7.12%,(35.06%),13.45%,(15.55%),(12.36%)
Normalized Diluted EPS,6.87%,(34.30%),13.79%,(15.44%),(12.29%)
Dividend Per Share,11.76%,10.53%,7.94%,0.00%,0.00%
Payout Ratio,54.71%,100.88%,(53.90%),158.92%,10.49%
EBITDA,2.54%,(24.99%),(6.24%),41.11%,20.89%
EBITA,0.18%,(28.72%),(2.20%),45.99%,25.29%
EBIT,0.91%,(29.70%),(5.49%),32.23%,16.82%
EBITDAR,3.49%,(23.35%),(5.29%),40.26%,
Effective Tax Rate,115.34%,(62.71%),(32.83%),141.75%,58.77%
Normalized Net Income,6.96%,(34.42%),15.14%,(9.35%),(7.80%)
R&D Expense From Footnotes,0.99%,(8.50%),6.50%,(1.00%),3.00%
Foreign Sales,1.38%,(15.96%),(0.74%),9.49%,
