Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,40.02%,3.62%,(9.95%),(8.66%),0.00%
Total Revenues,40.02%,3.62%,(9.95%),(8.66%),0.00%
Cost Of Revenues,34.82%,7.78%,7.39%,(6.58%),0.00%
Gross Profit,44.31%,0.42%,(24.25%),(11.09%),0.00%
Selling General & Admin Expenses,27.88%,22.82%,15.66%,(2.56%),0.00%
R&D Expenses,28.41%,21.71%,5.89%,(2.38%),0.00%
Total Operating Expenses,28.11%,22.34%,11.42%,(2.49%),0.00%
Operating Income,52.17%,(8.54%),(43.77%),(20.41%),0.00%
Interest And Investment Income,(43.48%),"1,128.90%",57.20%,(55.96%),0.00%
Net Interest Expenses,(43.48%),"1,128.90%",57.20%,(55.96%),0.00%
Currency Exchange Gains (Loss),(221.62%),,,,0.00%
Other Non Operating Income (Expenses),(97.68%),"8,686.36%",(82.15%),121.16%,0.00%
"EBT, Excl. Unusual Items",49.39%,(3.17%),(45.24%),(14.07%),0.00%
"EBT, Incl. Unusual Items",50.55%,(3.17%),(53.52%),(17.19%),0.00%
Income Tax Expense,92.99%,(36.25%),(47.69%),(33.42%),0.00%
Earnings From Continuing Operations,33.32%,16.28%,(55.40%),(11.05%),0.00%
Net Income to Company,33.32%,16.28%,(55.40%),(11.05%),0.00%
Minority Interest,(27.78%),,-80.99%,"(2,737.04%)",0.00%
Net Income,33.31%,16.23%,(55.39%),(11.46%),0.00%
NI to Common Incl Extra Items,33.31%,16.23%,(55.39%),(11.46%),0.00%
NI to Common Excl. Extra Items,33.31%,16.23%,(55.39%),(11.46%),0.00%
Revenue Per Share,38.91%,3.55%,(9.18%),(8.86%),0.00%
Basic EPS,32.34%,16.14%,(55.01%),(11.76%),0.00%
Basic EPS - Continuing Ops,32.34%,16.14%,(55.01%),(11.76%),0.00%
Basic Weighted Average Shares Outst.,0.80%,0.05%,(0.86%),0.24%,0.00%
Diluted EPS,31.13%,16.04%,(54.61%),(11.34%),0.00%
Diluted EPS - Continuing Ops,31.13%,16.04%,(54.61%),(11.34%),0.00%
Diluted Weighted Average Shares Outst.,1.68%,0.05%,(1.62%),(0.10%),0.00%
Normalized Basic EPS,48.23%,(3.29%),(44.77%),(14.77%),0.00%
Normalized Diluted EPS,47.00%,(3.32%),(44.32%),(14.48%),0.00%
EBITDA,48.92%,(5.18%),(35.21%),(15.78%),0.00%
EBITA,52.22%,(8.06%),(42.18%),(19.86%),0.00%
EBIT,52.17%,(8.54%),(43.77%),(20.41%),0.00%
EBITDAR,48.35%,(5.41%),(34.41%),(15.68%),
Effective Tax Rate,28.17%,(34.17%),12.53%,(19.59%),0.00%
Normalized Net Income,49.38%,(3.22%),(45.23%),(14.47%),0.00%
R&D Expense From Footnotes,28.41%,21.71%,5.89%,(2.38%),0.00%
Foreign Sales,62.88%,3.62%,(9.95%),(8.66%),
