Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,15339.7,16308.8,16831.6,17522.2,16537.4,16909.6
Total Revenues,15339.7,16308.8,16831.6,17522.2,16537.4,16909.6
Cost Of Revenues,10740.1,11402.4,11311.9,11662.6,10882.6,11102.1
Gross Profit,4599.6,4906.4,5519.8,5859.7,5654.8,5807.5
Selling General & Admin Expenses,3370.8,3705.1,4215.0,4520.6,4356.7,4407.2
Depreciation & Amortization,147.5,167.7,227.6,257.3,272.8,277.9
Total Operating Expenses,3529.8,3886.8,4458.5,4791.7,4653.1,4707.1
Operating Income,1069.8,1019.6,1061.2,1068.0,1001.8,1100.4
Interest Expense,(21.1),(41.5),(101.8),(95.6),(93.7),(91.8)
Interest And Investment Income,1.6,2.8,8.5,4.2,2.7,2.7
Net Interest Expenses,(19.5),(38.7),(93.3),(91.4),(91.0),(89.1)
Other Non Operating Income (Expenses),24.1,28.3,26.7,52.8,12.0,46.0
"EBT, Excl. Unusual Items",1074.3,1009.3,994.6,1029.4,922.7,1057.2
"EBT, Incl. Unusual Items",1074.3,1009.3,994.6,859.3,379.4,504.6
Income Tax Expense,387.1,392.5,245.1,212.8,216.0,245.9
Earnings From Continuing Operations,687.2,616.8,749.5,646.5,163.4,258.8
Earnings Of Discontinued Operations,,,60.9,(25.4),(192.5),(206.7)
Net Income to Company,687.2,616.8,810.5,621.1,(29.1),52.1
Net Income,687.2,616.8,810.5,621.1,(29.1),52.1
NI to Common Incl Extra Items,687.2,616.8,810.5,621.1,(29.1),52.1
NI to Common Excl. Extra Items,687.2,616.8,749.5,646.5,163.4,258.8
Revenue Per Share,$102.92,$110.84,$114.77,$120.23,$114.47,$117.17
Basic EPS,$4.61,$4.19,$5.53,$4.26,($0.20),$0.36
Basic EPS - Continuing Ops,$4.61,$4.19,$5.11,$4.44,$1.13,$1.79
Basic Weighted Average Shares Outst.,149.1,147.1,146.7,145.7,144.5,144.3
Diluted EPS,$4.59,$4.18,$5.50,$4.25,($0.20),$0.36
Diluted EPS - Continuing Ops,$4.59,$4.18,$5.09,$4.42,$1.13,$1.79
Diluted Weighted Average Shares Outst.,149.8,147.7,147.2,146.4,145.1,145.0
Normalized Basic EPS,$4.50,$4.29,$4.24,$4.41,$3.99,$4.58
Normalized Diluted EPS,$4.48,$4.27,$4.22,$4.39,$3.97,$4.56
Dividend Per Share,$2.63,$2.70,$2.88,$3.05,$3.16,$3.19
Payout Ratio,56.29%,64.12%,51.33%,70.67%,NM,876.59%
EBITDA,1217.3,1187.3,1288.8,1325.2,1274.6,1378.3
EBITA,1110.6,1071.6,1144.7,1160.2,1096.7,1198.2
EBIT,1069.8,1019.6,1061.2,1068.0,1001.8,1100.4
EBITDAR,1495.3,1493.3,1622.8,1635.2,1587.9,
Effective Tax Rate,36.0%,38.9%,24.6%,24.8%,56.9%,48.7%
Normalized Net Income,671.5,630.8,621.6,643.3,576.7,660.8
Foreign Sales,2559.7,3062.2,4748.5,5295.9,5674.1,
