Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,673.8,1122.3,1314.8,1516.9,1878.2,1919.3
Tenant Reimbursements,223.7,,,,,
Other Revenue,0.2,7.1,20.2,24.6,23.2,28.7
Total Revenues,921.5,1129.4,1335.0,1541.4,1901.4,1948.0
Property Expenses,278.4,325.6,381.1,445.5,530.2,539.0
Selling General & Admin Exp.,63.9,75.0,90.4,108.8,133.3,135.4
Depreciation & Amortization,313.4,416.8,477.7,544.6,698.1,703.5
Total Operating Expenses,655.7,817.4,949.2,1098.9,1361.7,1377.9
Operating Income,265.8,312.0,385.8,442.5,539.8,570.1
Total Interest Expense,(107.0),(128.6),(157.5),(173.7),(171.6),(162.3)
Interest and Investment Income,,,136.8,194.6,421.3,422.3
Net Interest Expenses,(107.0),(128.6),(20.7),21.0,249.7,260.0
"EBT, Excl. Unusual Items",158.9,183.4,365.1,463.5,789.5,830.1
Gain (Loss) on Sale of Assets,3.8,0.4,8.7,0.5,154.1,156.9
Asset Writedown,(209.3),(0.2),(6.3),(12.3),(48.1),(51.2)
Other Unusual Items,(3.2),(3.5),(1.1),(47.6),(60.7),(127.9)
"EBT, Incl. Unusual Items",(49.8),194.2,402.8,404.0,827.2,822.0
Earnings From Continuing Operations,(49.8),194.2,402.8,404.0,827.2,822.0
Net Income to Company,(49.8),194.2,402.8,404.0,827.2,822.0
Minority Interest,(16.1),(25.1),(23.5),(40.9),(56.2),(61.7)
Net Income,(65.9),169.1,379.3,363.2,771.0,760.3
Pref. Dividends and Other Adj.,85.2,23.7,15.3,12.2,10.2,10.3
NI to Common Incl Extra Items,(151.1),145.4,364.0,351.0,760.8,750.1
NI to Common Excl. Extra Items,(151.1),145.4,364.0,351.0,760.8,750.1
Revenue Per Share,$12.11,$12.34,$12.96,$13.74,$15.08,$14.98
Basic EPS,($1.99),$1.59,$3.53,$3.13,$6.03,$5.77
Basic EPS - Continuing Ops,($1.99),$1.59,$3.53,$3.13,$6.03,$5.77
Basic Weighted Average Shares Outst.,76.1,91.5,103.0,112.2,126.1,130.1
Diluted EPS,($1.99),$1.58,$3.52,$3.12,$6.01,$5.74
Diluted EPS - Continuing Ops,($1.99),$1.58,$3.52,$3.12,$6.01,$5.74
Diluted Weighted Average Shares Outst.,76.1,92.1,103.3,112.5,126.5,130.5
Normalized Basic EPS,$1.09,$0.98,$1.99,$2.22,$3.47,$3.51
Normalized Diluted EPS,$1.09,$0.97,$1.98,$2.21,$3.46,$3.50
Dividend Per Share,$3.23,$3.45,$3.73,$4.00,$4.24,$4.30
Payout Ratio,NM,190.28%,101.72%,124.23%,69.13%,73.35%
FFO,250.0,531.8,783.5,877.4,1274.3,1264.9
FFO Payout Ratio %,96.14%,58.70%,48.58%,50.95%,41.82%,44.09%
FFO (Diluted),250.0,531.8,783.5,877.4,1274.3,1264.9
AFFO,421.3,554.5,682.0,783.0,923.8,
Funds Available for Distribution,421.3,554.5,682.0,783.0,923.8,
AFFO (Diluted),421.3,554.5,682.0,783.0,923.8,965.4
FFO Per Share (Basic),$3.27,$5.78,,,,
FFO Shares (Basic),76.5,92.0,,,,
FFO Per Share (Diluted),$3.27,$5.78,$7.53,$7.77,$10.07,$9.70
FFO Shares (Diluted),76.4,92.1,104.0,113.0,126.5,130.5
Adjusted FFO Per Share (Diluted),$5.51,$6.02,$6.60,$6.96,$7.30,$7.40
EBITDA,573.5,709.7,841.5,957.3,1180.6,1220.2
EBITA,266.9,312.6,398.2,461.8,587.9,622.1
EBIT,265.8,312.0,385.8,442.5,539.8,570.1
EBITDAR,587.8,723.7,857.3,975.6,1200.6,
Normalized Net Income,83.2,89.5,204.7,248.8,437.2,457.1
Interest Capitalized,52.5,58.2,66.2,88.6,125.6,
