Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,40.19%,33.86%,(14.22%),(38.83%),0.00%
Other Revenues,47.17%,92.31%,(58.67%),(59.68%),0.00%
Total Revenues,40.31%,34.88%,(15.32%),(39.08%),0.00%
Cost Of Revenues,(3.17%),7.76%,(7.06%),(12.60%),0.00%
Gross Profit,72.39%,46.12%,(17.84%),(48.24%),0.00%
Selling General & Admin Expenses,(17.55%),4.62%,(13.48%),(26.91%),0.00%
Depreciation & Amortization,10.02%,2.91%,(1.80%),(3.38%),0.00%
Other Operating Expense/(Income),0.92%,42.92%,22.36%,(78.07%),0.00%
Total Operating Expenses,11.84%,(4.64%),(4.90%),(13.50%),0.00%
Operating Income,-67.98%,,(55.57%),,0.00%
Interest Expense,-11.72%,-13.58%,0.00%,-4.64%,0.00%
Interest And Investment Income,142.86%,(5.88%),(21.88%),(80.00%),0.00%
Net Interest Expenses,-17.85%,-14.48%,(2.82%),(2.75%),0.00%
Currency Exchange Gains (Loss),33.33%,12.50%,(55.56%),,
Other Non Operating Income (Expenses),(20.00%),8.33%,(46.15%),(14.29%),0.00%
"EBT, Excl. Unusual Items",-70.32%,,(68.81%),,0.00%
"EBT, Incl. Unusual Items",-61.00%,,(72.53%),,0.00%
Income Tax Expense,(59.26%),(11.97%),,-84.09%,0.00%
Earnings From Continuing Operations,-60.23%,,(56.20%),,0.00%
Earnings Of Discontinued Operations,"(9,132.08%)",,,,
Net Income to Company,(167.43%),,(56.20%),,0.00%
Net Income,(167.43%),,(56.20%),,0.00%
NI to Common Incl Extra Items,(167.43%),,(56.20%),,0.00%
NI to Common Excl. Extra Items,-60.23%,,(56.20%),,0.00%
Revenue Per Share,35.35%,35.49%,(11.51%),(37.73%),0.00%
Basic EPS,(157.97%),,(54.42%),,0.00%
Basic EPS - Continuing Ops,-61.71%,,(54.42%),,0.00%
Basic Weighted Average Shares Outst.,3.79%,(0.47%),(4.26%),(2.22%),0.00%
Diluted EPS,(157.97%),,(54.26%),,0.00%
Diluted EPS - Continuing Ops,-61.71%,,(54.26%),,0.00%
Diluted Weighted Average Shares Outst.,3.79%,(0.35%),(4.37%),(2.22%),0.00%
Normalized Basic EPS,-71.52%,,(67.27%),,0.00%
Normalized Diluted EPS,-71.52%,,(67.27%),,0.00%
Dividend Per Share,0.00%,0.00%,0.00%,(70.00%),0.00%
Payout Ratio,,,118.87%,,0.00%
EBITDA,134.83%,59.71%,(21.18%),(46.87%),0.00%
EBITA,-67.98%,,(52.96%),,0.00%
EBIT,-67.98%,,(55.57%),,0.00%
Effective Tax Rate,,,,,0.00%
Normalized Net Income,-70.32%,,(68.81%),,0.00%
Interest Capitalized,(83.33%),,,,
Foreign Sales,48.05%,17.54%,(66.42%),(61.56%),
