Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3018.4,3121.9,3530.6,5301.4,3578.7,3578.7
Total Revenues,3018.4,3121.9,3530.6,5301.4,3578.7,3578.7
Cost Of Revenues,1741.9,1786.8,1990.7,2894.0,1827.8,1827.8
Gross Profit,1276.5,1335.1,1539.9,2407.4,1750.9,1750.9
Selling General & Admin Expenses,461.8,521.6,618.5,1244.2,1158.8,1158.8
Depreciation & Amortization,271.2,267.1,269.0,414.2,366.7,366.7
Other Operating Expense/(Income),0.0,0.0,0.0,,,
Total Operating Expenses,733.0,788.7,887.5,1658.4,1525.5,1525.5
Operating Income,543.6,546.4,652.4,749.0,225.4,225.4
Interest Expense,(459.2),(466.8),(539.4),(535.6),(544.1),(544.1)
Interest And Investment Income,24.2,3.6,1.0,1.4,0.9,0.9
Net Interest Expenses,(435.1),(463.2),(538.4),(534.2),(543.2),(543.2)
Other Non Operating Income (Expenses),(1.7),(0.6),(1.6),0.1,(0.1),(0.1)
"EBT, Excl. Unusual Items",121.2,101.3,134.7,243.3,(304.1),(304.1)
"EBT, Incl. Unusual Items",120.6,(25.1),89.9,86.1,(834.2),(834.2)
Income Tax Expense,11.3,(498.5),(3.6),43.0,(165.1),(165.1)
Earnings From Continuing Operations,109.3,473.4,93.5,43.1,(669.1),(669.1)
Net Income to Company,109.3,473.4,93.5,43.1,(669.1),(669.1)
Minority Interest,,,,0.8,(0.4),(0.4)
Net Income,109.3,473.4,93.5,43.9,(669.5),(669.5)
Preferred Dividend and Other Adjustments,8.7,,,,,
NI to Common Incl Extra Items,100.6,473.4,93.5,43.9,(669.5),(669.5)
NI to Common Excl. Extra Items,100.6,473.4,93.5,43.9,(669.5),(669.5)
Revenue Per Share,$36.40,$34.34,$36.36,$45.82,$26.71,$26.71
Basic EPS,$1.21,$5.21,$0.96,$0.38,($5.00),($5.00)
Basic EPS - Continuing Ops,$1.21,$5.21,$0.96,$0.38,($5.00),($5.00)
Basic Weighted Average Shares Outst.,82.9,90.9,97.1,115.7,134.0,134.0
Diluted EPS,$1.19,$5.07,$0.93,$0.37,($5.00),($5.00)
Diluted EPS - Continuing Ops,$1.19,$5.07,$0.93,$0.37,($5.00),($5.00)
Diluted Weighted Average Shares Outst.,84.3,93.4,100.3,117.8,134.0,134.0
Normalized Basic EPS,$0.91,$0.70,$0.87,$1.32,($1.42),($1.42)
Normalized Diluted EPS,$0.90,$0.68,$0.84,$1.30,($1.42),($1.42)
EBITDA,814.8,813.5,921.4,1163.2,592.1,592.1
EBITA,552.9,565.3,669.5,773.7,247.1,247.1
EBIT,543.6,546.4,652.4,749.0,225.4,225.4
EBITDAR,855.1,858.9,979.5,1607.6,1067.9,1067.9
Effective Tax Rate,9.4%,NM,NM,49.9%,NM,NM
Normalized Net Income,75.7,63.3,84.2,152.9,(190.5),(190.5)
Interest Capitalized,0.1,0.2,,0.3,2.2,2.2
Interest on Long-Term Debt,398.4,463.8,555.6,531.8,544.1,544.1
