Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2779.2,2833.8,2943.0,2966.4,587.6,587.6
Other Revenues,139.5,157.8,278.8,316.7,98.8,98.8
Total Revenues,2918.8,2991.5,3221.7,3283.1,686.3,686.3
Cost Of Revenues,1473.1,1487.9,1628.8,1675.8,461.6,461.6
Gross Profit,1445.7,1503.7,1592.9,1607.3,224.7,224.7
Selling General & Admin Expenses,790.4,836.0,872.3,938.7,555.7,555.7
Depreciation & Amortization,209.1,237.5,261.2,261.2,259.8,259.8
Total Operating Expenses,999.5,1073.5,1133.5,1199.9,815.5,815.5
Operating Income,446.2,430.2,459.4,407.4,(590.8),(590.8)
Interest Expense,(108.3),(105.9),(129.7),(128.6),(153.5),(153.5)
Interest And Investment Income,6.4,6.2,10.6,12.6,4.8,4.8
Net Interest Expenses,(101.9),(99.7),(119.1),(116.0),(148.6),(148.6)
Currency Exchange Gains (Loss),6.5,0.9,(11.7),(3.4),(4.9),(4.9)
"EBT, Excl. Unusual Items",397.4,383.8,383.3,342.8,(763.2),(763.2)
"EBT, Incl. Unusual Items",360.6,345.4,310.7,273.8,(927.3),(927.3)
Income Tax Expense,103.8,79.4,95.4,79.9,(309.4),(309.4)
Earnings From Continuing Operations,256.8,266.0,215.3,193.8,(617.9),(617.9)
Net Income to Company,256.8,266.0,215.3,193.8,(617.9),(617.9)
Minority Interest,(1.7),(1.8),(1.5),(2.5),1.1,1.1
Net Income,255.1,264.2,213.8,191.4,(616.8),(616.8)
Preferred Dividend and Other Adjustments,1.2,1.4,1.2,1.2,(4.3),(4.3)
NI to Common Incl Extra Items,253.9,262.8,212.7,190.2,(612.5),(612.5)
NI to Common Excl. Extra Items,253.9,262.8,212.7,190.2,(612.5),(612.5)
Revenue Per Share,$25.27,$25.84,$27.76,$28.23,$5.88,$5.88
Basic EPS,$2.20,$2.27,$1.83,$1.64,($5.25),($5.25)
Basic EPS - Continuing Ops,$2.20,$2.27,$1.83,$1.64,($5.25),($5.25)
Basic Weighted Average Shares Outst.,115.5,115.8,116.1,116.3,116.7,116.7
Diluted EPS,$2.19,$2.26,$1.83,$1.63,($5.25),($5.25)
Diluted EPS - Continuing Ops,$2.19,$2.26,$1.83,$1.63,($5.25),($5.25)
Diluted Weighted Average Shares Outst.,115.8,116.1,116.3,116.6,116.7,116.7
Normalized Basic EPS,$2.14,$2.06,$2.05,$1.82,($4.08),($4.08)
Normalized Diluted EPS,$2.13,$2.05,$2.05,$1.82,($4.08),($4.08)
Dividend Per Share,$1.10,$1.19,$1.30,$1.38,,
Payout Ratio,49.19%,51.13%,69.91%,83.23%,NM,NM
EBITDA,655.3,667.7,720.6,668.6,(331.0),(331.0)
EBITA,446.2,430.2,459.4,412.4,(586.1),(586.1)
EBIT,446.2,430.2,459.4,407.4,(590.8),(590.8)
EBITDAR,978.4,998.2,1046.3,1025.4,(46.5),(46.5)
Effective Tax Rate,28.8%,23.0%,30.7%,29.2%,NM,NM
Normalized Net Income,246.6,238.0,238.1,211.8,(475.9),(475.9)
Interest on Long-Term Debt,110.7,105.9,110.0,99.9,129.9,129.9
Foreign Sales,701.6,769.4,682.8,702.2,129.4,129.4
