Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,12.44%,13.71%,(3.93%),(6.96%),(6.76%)
Other Revenue,127.92%,53.49%,14.22%,(13.70%),(6.42%)
Total Revenues,12.84%,20.16%,(0.17%),(8.55%),(6.68%)
Property Expenses,33.89%,30.26%,4.09%,3.05%,1.91%
Selling General & Admin Exp.,40.71%,1.69%,27.56%,(11.99%),(17.06%)
Depreciation & Amortization,21.24%,30.79%,(9.39%),15.75%,24.38%
Total Operating Expenses,30.12%,26.25%,2.04%,4.87%,6.25%
Operating Income,(39.64%),(19.72%),(22.91%),,
Total Interest Expense,(12.28%),(28.05%),-29.22%,(19.45%),(41.47%)
Interest and Investment Income,(40.24%),748.32%,(64.50%),,0.00%
Net Interest Expenses,(15.50%),(5.19%),-20.19%,(33.05%),(61.51%)
"EBT, Excl. Unusual Items",(78.33%),,(60.01%),"(3,223.87%)","(2,452.80%)"
Gain (Loss) on Sale of Assets,,,101.20%,(43.35%),(100.00%)
Other Unusual Items,"(1,506.92%)",-61.12%,-28.23%,-69.93%,-71.08%
"EBT, Incl. Unusual Items",,,58.78%,,
Income Tax Expense,,-92.55%,(76.42%),(227.57%),
Earnings From Continuing Operations,,,59.06%,,
Net Income to Company,,,59.06%,,
Minority Interest,,,(28.17%),,
Net Income,,,64.24%,,
Pref. Dividends and Other Adj.,,57.04%,(4.23%),24.55%,24.55%
NI to Common Incl Extra Items,,,69.01%,,
NI to Common Excl. Extra Items,,,69.01%,,
Revenue Per Share,7.68%,6.32%,(8.91%),(10.52%),(5.99%)
Basic EPS,,,55.71%,,
Basic EPS - Continuing Ops,,,55.71%,,
Basic Weighted Average Shares Outst.,4.76%,13.11%,9.66%,2.11%,(0.73%)
Diluted EPS,,,54.84%,,
Diluted EPS - Continuing Ops,,,54.84%,,
Diluted Weighted Average Shares Outst.,4.76%,13.11%,9.66%,2.11%,(0.74%)
Normalized Basic EPS,(63.03%),,(14.95%),(458.53%),(327.96%)
Normalized Diluted EPS,(63.03%),,(14.95%),(458.53%),(327.99%)
Dividend Per Share,,100.00%,0.00%,0.00%,0.00%
Payout Ratio,,,(33.23%),,
FFO,,,(7.88%),(23.42%),(20.77%)
FFO Payout Ratio %,,,19.04%,33.10%,38.81%
FFO (Diluted),,,(5.07%),(23.00%),(20.16%)
AFFO,,,(7.88%),(23.42%),
Funds Available for Distribution,,,(7.88%),(23.42%),
EBITDA,(7.23%),15.64%,(12.53%),(23.01%),(15.11%)
EBITA,(28.52%),(9.27%),(24.45%),,
EBIT,(39.64%),(19.72%),(22.91%),,
EBITDAR,,,,(21.53%),
Effective Tax Rate,547.53%,,,,-35.36%
Normalized Net Income,(61.46%),,(33.06%),(467.02%),(324.83%)
Interest Capitalized,212.24%,63.46%,43.27%,(55.75%),
Interest on Long-Term Debt,96.56%,(73.59%),(25.88%),15.15%,
