Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,6.02%,(0.58%),1.46%,4.49%,7.81%
Total Revenues,6.02%,(0.58%),1.46%,4.49%,7.81%
Fuel & Purchased Power,7.06%,(1.90%),3.27%,8.34%,18.99%
Depreciation & Amortization,10.92%,3.99%,11.04%,2.91%,1.87%
Other Operating Expenses,3.38%,17.13%,19.43%,(31.73%),(30.61%)
Total Operating Expenses,4.90%,5.90%,9.42%,(5.54%),(0.86%)
Operating Income,10.37%,(24.61%),(39.99%),99.79%,82.64%
"Interest Expense, Total",-0.78%,-0.30%,-4.87%,-5.45%,-8.29%
Interest and Investment Income,(28.61%),(2.36%),(9.77%),1.43%,3.62%
Net Interest Expenses,(5.02%),0.00%,-4.20%,-6.35%,-9.84%
Other Non-Operating Inc. (Exp.),(13.27%),91.79%,(17.69%),68.92%,150.67%
"EBT, Excl. Unusual Items",13.10%,(36.54%),(70.78%),405.89%,296.49%
"EBT, Incl. Unusual Items",15.71%,(51.81%),(38.89%),212.76%,707.35%
Income Tax Expense,105.98%,(94.03%),,,
Earnings From Continuing Operations,(27.77%),6.18%,(9.08%),103.91%,274.76%
Net Income to Company,(27.77%),6.18%,(9.08%),103.91%,274.76%
Minority Interest,(3.43%),(0.63%),-5.76%,-1.60%,-9.00%
Net Income,(31.64%),7.22%,(9.67%),123.33%,373.74%
NI to Common Incl Extra Items,(31.64%),7.22%,(9.67%),123.33%,373.74%
NI to Common Excl. Extra Items,(31.64%),7.22%,(9.67%),123.33%,373.74%
Revenue Per Share,5.83%,(0.59%),1.42%,4.17%,5.47%
Basic EPS,(31.99%),7.20%,(9.55%),122.21%,363.47%
Basic EPS - Continuing Ops,(31.99%),7.20%,(9.55%),122.21%,363.47%
Basic Weighted Average Shares Outst.,0.17%,(0.00%),0.05%,0.28%,2.22%
Diluted EPS,(31.52%),7.00%,(9.55%),121.65%,361.31%
Diluted EPS - Continuing Ops,(31.52%),7.00%,(9.55%),121.65%,361.31%
Diluted Weighted Average Shares Outst.,0.01%,(0.16%),(0.03%),0.39%,2.36%
Normalized Basic EPS,14.42%,(41.60%),(86.20%),"1,058.27%",599.85%
Normalized Diluted EPS,15.03%,(41.69%),(86.21%),"1,056.16%",598.89%
Dividend Per Share,10.28%,9.60%,8.03%,5.93%,6.28%
Payout Ratio,61.25%,1.92%,21.14%,(52.52%),(77.14%)
EBITDA,10.58%,(11.84%),(13.23%),34.58%,29.71%
EBITA,10.37%,(24.61%),(39.99%),99.79%,82.64%
EBIT,10.37%,(24.61%),(39.99%),99.79%,82.64%
EBITDAR,,,,32.26%,
Effective Tax Rate,78.00%,(87.62%),,,
Normalized Net Income,14.58%,(41.67%),(86.26%),"1,071.66%",615.36%
Interest Capitalized,(6.25%),12.00%,(11.90%),(31.08%),
Interest on Long-Term Debt,,,,163.40%,
