Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Total Interest and Dividend Income,5.72%,11.98%,(4.79%),(29.42%),(32.15%)
Total Interest Expense,27.65%,23.55%,(7.49%),(39.26%),(51.15%)
Net Interest Income,(23.32%),(13.52%),3.72%,(1.79%),21.27%
Loan Servicing Revenue,(4.61%),(5.52%),(12.41%),(10.83%),(11.44%)
Gain (Loss) On Sale Of Loans & Receiv.,,,,,0.00%
Other Revenue,26.44%,(15.27%),10.09%,(47.56%),36.99%
Revenue Before Loan Losses,(12.37%),(13.03%),3.80%,(15.43%),22.98%
Provision For Loan Losses,(0.70%),(13.15%),(30.27%),(39.92%),
Total Revenues,(14.76%),(13.00%),11.91%,(11.80%),48.25%
Salaries and Other Empl. Benefits,3.80%,(2.31%),(3.75%),1.84%,7.85%
Amortization of Goodwill and Intangible Assets,(20.69%),104.35%,(44.68%),(15.38%),(8.33%)
Other Operating Expenses,(0.89%),6.71%,3.98%,(5.85%),(9.09%)
Total Operating Expenses,0.92%,4.25%,(2.04%),(2.38%),(0.90%)
Operating Income,(28.55%),(34.42%),39.46%,(24.86%),157.30%
"EBT, Excl. Unusual Items",(28.55%),(34.42%),39.46%,(24.86%),157.30%
Other Unusual Items,,,136.84%,,
"EBT, Incl. Unusual Items",(31.05%),(30.89%),44.51%,(30.28%),145.09%
Income Tax Expense,10.54%,(71.82%),24.81%,(27.71%),146.67%
Earnings From Continuing Operations,(57.12%),35.27%,51.14%,(30.99%),144.63%
Net Income to Company,(57.12%),35.27%,51.14%,(30.99%),144.63%
Net Income,(57.12%),35.27%,51.14%,(30.99%),144.63%
NI to Common Incl Extra Items,(57.12%),35.27%,51.14%,(30.99%),144.63%
NI to Common Excl. Extra Items,(57.12%),35.27%,51.14%,(30.99%),144.63%
Revenue Per Share,(2.10%),(7.96%),26.57%,5.07%,72.01%
Basic EPS,(50.84%),43.32%,70.77%,(17.90%),183.83%
Basic EPS - Continuing Ops,(50.84%),43.32%,70.77%,(17.90%),183.83%
Basic Weighted Average Shares Outst.,(12.97%),(5.45%),(11.54%),(16.09%),(13.81%)
Diluted EPS,(50.94%),43.27%,71.81%,(17.19%),184.20%
Diluted EPS - Continuing Ops,(50.94%),43.27%,71.81%,(17.19%),184.20%
Diluted Weighted Average Shares Outst.,(12.73%),(6.05%),(11.74%),(16.31%),(13.56%)
Normalized Basic EPS,(17.77%),(30.67%),58.26%,(10.54%),198.54%
Normalized Diluted EPS,(18.03%),(30.18%),57.48%,(10.09%),197.66%
Dividend Per Share,0.00%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,104.18%,(30.27%),(41.42%),21.26%,(64.42%)
Effective Tax Rate,60.30%,(59.23%),(13.63%),3.66%,0.65%
Normalized Net Income,(28.55%),(34.42%),39.46%,(24.86%),157.30%
Interest Capitalized,(7.68%),(6.11%),(12.06%),(9.81%),
