Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,18.82%,10.80%,7.58%,(13.93%),(16.83%)
Total Revenues,18.82%,10.80%,7.58%,(13.93%),(16.83%)
Cost Of Revenues,16.82%,(17.93%),7.84%,(8.37%),(15.05%)
Gross Profit,19.01%,13.40%,7.56%,(14.29%),(16.95%)
Selling General & Admin Expenses,13.81%,10.45%,5.40%,(10.84%),(19.68%)
R&D Expenses,26.88%,20.78%,8.53%,0.92%,(2.52%)
Depreciation & Amortization,16.56%,3.91%,15.30%,2.54%,3.00%
Total Operating Expenses,16.73%,12.48%,6.67%,(7.16%),(14.17%)
Operating Income,"1,057.70%",55.88%,37.12%,,
Interest And Investment Income,142.98%,229.53%,(3.45%),(82.95%),(79.45%)
Net Interest Expenses,142.98%,229.53%,(3.45%),(82.95%),(79.45%)
Currency Exchange Gains (Loss),,,,(25.93%),
Other Non Operating Income (Expenses),187.59%,(10.07%),140.27%,52.83%,
"EBT, Excl. Unusual Items",586.39%,86.27%,24.40%,,
"EBT, Incl. Unusual Items",,(78.31%),24.40%,,
Income Tax Expense,"2,173.72%",,,,
Earnings From Continuing Operations,,(63.82%),(26.14%),,
Net Income to Company,,(63.82%),(26.14%),,
Net Income,,(63.82%),(26.14%),,
NI to Common Incl Extra Items,,(63.82%),(26.14%),,
NI to Common Excl. Extra Items,,(63.82%),(26.14%),,
Revenue Per Share,12.36%,8.16%,20.48%,(12.01%),(18.92%)
Basic EPS,,(64.58%),(17.00%),,
Basic EPS - Continuing Ops,,(64.58%),(17.00%),,
Basic Weighted Average Shares Outst.,5.72%,2.42%,(10.70%),(2.17%),2.58%
Diluted EPS,,(64.77%),(16.13%),,
Diluted EPS - Continuing Ops,,(64.77%),(16.13%),,
Diluted Weighted Average Shares Outst.,12.93%,1.77%,(12.11%),(6.37%),(0.88%)
Normalized Basic EPS,448.32%,86.99%,38.93%,,
Normalized Diluted EPS,413.29%,87.91%,42.48%,,
EBITDA,67.93%,20.90%,22.06%,,(79.02%)
EBITA,181.88%,26.64%,32.02%,,
EBIT,"1,057.70%",55.88%,37.12%,,
EBITDAR,36.44%,20.68%,10.65%,(66.63%),
Effective Tax Rate,,,,150.28%,"14,295.46%"
Normalized Net Income,586.39%,86.27%,24.40%,,
R&D Expense From Footnotes,27.60%,20.17%,10.77%,1.92%,(0.62%)
Foreign Sales,(5.02%),(6.23%),5.64%,(30.94%),
