Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7.72%,15.58%,6.08%,(5.67%),(4.79%)
Total Revenues,7.72%,15.58%,6.08%,(5.67%),(4.79%)
Cost Of Revenues,10.49%,16.83%,8.06%,(5.78%),(6.74%)
Gross Profit,(1.96%),10.64%,(2.15%),(5.15%),4.72%
Selling General & Admin Expenses,4.68%,(1.86%),12.94%,(6.52%),(3.59%)
Other Operating Expense/(Income),64.05%,26.18%,27.34%,1.16%,(34.82%)
Total Operating Expenses,7.72%,0.33%,14.36%,(5.68%),(7.41%)
Operating Income,(15.64%),29.24%,(25.28%),(4.02%),35.46%
Interest Expense,-4.04%,(27.22%),(33.74%),(8.27%),(1.96%)
Net Interest Expenses,-4.04%,(27.22%),(33.74%),(8.27%),(1.96%)
Currency Exchange Gains (Loss),(46.84%),,,,0.00%
Other Non Operating Income (Expenses),(6.91%),60.76%,(52.17%),34.98%,
"EBT, Excl. Unusual Items",(19.18%),30.19%,(46.76%),(14.43%),106.08%
"EBT, Incl. Unusual Items",(27.21%),31.38%,,(208.39%),
Income Tax Expense,,,,-3.34%,
Earnings From Continuing Operations,171.50%,(60.16%),,(381.25%),
Earnings Of Discontinued Operations,-78.87%,(405.25%),-50.71%,(801.05%),(904.68%)
Net Income to Company,173.56%,(60.45%),,(400.82%),
Net Income,173.56%,(60.45%),,(400.82%),
Preferred Dividend and Other Adjustments,208.08%,(59.98%),(56.36%),14.13%,62.18%
NI to Common Incl Extra Items,173.45%,(60.45%),,(393.77%),
NI to Common Excl. Extra Items,171.38%,(60.16%),,(374.24%),
Revenue Per Share,8.54%,16.07%,6.17%,(5.69%),(4.88%)
Basic EPS,175.33%,(60.29%),,(398.85%),
Basic EPS - Continuing Ops,173.30%,(59.99%),,(377.50%),
Basic Weighted Average Shares Outst.,(0.76%),(0.42%),(0.08%),0.03%,0.09%
Diluted EPS,175.59%,(60.19%),,(399.11%),
Diluted EPS - Continuing Ops,173.54%,(59.90%),,(377.78%),
Diluted Weighted Average Shares Outst.,(0.70%),(0.55%),(0.66%),0.03%,0.62%
Normalized Basic EPS,(18.52%),30.74%,(46.72%),(14.50%),105.89%
Normalized Diluted EPS,(18.66%),30.83%,(46.36%),(14.50%),104.81%
Dividend Per Share,5.88%,17.78%,3.77%,1.82%,0.90%
Payout Ratio,(61.53%),195.30%,,,
EBITDA,(3.12%),15.77%,6.63%,5.30%,7.57%
EBITA,(15.49%),29.29%,(24.98%),(3.95%),28.41%
EBIT,(15.64%),29.24%,(25.28%),(4.02%),35.46%
EBITDAR,(5.82%),15.92%,6.87%,4.71%,
Effective Tax Rate,,,70.70%,,(55.89%)
Normalized Net Income,(19.18%),30.19%,(46.76%),(14.43%),106.08%
Interest on Long-Term Debt,,"7,788.46%",33.74%,8.27%,
Foreign Sales,4.93%,7.12%,2.03%,(11.84%),
