Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,225.3,364.2,536.6,452.1,430.6,437.5
Other Revenue,7.8,26.4,75.2,136.2,158.6,154.6
Total Revenues,260.5,408.3,628.5,603.0,601.1,604.1
Property Expenses,5.7,17.9,49.5,108.5,127.3,129.2
Selling General & Admin Exp.,17.7,26.9,35.0,30.3,32.2,32.3
Depreciation & Amortization,68.5,113.9,191.4,175.8,176.7,176.9
Total Operating Expenses,97.4,175.8,315.0,315.8,338.0,341.7
Operating Income,163.1,232.5,313.5,287.2,263.1,262.5
Total Interest Expense,(64.1),(88.4),(147.1),(126.6),(100.5),(99.3)
Net Interest Expenses,(64.1),(88.4),(147.1),(126.6),(100.5),(99.3)
Other Non Operating Income,8.1,0.5,4.4,(0.0),0.1,(2.1)
"EBT, Excl. Unusual Items",107.1,144.6,170.9,160.5,162.6,159.8
Gain (Loss) on Sale of Assets,(5.8),52.0,128.2,2.3,2.9,4.4
Asset Writedown,(29.8),(1.3),(1.4),(127.5),(4.0),(4.0)
Other Unusual Items,1.0,(0.6),(2.9),50.6,(4.8),(5.6)
"EBT, Incl. Unusual Items",71.3,159.0,282.1,72.4,139.1,137.0
Income Tax Expense,1.0,0.7,3.0,3.4,0.7,0.4
Earnings From Continuing Operations,70.2,158.4,279.1,69.0,138.4,136.6
Net Income to Company,70.2,158.4,279.1,69.0,138.4,136.6
Minority Interest,0.1,0.0,(0.0),(0.0),,
Net Income,70.3,158.4,279.1,69.0,138.4,136.6
Pref. Dividends and Other Adj.,10.2,10.2,9.8,,,
NI to Common Incl Extra Items,60.0,148.1,269.3,69.0,138.4,136.6
NI to Common Excl. Extra Items,60.0,148.1,269.3,69.0,138.4,136.6
Revenue Per Share,$3.99,$3.87,$3.52,$3.22,$2.91,$2.91
Basic EPS,$0.92,$1.40,$1.51,$0.37,$0.67,$0.66
Basic EPS - Continuing Ops,$0.92,$1.40,$1.51,$0.37,$0.67,$0.66
Basic Weighted Average Shares Outst.,65.3,105.6,178.3,187.2,206.2,207.7
Diluted EPS,$0.92,$1.40,$1.51,$0.37,$0.67,$0.66
Diluted EPS - Continuing Ops,$0.92,$1.40,$1.51,$0.37,$0.67,$0.66
Diluted Weighted Average Shares Outst.,65.5,105.8,178.7,188.1,207.3,208.9
Normalized Basic EPS,$1.03,$0.86,$0.60,$0.54,$0.49,$0.48
Normalized Diluted EPS,$1.02,$0.85,$0.60,$0.53,$0.49,$0.48
Dividend Per Share,$1.67,$1.73,$1.80,$1.80,$1.35,$0.90
Payout Ratio,169.71%,114.97%,116.53%,486.17%,201.06%,182.32%
FFO,164.4,211.3,355.0,393.3,346.5,346.5
FFO Payout Ratio %,,,,85.29%,80.31%,71.89%
AFFO,161.5,242.3,379.0,392.8,361.2,
Funds Available for Distribution,161.5,242.3,379.0,392.8,361.2,
FFO Per Share (Diluted),$2.51,$2.00,$1.99,$2.09,$1.67,
FFO Shares (Diluted),65.5,105.8,178.7,188.1,207.3,
Adjusted FFO Per Share (Diluted),$2.45,$2.28,$2.11,$2.08,$1.74,
EBITDA,231.6,345.5,512.6,462.5,439.0,438.6
EBITA,166.3,243.4,337.4,298.6,272.9,272.2
EBIT,163.1,232.5,313.5,287.2,263.1,262.5
Effective Tax Rate,1.5%,0.4%,1.1%,4.7%,0.5%,0.3%
Normalized Net Income,67.0,90.4,106.8,100.3,101.6,99.9
Interest on Long-Term Debt,65.4,89.0,148.0,132.4,100.9,
