Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2004.1,1903.0,2207.3,2299.5,2937.8,2937.8
Total Revenues,2004.1,1903.0,2207.3,2299.5,2937.8,2937.8
Cost Of Revenues,784.1,933.7,1065.9,1223.6,1502.7,1502.7
Gross Profit,1220.0,969.3,1141.3,1075.9,1435.1,1435.1
Selling General & Admin Expenses,397.4,349.0,363.5,372.0,405.5,405.5
Depreciation & Amortization,55.4,55.1,55.9,60.5,66.9,66.9
Total Operating Expenses,476.0,425.7,450.3,482.7,540.1,540.1
Operating Income,744.1,543.7,691.1,593.2,895.0,895.0
Interest Expense,(232.0),(210.3),(192.1),(205.5),(210.3),(210.3)
Net Interest Expenses,(232.0),(210.3),(192.1),(205.5),(210.3),(210.3)
Other Non Operating Income (Expenses),5.2,(22.8),(6.3),6.7,(1.0),(1.0)
"EBT, Excl. Unusual Items",513.8,320.9,506.5,404.6,694.1,694.1
"EBT, Incl. Unusual Items",449.3,310.7,508.7,375.7,637.1,637.1
Income Tax Expense,140.2,(137.2),107.4,89.4,154.3,154.3
Earnings From Continuing Operations,309.1,448.0,401.3,286.2,482.8,482.8
Earnings Of Discontinued Operations,127.6,(174.2),4.3,,,
Net Income to Company,436.7,273.7,405.7,286.2,482.8,482.8
Minority Interest,,,,,0.0,0.0
Net Income,436.7,273.7,405.7,286.2,482.8,482.8
Preferred Dividend and Other Adjustments,,,,,0.9,0.9
NI to Common Incl Extra Items,436.7,273.7,405.7,286.2,481.8,481.8
NI to Common Excl. Extra Items,309.1,448.0,401.3,286.2,481.8,481.8
Revenue Per Share,$9.26,$8.83,$10.21,$10.59,$13.40,$13.40
Basic EPS,$2.02,$1.27,$1.88,$1.32,$2.20,$2.20
Basic EPS - Continuing Ops,$1.43,$2.08,$1.86,$1.32,$2.20,$2.20
Basic Weighted Average Shares Outst.,216.4,215.6,216.2,217.1,219.2,219.2
Diluted EPS,$1.99,$1.26,$1.87,$1.31,$2.19,$2.19
Diluted EPS - Continuing Ops,$1.41,$2.06,$1.85,$1.31,$2.19,$2.19
Diluted Weighted Average Shares Outst.,219.7,217.5,216.6,218.0,219.7,219.7
Normalized Basic EPS,$1.48,$0.93,$1.46,$1.16,$1.98,$1.98
Normalized Diluted EPS,$1.46,$0.92,$1.46,$1.16,$1.97,$1.97
Dividend Per Share,$0.56,$0.35,$0.28,$0.28,$0.28,$0.28
Payout Ratio,27.85%,32.94%,14.86%,21.18%,15.84%,15.84%
EBITDA,822.7,620.3,777.9,703.9,1029.6,1029.6
EBITA,767.3,565.2,721.9,643.3,962.7,962.7
EBIT,744.1,543.7,691.1,593.2,895.0,895.0
EBITDAR,847.3,641.3,796.4,717.8,1047.6,1047.6
Effective Tax Rate,31.2%,NM,21.1%,23.8%,24.2%,24.2%
Normalized Net Income,321.1,200.6,316.6,252.9,433.8,433.8
Interest on Long-Term Debt,232.0,210.3,192.1,205.5,210.3,210.3
