Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1770.7,2214.4,2970.7,2838.4,2171.4,2024.3
Total Revenues,1770.7,2214.4,2970.7,2838.4,2171.4,2024.3
Cost Of Revenues,1124.7,1558.1,2160.9,2065.6,1510.8,1420.3
Gross Profit,646.0,656.3,809.8,772.8,660.6,604.0
Selling General & Admin Expenses,175.6,219.8,293.8,268.7,250.4,247.9
Depreciation & Amortization,200.9,202.9,225.0,219.6,219.9,219.0
Other Operating Expense/(Income),22.7,29.2,39.3,41.9,42.0,38.9
Total Operating Expenses,399.2,451.9,558.0,530.3,512.3,505.8
Operating Income,246.8,204.4,251.7,242.5,148.3,98.3
Interest Expense,(17.7),(21.5),(46.9),(56.0),(48.7),(46.9)
Net Interest Expenses,(17.7),(21.5),(46.9),(56.0),(48.7),(46.9)
Other Non Operating Income (Expenses),(0.3),(0.1),1.2,0.3,2.0,3.0
"EBT, Excl. Unusual Items",229.3,183.2,206.1,186.9,101.5,54.4
"EBT, Incl. Unusual Items",227.7,73.0,114.2,189.8,(461.4),54.4
Income Tax Expense,84.9,(240.9),35.1,46.8,(189.8),(17.8)
Earnings From Continuing Operations,142.8,313.9,79.1,143.0,(271.6),72.3
Net Income to Company,142.8,313.9,79.1,143.0,(271.6),72.3
Minority Interest,(1.4),(0.7),(0.6),(0.7),(1.0),(0.9)
Net Income,141.4,313.2,78.5,142.3,(272.5),71.3
Preferred Dividend and Other Adjustments,1.0,2.2,0.3,0.4,,
NI to Common Incl Extra Items,140.4,311.0,78.1,142.0,(272.5),71.3
NI to Common Excl. Extra Items,140.4,311.0,78.1,142.0,(272.5),71.3
Revenue Per Share,$33.13,$40.04,$49.88,$47.50,$36.24,$33.77
Basic EPS,$2.63,$5.62,$1.31,$2.38,($4.55),$1.19
Basic EPS - Continuing Ops,$2.63,$5.62,$1.31,$2.38,($4.55),$1.19
Basic Weighted Average Shares Outst.,53.5,55.3,59.6,59.8,59.9,59.9
Diluted EPS,$2.62,$5.62,$1.31,$2.37,($4.55),$1.19
Diluted EPS - Continuing Ops,$2.62,$5.62,$1.31,$2.37,($4.55),$1.19
Diluted Weighted Average Shares Outst.,53.5,55.4,59.7,59.9,59.9,59.9
Normalized Basic EPS,$2.65,$2.06,$2.15,$1.94,$1.04,$0.55
Normalized Diluted EPS,$2.65,$2.06,$2.15,$1.94,$1.04,$0.55
EBITDA,447.7,407.3,476.7,462.2,368.2,317.4
EBITA,246.8,215.7,268.5,257.6,157.5,98.3
EBIT,246.8,204.4,251.7,242.5,148.3,98.3
EBITDAR,610.3,,,534.5,437.8,
Effective Tax Rate,37.3%,NM,30.7%,24.7%,NM,NM
Normalized Net Income,141.9,113.8,128.2,116.1,62.5,33.1
Interest Capitalized,3.0,1.7,2.2,1.0,,
Interest on Long-Term Debt,20.7,23.2,49.1,57.0,48.7,
