Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1538.9,1680.3,1754.3,1734.9,1696.9,1793.2
Total Revenues,1538.9,1680.3,1754.3,1734.9,1696.9,1793.2
Fuel & Purchased Power,499.1,563.3,625.6,570.8,490.6,595.8
Operations And Maintenance,415.7,447.0,469.3,482.4,486.1,491.2
Depreciation & Amortization,175.5,188.2,196.3,209.1,224.5,225.4
Other Operating Expenses,112.4,65.0,69.2,65.2,64.7,64.7
Total Operating Expenses,1202.7,1263.5,1360.4,1329.1,1266.8,1378.0
Operating Income,336.2,416.7,393.9,405.8,430.2,415.3
"Interest Expense, Total",(139.1),(140.5),(141.6),(139.3),(144.9),(147.0)
Interest and Investment Income,1.4,1.0,1.6,1.6,1.5,1.5
Net Interest Expenses,(137.7),(139.5),(140.0),(137.7),(143.5),(145.6)
Allow. For Equity Funds Used For Const.,3.3,2.3,,,,
Allow. For Borrowed Funds Used For Const.,3.0,2.4,,,,
Other Non-Operating Inc. (Exp.),1.1,(0.2),2.0,(5.5),0.7,(1.5)
"EBT, Excl. Unusual Items",205.9,281.7,255.9,262.6,287.3,268.1
Other Unusual Items,,,,,(4.8),(4.8)
"EBT, Incl. Unusual Items",205.9,281.7,255.9,242.9,275.7,263.4
Income Tax Expense,59.1,73.4,(23.7),29.6,32.9,17.4
Earnings From Continuing Operations,146.8,208.4,279.5,213.3,242.8,246.0
Earnings Of Discontinued Operations,(64.2),(17.1),(6.9),,,
Net Income to Company,82.6,191.3,272.7,213.3,242.8,246.0
Minority Interest,(9.7),(14.2),(14.2),(14.0),(15.2),(15.3)
Net Income,73.0,177.0,258.4,199.3,227.6,230.7
NI to Common Incl Extra Items,73.0,177.0,258.4,199.3,227.6,230.7
NI to Common Excl. Extra Items,137.1,194.1,265.3,199.3,227.6,230.7
Revenue Per Share,$29.64,$31.57,$32.24,$28.60,$27.20,$28.65
Basic EPS,$1.41,$3.33,$4.75,$3.29,$3.65,$3.69
Basic EPS - Continuing Ops,$2.64,$3.65,$4.88,$3.29,$3.65,$3.69
Basic Weighted Average Shares Outst.,51.9,53.2,54.4,60.7,62.4,62.6
Diluted EPS,$1.37,$3.21,$4.66,$3.28,$3.65,$3.69
Diluted EPS - Continuing Ops,$2.57,$3.52,$4.78,$3.28,$3.65,$3.69
Diluted Weighted Average Shares Outst.,53.3,55.1,55.5,60.8,62.4,62.6
Normalized Basic EPS,$2.29,$3.04,$2.68,$2.48,$2.64,$2.43
Normalized Diluted EPS,$2.23,$2.94,$2.63,$2.47,$2.63,$2.43
Dividend Per Share,$1.68,$1.81,$1.93,$2.05,$2.17,$2.20
Payout Ratio,120.01%,54.65%,41.24%,62.54%,59.51%,
EBITDA,511.7,605.0,590.2,614.9,654.6,639.4
EBITA,336.7,417.6,394.7,409.6,434.2,415.3
EBIT,336.2,416.7,393.9,405.8,430.2,415.3
EBITDAR,521.3,,,616.4,655.6,
Effective Tax Rate,28.7%,26.0%,NM,12.2%,11.9%,6.6%
Normalized Net Income,119.0,161.8,145.7,150.1,164.4,152.3
Interest Capitalized,3.0,2.4,,,,
Interest on Long-Term Debt,139.1,140.5,141.6,139.3,144.9,
