Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,977.51%,179.16%,74.67%,32.71%,17.89%
Total Revenues,977.51%,179.16%,74.67%,32.71%,17.89%
Cost Of Revenues,159.28%,72.65%,29.06%,37.46%,24.81%
Gross Profit,,323.81%,99.90%,31.01%,15.48%
Selling General & Admin Expenses,149.56%,46.49%,42.27%,22.37%,15.65%
Total Operating Expenses,34.34%,46.49%,42.27%,22.37%,19.52%
Operating Income,-31.22%,,444.71%,44.53%,9.78%
Interest Expense,,(56.23%),(4.92%),(2.50%),-3.91%
Interest And Investment Income,(14.89%),85.81%,23.87%,(34.38%),(51.84%)
Net Interest Expenses,,(34.16%),-14.67%,(57.81%),(67.52%)
"EBT, Excl. Unusual Items",-18.19%,,703.76%,43.73%,6.91%
"EBT, Incl. Unusual Items",(1.03%),,113.30%,129.46%,(49.48%)
Income Tax Expense,,,"1,257.14%",,
Earnings From Continuing Operations,(1.03%),,75.36%,"1,000.81%",127.75%
Net Income to Company,(1.03%),,75.36%,"1,000.81%",127.75%
Net Income,(1.03%),,75.36%,"1,000.81%",127.75%
NI to Common Incl Extra Items,(1.03%),,75.36%,"1,000.81%",127.75%
NI to Common Excl. Extra Items,(1.03%),,75.36%,"1,000.81%",127.75%
Revenue Per Share,979.30%,173.35%,72.07%,30.63%,16.00%
Basic EPS,-0.73%,,75.62%,993.72%,124.10%
Basic EPS - Continuing Ops,-0.73%,,75.62%,993.72%,124.10%
Basic Weighted Average Shares Outst.,1.59%,2.40%,1.55%,1.64%,1.63%
Diluted EPS,-0.61%,,77.27%,966.67%,124.48%
Diluted EPS - Continuing Ops,-0.61%,,77.27%,966.67%,124.48%
Diluted Weighted Average Shares Outst.,1.59%,8.30%,0.31%,2.19%,0.92%
Normalized Basic EPS,-19.34%,,710.44%,41.30%,5.20%
Normalized Diluted EPS,-19.34%,,721.35%,40.27%,5.94%
EBITDA,-32.18%,,413.16%,43.63%,9.88%
EBITA,-31.22%,,444.71%,44.53%,9.78%
EBIT,-31.22%,,444.71%,44.53%,9.78%
EBITDAR,,,,43.00%,
Effective Tax Rate,,,536.45%,,
Normalized Net Income,-18.19%,,703.76%,43.73%,6.91%
R&D Expense From Footnotes,29.20%,31.83%,120.61%,24.05%,73.56%
