Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,529.5,766.1,806.3,725.6,811.0,882.8
Total Revenues,529.5,766.1,806.3,725.6,811.0,882.8
Cost Of Revenues,131.1,187.3,206.1,189.8,206.4,219.3
Gross Profit,398.4,578.8,600.3,535.9,604.6,663.5
Selling General & Admin Expenses,166.1,220.7,262.7,273.8,267.6,270.9
R&D Expenses,78.3,99.2,116.4,119.4,131.0,129.1
Total Operating Expenses,244.4,319.9,379.1,393.3,398.6,400.0
Operating Income,154.1,258.9,221.1,142.6,206.0,263.5
Interest And Investment Income,7.0,9.5,14.7,19.7,13.0,9.3
Net Interest Expenses,7.0,9.5,14.7,19.7,13.0,9.3
Currency Exchange Gains (Loss),0.1,(1.6),(1.1),(0.5),3.7,5.7
Other Non Operating Income (Expenses),0.4,(0.4),(0.2),(0.2),(0.4),(0.4)
"EBT, Excl. Unusual Items",161.6,266.4,234.6,161.6,222.3,278.1
"EBT, Incl. Unusual Items",162.1,266.5,234.6,163.0,186.9,242.7
Income Tax Expense,18.1,89.8,15.3,(40.9),10.7,17.2
Earnings From Continuing Operations,143.9,176.7,219.3,203.9,176.2,225.6
Earnings Of Discontinued Operations,(0.3),,,,,
Net Income to Company,143.7,176.7,219.3,203.9,176.2,225.6
Net Income,143.7,176.7,219.3,203.9,176.2,225.6
NI to Common Incl Extra Items,143.7,176.7,219.3,203.9,176.2,225.6
NI to Common Excl. Extra Items,143.9,176.7,219.3,203.9,176.2,225.6
Revenue Per Share,$3.10,$4.42,$4.68,$4.24,$4.67,$5.06
Basic EPS,$0.84,$1.02,$1.27,$1.19,$1.02,$1.29
Basic EPS - Continuing Ops,$0.84,$1.02,$1.27,$1.19,$1.02,$1.29
Basic Weighted Average Shares Outst.,170.7,173.3,172.3,171.2,173.5,174.5
Diluted EPS,$0.83,$0.98,$1.24,$1.16,$1.00,$1.27
Diluted EPS - Continuing Ops,$0.83,$0.98,$1.24,$1.16,$1.00,$1.27
Diluted Weighted Average Shares Outst.,174.1,179.6,177.4,175.3,176.6,177.7
Normalized Basic EPS,$0.59,$0.96,$0.85,$0.59,$0.80,$1.00
Normalized Diluted EPS,$0.58,$0.93,$0.83,$0.58,$0.79,$0.98
Dividend Per Share,$0.15,$0.17,$0.19,$0.21,$0.23,$0.23
Payout Ratio,17.55%,16.43%,14.53%,17.23%,22.18%,17.81%
EBITDA,169.1,275.9,242.7,167.5,232.5,288.2
EBITA,157.5,262.2,224.2,146.0,210.4,267.4
EBIT,154.1,258.9,221.1,142.6,206.0,263.5
EBITDAR,175.2,282.6,250.9,174.4,240.7,
Effective Tax Rate,11.2%,33.7%,6.5%,NM,5.7%,7.1%
Normalized Net Income,101.0,166.5,146.6,101.0,138.9,173.8
R&D Expense From Footnotes,78.3,99.2,116.4,119.4,131.0,129.1
Foreign Sales,387.1,585.8,574.6,477.9,530.8,
