Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,716.1,850.8,942.8,1014.2,872.9,855.1
Total Revenues,716.1,850.8,942.8,1014.2,872.9,855.1
Cost Of Revenues,60.4,70.5,57.9,62.4,57.2,55.2
Gross Profit,655.7,780.3,884.9,951.8,815.7,799.9
Selling General & Admin Expenses,480.4,546.7,603.9,636.5,567.5,531.4
R&D Expenses,138.5,175.8,212.3,230.4,232.6,233.4
Depreciation & Amortization,35.3,41.2,42.8,49.4,50.6,51.3
Total Operating Expenses,654.3,763.7,859.0,916.3,850.7,816.2
Operating Income,1.4,16.6,25.9,35.5,(34.9),(16.3)
Interest And Investment Income,1.7,4.2,13.8,13.3,2.3,2.3
Net Interest Expenses,1.7,4.2,13.8,13.3,2.3,2.3
Currency Exchange Gains (Loss),(0.2),0.3,(0.1),0.0,0.0,0.0
Other Non Operating Income (Expenses),0.1,0.4,0.4,0.9,1.4,(0.3)
"EBT, Excl. Unusual Items",3.1,21.5,40.0,49.8,(31.3),(14.3)
"EBT, Incl. Unusual Items",(0.3),184.5,40.0,49.8,(35.1),(18.2)
Income Tax Expense,1.4,31.5,(15.3),8.9,(15.7),(8.5)
Earnings From Continuing Operations,(1.7),153.0,55.4,40.9,(19.4),(9.7)
Net Income to Company,(1.7),153.0,55.4,40.9,(19.4),(9.7)
Net Income,(1.7),153.0,55.4,40.9,(19.4),(9.7)
NI to Common Incl Extra Items,(1.7),153.0,55.4,40.9,(19.4),(9.7)
NI to Common Excl. Extra Items,(1.7),153.0,55.4,40.9,(19.4),(9.7)
Revenue Per Share,$9.28,$10.43,$11.28,$13.59,$11.96,$11.57
Basic EPS,($0.02),$1.87,$0.66,$0.55,($0.27),($0.13)
Basic EPS - Continuing Ops,($0.02),$1.87,$0.66,$0.55,($0.27),($0.13)
Basic Weighted Average Shares Outst.,77.2,81.6,83.6,74.6,73.0,73.9
Diluted EPS,($0.02),$1.76,$0.62,$0.52,($0.27),($0.14)
Diluted EPS - Continuing Ops,($0.02),$1.76,$0.62,$0.52,($0.27),($0.14)
Diluted Weighted Average Shares Outst.,77.2,87.2,88.7,78.0,73.0,73.9
Normalized Basic EPS,$0.03,$0.16,$0.30,$0.42,($0.27),($0.12)
Normalized Diluted EPS,$0.03,$0.15,$0.28,$0.40,($0.27),($0.12)
EBITDA,24.5,41.1,49.7,60.7,(11.4),7.9
EBITA,8.2,23.2,29.4,38.8,(32.3),(13.7)
EBIT,1.4,16.6,25.9,35.5,(34.9),(16.3)
EBITDAR,61.3,83.6,100.9,111.6,37.3,
Effective Tax Rate,NM,17.1%,NM,17.9%,NM,NM
Normalized Net Income,2.0,13.4,25.0,31.1,(19.5),(8.9)
R&D Expense From Footnotes,150.8,192.5,231.3,256.2,261.2,262.0
Foreign Sales,14.8,14.1,13.2,13.9,9.6,
