Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,22.38%,15.05%,68.94%,18.39%,13.28%
Total Interest And Dividend Income,2.22%,36.68%,57.13%,(16.54%),(24.28%)
Gain (Loss) on Sale of Investments,23.64%,,,98.17%,339.15%
Other Revenues,15.22%,40.11%,25.90%,(35.96%),(29.81%)
Total Revenues,20.18%,(0.27%),101.57%,22.33%,19.31%
Policy Benefits,250.66%,(39.83%),87.23%,39.46%,31.95%
Policy Acquisition / Underwriting Costs,19.90%,24.82%,76.04%,17.77%,12.42%
Selling General & Admin Expenses,(18.38%),18.34%,25.87%,4.53%,(10.56%)
Total Operating Expenses,129.60%,(26.07%),77.11%,31.19%,23.85%
Operating Income,,,235.62%,(3.31%),(3.39%)
"Interest Expense, Total",(4.86%),(6.51%),(29.52%),-13.47%,-22.45%
Currency Exchange Gains,,,-76.36%,,
"EBT, Excl. Unusual Items",,,287.33%,0.31%,1.02%
Total Merger & Rel. Restruct. Charges,,,,-81.69%,-62.40%
"EBT, Incl. Unusual Items",,,268.40%,2.94%,1.03%
Income Tax Expense,"7,690.29%",,,(83.37%),
Earnings From Continuing Operations,,,253.37%,4.50%,2.42%
Net Income to Company,,,253.37%,4.50%,2.42%
Minority Interest,,,(384.85%),(14.49%),-62.63%
Net Income,,,229.34%,1.82%,40.39%
Pref. Dividends and Other Adj.,(18.57%),41.03%,40.65%,(11.94%),(9.68%)
NI to Common Incl Extra Items,,,260.48%,2.70%,46.41%
NI to Common Excl. Extra Items,,,260.48%,2.70%,46.41%
Revenue Per Share,24.57%,0.03%,85.72%,11.98%,6.61%
Basic EPS,,,232.29%,(6.01%),30.83%
Basic EPS - Continuing Ops,,,232.29%,(6.01%),30.83%
Basic Weighted Average Shares Outst.,(3.53%),(0.31%),8.52%,9.24%,11.91%
Diluted EPS,,,231.77%,(6.02%),30.81%
Diluted EPS - Continuing Ops,,,231.77%,(6.02%),30.81%
Diluted Weighted Average Shares Outst.,(4.10%),(0.25%),8.60%,9.27%,11.95%
Normalized Basic EPS,,,225.94%,(14.18%),64.71%
Normalized Diluted EPS,,,226.57%,(14.24%),64.64%
Dividend Per Share,3.23%,3.13%,3.03%,2.94%,2.92%
Payout Ratio,,,(64.80%),1.55%,(26.40%)
EBITDA,,,235.53%,(1.78%),
EBITA,,,238.45%,(3.36%),(2.23%)
EBIT,,,235.62%,(3.31%),(3.39%)
EBITDAR,,,,(1.65%),
Effective Tax Rate,,,,(83.86%),
Normalized Net Income,,,254.27%,(6.27%),84.32%
Interest on Long-Term Debt,(10.62%),(6.42%),31.01%,(20.83%),
