Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,5.84%,26.14%,18.19%,0.82%,(2.18%)
Total Interest Income,6.17%,27.39%,18.60%,3.16%,(0.72%)
Interest On Deposits,19.13%,83.11%,88.04%,(12.33%),(27.28%)
Total Interest On Borrowings,97.93%,161.15%,(7.18%),(17.53%),(33.15%)
Total Interest Expense,31.04%,100.93%,59.79%,(13.23%),(28.27%)
Net Interest Income,4.54%,21.35%,12.99%,6.31%,4.71%
Service Charges On Deposits,(7.53%),11.50%,3.07%,(17.57%),(26.01%)
Trust Income,1.35%,7.17%,7.90%,5.66%,9.18%
Credit Card Fee,0.90%,6.82%,(3.10%),(1.06%),(0.59%)
Total Mortgage Banking Activities,(22.14%),(20.04%),(15.50%),336.02%,275.18%
Gain (Loss) on Sale of Assets,,,,,(100.00%)
Gain (Loss) on Sale of Invest. & Securities,"1,167.19%",(91.80%),30.83%,(66.67%),350.00%
Total Other Non Interest Income,1.92%,9.16%,0.19%,(5.05%),(3.93%)
Total Non Interest Income,(2.50%),5.22%,(0.48%),19.89%,18.74%
Revenue Before Loan Losses,1.88%,15.52%,8.56%,10.41%,9.00%
Provision For Loan Losses,(25.00%),50.00%,(66.67%),"5,633.33%",(14.89%)
Total Revenues,2.03%,15.38%,8.96%,1.33%,10.23%
Salaries And Other Employee Benefits,(0.57%),13.49%,8.06%,5.22%,(0.27%)
Occupancy Expense,24.41%,11.03%,5.31%,7.33%,4.90%
Total Selling General & Admin Expenses,(19.67%),18.95%,18.26%,3.29%,7.15%
Total Other Non Interest Expense,(8.08%),13.41%,4.11%,3.43%,0.14%
Total Non Interest Expense,(2.10%),13.39%,7.16%,4.38%,0.50%
"EBT, Excl. Unusual Items",12.38%,19.74%,12.66%,(4.68%),32.09%
"EBT, Incl. Unusual Items",17.91%,14.46%,12.97%,(4.00%),37.68%
Income Tax Expense,23.34%,(44.26%),48.96%,(8.83%),36.89%
Earnings From Continuing Operations,15.30%,44.62%,5.85%,(2.65%),37.90%
Net Income to Company,15.30%,44.62%,5.85%,(2.65%),37.90%
Net Income,15.30%,44.62%,5.85%,(2.65%),37.90%
Preferred Dividend and Other Adjustments,,,,,300.00%
Net Income to Common Incl Extra Items,15.30%,44.62%,5.85%,(6.70%),34.86%
Net Income to Common Excl. Extra Items,15.30%,44.62%,5.85%,(6.70%),34.86%
Revenue Per Share,4.97%,6.78%,6.19%,(0.13%),10.37%
Basic EPS,18.54%,33.91%,3.03%,(8.16%),35.03%
Basic EPS - Continuing Ops,18.54%,33.91%,3.03%,(8.16%),35.03%
Basic Weighted Average Shares Outst.,(2.82%),8.09%,2.57%,1.49%,(0.13%)
Diluted EPS,18.44%,33.53%,3.14%,(7.83%),35.49%
Diluted EPS - Continuing Ops,18.44%,33.53%,3.14%,(7.83%),35.49%
Diluted Weighted Average Shares Outst.,(2.86%),8.04%,2.70%,1.47%,(0.26%)
Normalized Basic EPS,15.75%,10.48%,9.64%,(6.10%),32.25%
Normalized Diluted EPS,15.50%,10.99%,9.93%,(5.87%),32.43%
Dividend Per Share,17.78%,16.98%,14.52%,4.93%,3.45%
Payout Ratio,(0.89%),(12.00%),11.68%,21.34%,
Effective Tax Rate,4.63%,(51.30%),31.88%,(5.05%),(0.57%)
Normalized Net Income,12.38%,19.74%,12.66%,(4.68%),32.09%
Interest on Long-Term Debt,(17.02%),(61.81%),43.82%,661.11%,
