Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(22.41%),4.66%,19.77%,(33.47%),(40.87%)
Total Revenues,(22.41%),4.66%,19.77%,(33.47%),(40.87%)
Cost Of Revenues,(23.22%),9.22%,22.02%,(36.24%),(44.54%)
Gross Profit,(20.01%),(8.34%),12.12%,(23.21%),(27.03%)
Selling General & Admin Expenses,7.68%,(12.98%),(9.83%),(13.10%),(18.34%)
Total Operating Expenses,7.68%,(12.98%),(9.83%),(13.10%),(18.34%)
Operating Income,(38.61%),(2.87%),35.29%,(30.32%),(33.47%)
Interest Expense,(1.15%),-2.55%,(23.70%),-1.17%,-9.16%
Interest And Investment Income,96.23%,14.42%,(38.66%),(56.16%),(89.29%)
Net Interest Expenses,-1.70%,-3.57%,(28.14%),(0.70%),-6.13%
Other Non Operating Income (Expenses),,,0.00%,,
"EBT, Excl. Unusual Items",(62.39%),0.18%,46.10%,(72.61%),(79.39%)
"EBT, Incl. Unusual Items",(36.97%),(22.42%),32.39%,,
Income Tax Expense,,,44.37%,,(20.84%)
Earnings From Continuing Operations,200.30%,(82.14%),27.71%,,
Earnings Of Discontinued Operations,(35.98%),(47.68%),,-96.77%,-86.36%
Net Income to Company,95.67%,(77.14%),(16.55%),,
Minority Interest,-47.39%,-65.77%,,"5,160.00%","20,275.00%"
Net Income,104.45%,(77.32%),(13.62%),,
Preferred Dividend and Other Adjustments,63.83%,(81.82%),(35.71%),,0.00%
NI to Common Incl Extra Items,105.60%,(77.22%),(13.23%),,
NI to Common Excl. Extra Items,237.98%,(82.46%),35.64%,,
Revenue Per Share,(22.51%),8.02%,37.35%,(27.91%),(36.44%)
Basic EPS,105.50%,(76.48%),(0.81%),,
Basic EPS - Continuing Ops,238.62%,(81.91%),55.76%,,
Basic Weighted Average Shares Outst.,0.13%,(3.10%),(12.78%),(7.72%),(6.98%)
Diluted EPS,100.99%,(76.34%),(0.41%),,
Diluted EPS - Continuing Ops,231.22%,(81.77%),55.71%,,
Diluted Weighted Average Shares Outst.,2.29%,(3.68%),(13.05%),(8.96%),(8.27%)
Normalized Basic EPS,(64.41%),15.87%,80.69%,13.40%,20.54%
Normalized Diluted EPS,(65.20%),16.97%,82.33%,14.82%,22.24%
Dividend Per Share,13.64%,4.00%,34.62%,11.43%,11.11%
Payout Ratio,(46.76%),370.35%,22.79%,,
EBITDA,(24.50%),2.72%,24.49%,(19.94%),(21.48%)
EBITA,(38.61%),(2.87%),35.29%,(30.32%),(33.47%)
EBIT,(38.61%),(2.87%),35.29%,(30.32%),(33.47%)
EBITDAR,,,,(19.91%),
Effective Tax Rate,,,9.05%,77.14%,
Normalized Net Income,(64.35%),12.88%,56.93%,4.25%,12.13%
