Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,860.7,977.0,1078.8,1136.5,1267.9,1331.9
Total Revenues,860.7,977.0,1078.8,1136.5,1267.9,1331.9
Cost Of Revenues,450.8,533.6,598.5,644.4,691.6,722.9
Gross Profit,409.9,443.4,480.3,492.1,576.4,609.0
Selling General & Admin Expenses,223.2,257.7,268.5,269.8,273.5,285.9
R&D Expenses,46.2,47.6,43.1,47.1,50.8,52.0
Total Operating Expenses,269.5,305.3,311.6,316.9,324.4,338.0
Operating Income,140.4,138.1,168.7,175.2,252.0,271.0
Interest Expense,(1.1),(1.2),(1.1),(2.1),(2.3),(1.6)
Interest And Investment Income,0.6,0.3,0.4,0.4,0.3,0.3
Net Interest Expenses,(0.6),(0.9),(0.6),(1.7),(2.0),(1.3)
Currency Exchange Gains (Loss),(1.7),0.9,0.1,(1.2),(0.8),(0.8)
"EBT, Excl. Unusual Items",138.1,138.1,168.2,172.3,249.2,269.0
"EBT, Incl. Unusual Items",138.9,144.4,172.1,178.4,249.6,269.4
Income Tax Expense,49.2,51.8,45.5,44.4,62.6,68.8
Earnings From Continuing Operations,89.7,92.6,126.6,134.0,187.0,200.6
Net Income to Company,89.7,92.6,126.6,134.0,187.0,200.6
Net Income,89.7,92.6,126.6,134.0,187.0,200.6
NI to Common Incl Extra Items,89.7,92.6,126.6,134.0,187.0,200.6
NI to Common Excl. Extra Items,89.7,92.6,126.6,134.0,187.0,200.6
Revenue Per Share,$17.90,$20.58,$23.34,$25.41,$29.01,$30.60
Basic EPS,$1.87,$1.95,$2.74,$3.00,$4.28,$4.61
Basic EPS - Continuing Ops,$1.87,$1.95,$2.74,$3.00,$4.28,$4.61
Basic Weighted Average Shares Outst.,48.1,47.5,46.2,44.7,43.7,43.5
Diluted EPS,$1.86,$1.94,$2.72,$2.98,$4.27,$4.60
Diluted EPS - Continuing Ops,$1.86,$1.94,$2.72,$2.98,$4.27,$4.60
Diluted Weighted Average Shares Outst.,48.3,47.8,46.5,44.9,43.8,43.7
Normalized Basic EPS,$1.80,$1.82,$2.28,$2.41,$3.56,$3.86
Normalized Diluted EPS,$1.79,$1.81,$2.26,$2.40,$3.55,$3.85
Dividend Per Share,$0.70,$0.81,$0.87,$0.91,$0.92,$0.92
Payout Ratio,36.45%,39.93%,31.50%,30.00%,21.60%,
EBITDA,168.4,171.8,208.1,213.6,290.8,309.8
EBITA,146.5,144.2,174.7,180.7,258.2,271.0
EBIT,140.4,138.1,168.7,175.2,252.0,271.0
EBITDAR,174.3,,,222.9,300.6,
Effective Tax Rate,35.4%,35.9%,26.4%,24.9%,25.1%,25.5%
Normalized Net Income,86.3,86.3,105.1,107.7,155.8,168.1
Interest Capitalized,0.0,0.1,0.2,0.1,0.5,
Interest on Long-Term Debt,,,,0.2,0.5,
R&D Expense From Footnotes,46.2,47.6,43.1,49.1,52.9,54.1
Foreign Sales,158.6,218.8,218.3,214.8,222.4,
