Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,370.6,386.5,704.6,861.0,925.9,955.0
Total Revenues,370.6,386.5,704.6,861.0,925.9,955.0
Cost Of Revenues,198.5,211.8,252.3,321.0,354.4,367.0
Gross Profit,172.1,174.7,452.3,540.0,571.5,588.0
Selling General & Admin Expenses,61.5,63.4,75.7,95.2,92.2,92.8
Depreciation & Amortization,7.4,8.6,9.2,8.4,11.7,13.0
Other Operating Expense/(Income),0.0,0.0,236.8,294.3,292.8,295.9
Total Operating Expenses,119.6,109.8,351.3,412.7,404.5,408.9
Operating Income,52.5,64.9,101.0,127.3,167.0,179.1
Interest Expense,(19.4),(7.6),(8.2),(1.6),,(0.1)
Interest And Investment Income,,,,,0.3,
Net Interest Expenses,(19.4),(7.6),(8.2),(1.6),0.3,(0.1)
Currency Exchange Gains (Loss),(0.7),(1.0),0.4,(0.6),0.5,0.5
Other Non Operating Income (Expenses),0.2,0.7,0.7,(0.3),0.7,1.0
"EBT, Excl. Unusual Items",32.7,56.9,94.0,124.8,168.5,180.6
"EBT, Incl. Unusual Items",22.0,56.9,94.0,124.8,168.5,180.6
Income Tax Expense,8.5,17.8,20.8,24.4,23.1,20.8
Earnings From Continuing Operations,13.4,39.1,73.2,100.4,145.4,159.7
Net Income to Company,13.4,39.1,73.2,100.4,145.4,159.7
Net Income,13.4,39.1,73.2,100.4,145.4,159.7
Preferred Dividend and Other Adjustments,0.0,0.1,0.3,0.3,0.5,0.5
NI to Common Incl Extra Items,13.4,39.0,72.9,100.2,144.9,159.2
NI to Common Excl. Extra Items,13.4,39.0,72.9,100.2,144.9,159.2
Revenue Per Share,$10.38,$9.90,$19.82,$24.00,$25.98,$26.85
Basic EPS,$0.38,$1.00,$2.05,$2.79,$4.07,$4.48
Basic EPS - Continuing Ops,$0.38,$1.00,$2.05,$2.79,$4.07,$4.48
Basic Weighted Average Shares Outst.,35.7,39.1,35.5,35.9,35.6,35.6
Diluted EPS,$0.37,$0.98,$1.97,$2.67,$3.84,$4.22
Diluted EPS - Continuing Ops,$0.37,$0.98,$1.97,$2.67,$3.84,$4.22
Diluted Weighted Average Shares Outst.,36.3,39.8,36.9,37.6,37.7,37.6
Normalized Basic EPS,$0.57,$0.91,$1.65,$2.17,$2.96,$3.17
Normalized Diluted EPS,$0.56,$0.89,$1.59,$2.08,$2.79,$3.00
EBITDA,110.6,111.3,139.8,150.5,186.6,199.3
EBITA,103.2,102.8,130.6,142.1,174.9,186.3
EBIT,52.5,64.9,101.0,127.3,167.0,179.1
EBITDAR,117.3,119.2,149.0,166.4,211.7,
Effective Tax Rate,38.9%,31.3%,22.1%,19.5%,13.7%,11.5%
Normalized Net Income,20.4,35.6,58.7,78.0,105.3,112.9
Foreign Sales,,,21.1,43.0,37.0,
