Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,9248.9,9841.0,10544.0,11297.0,11694.0,11789.0
Total Interest And Dividend Income,1911.9,2155.0,2139.0,2520.0,2575.0,2793.0
Gain (Loss) on Sale of Investments,94.2,168.0,(170.0),91.0,(33.0),554.0
Other Revenues,266.6,352.0,363.0,392.0,360.0,375.0
Total Revenues,11521.5,12516.0,12876.0,14300.0,14596.0,15511.0
Policy Benefits,8358.1,9021.0,9744.0,10894.0,11779.0,12307.0
Policy Acquisition / Underwriting Costs,1310.5,1467.0,1323.0,1204.0,1261.0,1346.0
Other Operating Expenses,612.4,688.0,756.0,829.0,828.0,847.0
Total Operating Expenses,10314.1,11198.0,11853.0,12966.0,13856.0,14488.0
Operating Income,1207.4,1318.0,1023.0,1334.0,740.0,1023.0
"Interest Expense, Total",(137.6),(146.0),(147.0),(173.0),(170.0),(174.0)
"EBT, Excl. Unusual Items",1043.9,1143.0,846.0,1132.0,553.0,835.0
"EBT, Incl. Unusual Items",1043.9,1143.0,846.0,1132.0,553.0,835.0
Income Tax Expense,342.5,(679.0),130.0,262.0,138.0,193.0
Earnings From Continuing Operations,701.4,1822.0,716.0,870.0,415.0,642.0
Net Income to Company,701.4,1822.0,716.0,870.0,415.0,642.0
Net Income,701.4,1822.0,716.0,870.0,415.0,642.0
NI to Common Incl Extra Items,701.4,1822.0,716.0,870.0,415.0,642.0
NI to Common Excl. Extra Items,701.4,1822.0,716.0,870.0,415.0,642.0
Revenue Per Share,$179.26,$194.27,$202.14,$228.07,$223.18,$231.99
Basic EPS,$10.91,$28.28,$11.24,$13.88,$6.35,$9.60
Basic EPS - Continuing Ops,$10.91,$28.28,$11.24,$13.88,$6.35,$9.60
Basic Weighted Average Shares Outst.,64.3,64.4,63.7,62.7,65.4,66.9
Diluted EPS,$10.79,$27.71,$11.00,$13.62,$6.31,$9.52
Diluted EPS - Continuing Ops,$10.79,$27.71,$11.00,$13.62,$6.31,$9.52
Diluted Weighted Average Shares Outst.,65.0,65.8,65.1,63.9,65.8,67.4
Normalized Basic EPS,$10.15,$11.09,$8.30,$11.28,$5.28,$7.81
Normalized Diluted EPS,$10.04,$10.86,$8.12,$11.08,$5.25,$7.74
Dividend Per Share,$1.56,$1.82,$2.20,$2.60,$2.80,$2.80
Payout Ratio,14.31%,6.42%,19.55%,18.74%,43.86%,
EBITDA,1372.5,1485.7,1146.6,1581.3,913.5,1235.9
EBITA,1216.6,1328.0,1035.0,1346.0,752.0,1023.0
EBIT,1207.4,1318.0,1023.0,1334.0,740.0,1023.0
EBITDAR,1386.2,,,,,
Effective Tax Rate,32.8%,NM,15.4%,23.1%,25.0%,23.1%
Normalized Net Income,652.5,714.4,528.8,707.5,345.6,521.9
Foreign Sales,4535.1,12360.0,12792.0,14043.0,14351.0,
