Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,0.52%,(2.65%),(5.08%),(19.14%),(21.61%)
Total Revenues,0.52%,(2.65%),(5.08%),(19.14%),(21.61%)
Cost Of Revenues,2.45%,(0.85%),1.38%,(23.58%),(26.83%)
Gross Profit,(2.16%),(5.25%),(14.85%),(11.14%),(12.22%)
Selling General & Admin Expenses,8.12%,24.29%,(26.41%),(12.57%),(17.59%)
Total Operating Expenses,5.76%,8.94%,(12.51%),(12.79%),(16.69%)
Operating Income,(14.33%),(32.20%),(21.99%),(5.47%),2.46%
Interest Expense,-4.19%,(13.13%),(11.42%),-30.65%,-34.81%
Net Interest Expenses,-4.19%,(13.13%),(11.42%),-30.65%,-34.81%
Other Non Operating Income (Expenses),-22.35%,-31.82%,(37.78%),-22.58%,-60.53%
"EBT, Excl. Unusual Items",(16.25%),(42.70%),(38.42%),16.11%,34.52%
"EBT, Incl. Unusual Items",,(155.24%),(31.74%),-84.56%,
Income Tax Expense,,-80.25%,-43.62%,-99.40%,
Earnings From Continuing Operations,(79.32%),,(40.88%),-83.84%,-97.01%
Net Income to Company,(79.32%),,(40.88%),-83.84%,-97.01%
Minority Interest,-62.50%,,,(75.00%),(62.50%)
Net Income,(79.45%),,(41.72%),-83.48%,-96.63%
Preferred Dividend and Other Adjustments,(32.38%),(54.74%),,,
NI to Common Incl Extra Items,(86.87%),,(36.91%),-83.48%,-96.63%
NI to Common Excl. Extra Items,(86.87%),,(36.91%),-83.48%,-96.63%
Revenue Per Share,0.04%,(4.66%),(9.14%),(19.58%),(21.97%)
Basic EPS,(86.94%),,(30.96%),-83.56%,-96.64%
Basic EPS - Continuing Ops,(86.94%),,(30.96%),-83.56%,-96.64%
Basic Weighted Average Shares Outst.,0.47%,2.11%,4.48%,0.55%,0.47%
Diluted EPS,(87.02%),,(30.96%),-83.46%,-96.43%
Diluted EPS - Continuing Ops,(87.02%),,(30.96%),-83.46%,-96.43%
Diluted Weighted Average Shares Outst.,0.00%,1.75%,4.48%,0.55%,0.47%
Normalized Basic EPS,(16.43%),(43.43%),(41.80%),15.18%,33.65%
Normalized Diluted EPS,(16.02%),(43.24%),(41.80%),15.18%,33.65%
Payout Ratio,348.24%,,,,
EBITDA,(10.39%),(20.70%),(9.76%),(9.98%),(5.14%)
EBITA,(13.27%),(24.17%),(12.78%),(8.46%),(2.38%)
EBIT,(14.33%),(32.20%),(21.99%),(5.47%),2.46%
EBITDAR,,,,(8.66%),
Effective Tax Rate,281.69%,,,,710.86%
Normalized Net Income,(16.00%),(42.21%),(39.35%),15.57%,34.28%
Interest Capitalized,,81.25%,86.21%,(66.67%),
Interest on Long-Term Debt,,,,(59.34%),
Foreign Sales,(4.54%),(7.35%),(9.77%),(15.77%),
