Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,1472.0,1417.2,1467.9,1553.0,1542.2,1533.7
Total Interest Income,1674.9,1582.2,1689.7,1805.2,1708.0,1690.1
Interest On Deposits,171.0,229.8,379.3,530.3,306.0,222.3
Total Interest On Borrowings,216.5,222.5,279.3,317.5,301.8,294.4
Total Interest Expense,387.5,452.2,658.7,847.8,607.9,516.7
Net Interest Income,1287.4,1130.0,1031.0,957.4,1100.1,1173.3
Total Mortgage Banking Activities,27.3,19.3,,,,
Gain (Loss) on Sale of Assets,,,,7.9,,
Gain (Loss) on Sale of Invest. & Securities,4.6,31.0,(2.0),7.7,1.3,0.2
Total Other Non Interest Income,97.9,84.5,93.6,68.6,59.8,58.3
Total Non Interest Income,145.6,216.9,91.6,84.2,61.1,58.6
Revenue Before Loan Losses,1433.0,1346.9,1122.6,1041.6,1161.2,1231.9
Provision For Loan Losses,4.2,37.2,18.3,7.1,62.2,45.2
Total Revenues,1428.8,1309.6,1104.3,1034.5,1099.0,1186.7
Salaries And Other Employee Benefits,309.5,318.5,276.2,265.4,267.2,265.8
Amort. of Goodwill & Intang. Assets,2.4,0.2,,,,
Occupancy Expense,65.9,99.0,100.1,60.5,63.2,66.8
Total Selling General & Admin Expenses,262.6,223.8,170.3,185.3,180.8,185.5
Total Non Interest Expense,640.5,641.4,546.6,511.2,511.2,518.1
"EBT, Excl. Unusual Items",788.3,668.2,557.7,523.3,587.8,668.7
"EBT, Incl. Unusual Items",777.1,668.2,557.7,523.3,587.8,668.7
Income Tax Expense,281.7,202.0,135.3,128.3,76.7,112.3
Earnings From Continuing Operations,495.4,466.2,422.4,395.0,511.1,556.4
Net Income to Company,495.4,466.2,422.4,395.0,511.1,556.4
Net Income,495.4,466.2,422.4,395.0,511.1,556.4
Preferred Dividend and Other Adjustments,3.8,28.2,37.7,37.2,38.6,38.6
Net Income to Common Incl Extra Items,491.6,438.0,384.7,357.9,472.5,517.8
Net Income to Common Excl. Extra Items,491.6,438.0,384.7,357.9,472.5,517.8
Revenue Per Share,$2.95,$2.69,$2.27,$2.22,$2.38,$2.57
Basic EPS,$1.01,$0.90,$0.79,$0.77,$1.02,$1.12
Basic EPS - Continuing Ops,$1.01,$0.90,$0.79,$0.77,$1.02,$1.12
Basic Weighted Average Shares Outst.,485.2,487.1,487.3,465.4,462.6,462.2
Diluted EPS,$1.01,$0.90,$0.79,$0.77,$1.02,$1.11
Diluted EPS - Continuing Ops,$1.01,$0.90,$0.79,$0.77,$1.02,$1.11
Diluted Weighted Average Shares Outst.,485.2,487.1,487.3,465.7,463.3,462.9
Normalized Basic EPS,$1.02,$0.86,$0.72,$0.70,$0.79,$0.90
Normalized Diluted EPS,$1.02,$0.86,$0.72,$0.70,$0.79,$0.90
Dividend Per Share,$0.68,$0.68,$0.68,$0.68,$0.68,$0.68
Payout Ratio,66.78%,76.53%,86.62%,88.65%,68.17%,
Effective Tax Rate,36.3%,30.2%,24.3%,24.5%,13.0%,16.8%
Normalized Net Income,492.7,417.6,348.5,327.1,367.4,417.9
Interest on Long-Term Debt,182.5,205.5,272.5,298.6,267.5,
