Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3.23%,17.55%,(9.65%),6.67%,18.41%
Total Revenues,3.23%,17.55%,(9.65%),6.67%,18.41%
Cost Of Revenues,7.04%,26.30%,(8.31%),13.18%,25.38%
Gross Profit,2.20%,15.07%,(10.07%),4.62%,16.18%
Selling General & Admin Expenses,1.78%,15.36%,(9.33%),6.03%,15.49%
Total Operating Expenses,1.78%,15.36%,(9.33%),6.03%,15.49%
Operating Income,4.56%,13.50%,(14.16%),(3.69%),20.64%
Interest Expense,(42.31%),-1.80%,-11.93%,-31.64%,-31.64%
Net Interest Expenses,(42.31%),-1.80%,-11.93%,-31.64%,-31.64%
Other Non Operating Income (Expenses),57.49%,(95.44%),"1,046.20%",69.78%,440.03%
"EBT, Excl. Unusual Items",8.73%,9.33%,(12.12%),0.42%,32.12%
"EBT, Incl. Unusual Items",24.77%,(17.28%),16.16%,0.42%,32.12%
Income Tax Expense,95.16%,(28.17%),(16.53%),(20.51%),2.60%
Earnings From Continuing Operations,(9.54%),(5.83%),42.39%,10.26%,45.76%
Net Income to Company,(9.54%),(5.83%),42.39%,10.26%,45.76%
Net Income,(9.54%),(5.83%),42.39%,10.26%,45.76%
NI to Common Incl Extra Items,(9.54%),(5.83%),42.39%,10.26%,45.76%
NI to Common Excl. Extra Items,(9.54%),(5.83%),42.39%,10.26%,45.76%
Revenue Per Share,8.33%,12.51%,(10.22%),13.24%,30.73%
Basic EPS,(4.99%),(9.82%),41.45%,16.90%,60.93%
Basic EPS - Continuing Ops,(4.99%),(9.82%),41.45%,16.90%,60.93%
Basic Weighted Average Shares Outst.,(4.70%),4.48%,0.63%,(5.80%),(9.43%)
Diluted EPS,(7.45%),(8.47%),43.52%,17.10%,61.96%
Diluted EPS - Continuing Ops,(7.45%),(8.47%),43.52%,17.10%,61.96%
Diluted Weighted Average Shares Outst.,(2.22%),2.96%,(0.97%),(5.65%),(9.83%)
Normalized Basic EPS,14.30%,4.75%,(12.69%),6.70%,45.86%
Normalized Diluted EPS,11.25%,6.05%,(11.16%),6.49%,46.51%
Dividend Per Share,1.41%,1.39%,1.37%,1.35%,1.01%
Payout Ratio,7.19%,12.51%,(28.37%),(13.50%),
EBITDA,3.33%,14.02%,(12.79%),(3.64%),14.66%
EBITA,4.31%,16.73%,(14.86%),(4.79%),18.08%
EBIT,4.56%,13.50%,(14.16%),(3.69%),20.64%
EBITDAR,3.56%,,,(2.34%),
Effective Tax Rate,56.42%,(13.16%),(28.14%),(20.85%),(22.34%)
Normalized Net Income,8.73%,9.33%,(12.12%),0.42%,32.12%
Interest on Long-Term Debt,41.77%,(2.68%),(11.93%),(30.97%),
R&D Expense From Footnotes,(9.47%),4.55%,30.87%,(22.59%),(22.59%)
Foreign Sales,2.68%,14.91%,(11.48%),2.92%,
