Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,428.1,485.3,502.5,510.8,539.6,560.9
Other Revenue,38.2,47.8,52.5,68.5,82.1,85.6
Total Revenues,466.3,533.1,555.0,579.3,621.6,646.7
Property Expenses,151.3,180.9,183.0,195.5,208.6,216.7
Selling General & Admin Exp.,43.1,50.0,48.3,48.3,51.3,52.5
Depreciation & Amortization,108.9,123.3,99.4,106.0,117.1,121.4
Total Operating Expenses,303.2,354.2,330.8,349.9,377.0,391.4
Operating Income,163.0,178.9,224.2,229.4,244.7,255.2
Total Interest Expense,(54.5),(74.4),(70.7),(76.4),(86.0),(86.1)
Interest and Investment Income,0.1,0.0,0.0,0.3,0.0,0.8
Net Interest Expenses,(54.4),(74.4),(70.7),(76.1),(86.0),(85.3)
"EBT, Excl. Unusual Items",108.6,104.5,153.5,153.3,158.7,169.9
Gain (Loss) on Sale of Assets,15.9,(3.5),57.1,106.1,0.3,0.0
Asset Writedown,(8.2),(4.2),(3.1),(1.1),(5.8),(5.8)
Other Unusual Items,(1.8),,,,,
"EBT, Incl. Unusual Items",85.0,96.8,207.6,260.1,152.4,163.3
Earnings From Continuing Operations,85.0,96.8,207.6,260.1,152.4,163.3
Net Income to Company,85.0,96.8,207.6,260.1,152.4,163.3
Minority Interest,0.3,(0.4),(1.0),(1.4),(0.8),(0.8)
Net Income,85.2,96.4,206.6,258.7,151.6,162.5
NI to Common Incl Extra Items,85.2,96.4,206.6,258.7,151.6,162.5
NI to Common Excl. Extra Items,85.2,96.4,206.6,258.7,151.6,162.5
Revenue Per Share,$7.20,$7.66,$7.96,$8.29,$8.75,$8.93
Basic EPS,$1.32,$1.39,$2.96,$3.70,$2.13,$2.24
Basic EPS - Continuing Ops,$1.32,$1.39,$2.96,$3.70,$2.13,$2.24
Basic Weighted Average Shares Outst.,64.8,69.6,69.8,69.9,71.1,72.4
Diluted EPS,$1.31,$1.38,$2.96,$3.70,$2.13,$2.24
Diluted EPS - Continuing Ops,$1.31,$1.38,$2.96,$3.70,$2.13,$2.24
Diluted Weighted Average Shares Outst.,65.1,69.7,69.9,70.0,71.2,72.5
Normalized Basic EPS,$1.05,$0.93,$1.36,$1.35,$1.38,$1.46
Normalized Diluted EPS,$1.05,$0.93,$1.36,$1.35,$1.38,$1.45
Dividend Per Share,$2.53,$2.67,$2.67,$2.71,$2.88,$2.91
Payout Ratio,183.34%,190.64%,89.95%,72.12%,133.51%,
FFO,187.6,229.1,255.6,265.6,277.2,292.7
FFO Payout Ratio %,83.28%,80.17%,72.71%,70.24%,72.99%,
AFFO,187.6,229.1,255.6,265.6,277.2,
Funds Available for Distribution,187.6,229.1,255.6,265.6,277.2,
EBITDA,271.9,302.2,323.6,335.5,361.8,373.3
EBITA,192.9,203.7,224.4,232.3,250.3,255.2
EBIT,163.0,178.9,224.2,229.4,244.7,255.2
EBITDAR,,,,337.9,363.9,
Normalized Net Income,68.1,64.9,95.0,94.5,98.4,105.4
Interest Capitalized,0.1,0.3,0.6,0.9,0.4,
Interest on Long-Term Debt,47.3,74.7,71.3,77.3,86.4,
