Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,321.7,404.3,411.3,384.4,328.3,329.9
Other Revenue,2.5,1.2,1.4,1.3,0.5,1.2
Total Revenues,326.0,407.0,414.2,387.6,330.1,332.4
Property Expenses,106.8,124.9,153.5,138.7,129.8,137.1
Selling General & Admin Exp.,28.8,30.7,35.0,38.2,48.7,47.5
Depreciation & Amortization,56.1,82.3,99.4,94.1,96.0,95.4
Total Operating Expenses,193.0,237.9,287.9,271.0,274.6,280.0
Operating Income,133.0,169.1,126.3,116.6,55.5,52.4
Total Interest Expense,(51.9),(56.2),(64.9),(66.6),(71.0),(68.7)
Interest and Investment Income,0.7,2.2,8.3,9.8,2.6,1.1
Net Interest Expenses,(51.2),(54.0),(56.5),(56.9),(68.4),(67.6)
"EBT, Excl. Unusual Items",81.8,115.2,69.8,59.7,(12.9),(15.3)
Gain (Loss) on Sale of Assets,15.6,0.2,52.6,70.5,39.8,11.7
Asset Writedown,,(3.5),(5.6),(26.3),(3.1),(3.1)
Other Unusual Items,,(39.2),2.2,,34.9,34.9
"EBT, Incl. Unusual Items",97.4,72.7,120.5,117.5,58.8,28.3
Income Tax Expense,0.8,(0.3),3.5,1.3,(39.0),(38.9)
Earnings From Continuing Operations,96.6,72.9,117.0,116.2,97.8,67.2
Net Income to Company,96.6,72.9,117.0,116.2,97.8,67.2
Minority Interest,(5.8),(5.9),(11.8),(6.7),(4.2),(2.6)
Net Income,90.8,67.1,105.2,109.5,93.6,64.5
Pref. Dividends and Other Adj.,0.1,0.2,0.2,0.1,0.1,0.0
NI to Common Incl Extra Items,90.7,66.9,105.0,109.4,93.5,64.5
NI to Common Excl. Extra Items,90.7,66.9,105.0,109.4,93.5,64.5
Revenue Per Share,$3.28,$3.80,$3.64,$3.24,$2.80,$2.85
Basic EPS,$0.91,$0.62,$0.92,$0.91,$0.79,$0.55
Basic EPS - Continuing Ops,$0.91,$0.62,$0.92,$0.91,$0.79,$0.55
Basic Weighted Average Shares Outst.,99.4,107.1,113.9,119.8,117.7,116.7
Diluted EPS,$0.91,$0.61,$0.92,$0.91,$0.79,$0.55
Diluted EPS - Continuing Ops,$0.91,$0.61,$0.92,$0.91,$0.79,$0.55
Diluted Weighted Average Shares Outst.,99.8,118.4,114.1,119.9,117.9,116.9
Normalized Basic EPS,$0.46,$0.62,$0.28,$0.26,($0.10),($0.10)
Normalized Diluted EPS,$0.45,$0.56,$0.28,$0.26,($0.10),($0.10)
Dividend Per Share,$0.82,$0.88,$0.88,$0.88,$0.22,$0.15
Payout Ratio,89.46%,142.21%,95.33%,96.93%,28.47%,110.57%
FFO,,,,167.1,156.3,153.3
FFO Payout Ratio %,,,,63.52%,17.05%,46.54%
FFO (Diluted),,,,167.1,156.3,153.3
AFFO,,,,167.1,156.3,
Funds Available for Distribution,,,,167.1,156.3,
EBITDA,183.4,242.2,195.3,197.3,142.7,138.6
EBITA,128.2,168.9,107.4,109.5,55.1,52.4
EBIT,133.0,169.1,126.3,116.6,55.5,52.4
EBITDAR,193.5,253.0,206.7,192.1,138.6,
Effective Tax Rate,0.8%,NM,2.9%,1.1%,NM,NM
Normalized Net Income,45.3,66.1,31.8,30.7,(12.2),(12.2)
Interest Capitalized,3.8,3.9,3.3,1.4,0.7,
