Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2380.3,2555.2,2860.8,2873.9,2578.8,2578.8
"Other Revenues, Total",0.4,0.4,0.0,0.1,0.9,0.9
Total Revenues,2380.7,2555.6,2860.8,2873.9,2579.8,2579.8
Other Operating Expenses,2031.5,2217.3,2516.4,2507.5,2249.9,2249.9
Total Operating Expenses,2031.5,2217.3,2533.5,2528.7,2271.5,2271.5
Operating Income,349.2,338.3,327.4,345.2,308.3,308.3
"Interest Expense, Total",(77.7),(80.9),(90.6),(92.8),(90.6),(90.6)
Net Interest Expenses,(77.7),(80.9),(90.6),(92.8),(90.6),(90.6)
Allow. For Equity Funds Used For Const.,8.3,12.5,10.9,12.0,8.8,8.8
Allow. For Borrowed Funds Used For Const.,3.1,4.8,4.9,4.5,3.0,3.0
"EBT, Excl. Unusual Items",283.0,274.7,252.6,268.9,229.5,229.5
"EBT, Incl. Unusual Items",372.0,274.7,252.6,269.5,238.7,238.7
Income Tax Expense,123.7,109.4,50.8,51.6,40.9,40.9
Earnings From Continuing Operations,248.3,165.3,201.8,217.9,197.8,197.8
Net Income to Company,248.3,165.3,201.8,217.9,197.8,197.8
Net Income,248.3,165.3,201.8,217.9,197.8,197.8
NI to Common Incl Extra Items,248.3,165.3,201.8,217.9,197.8,197.8
NI to Common Excl. Extra Items,248.3,165.3,201.8,217.9,197.8,197.8
Revenue Per Share,$22.02,$23.50,$26.28,$26.38,$23.64,$23.64
Basic EPS,$2.30,$1.52,$1.85,$2.00,$1.81,$1.81
Basic EPS - Continuing Ops,$2.30,$1.52,$1.85,$2.00,$1.81,$1.81
Basic Weighted Average Shares Outst.,108.1,108.7,108.9,108.9,109.1,109.1
Diluted EPS,$2.29,$1.52,$1.85,$1.99,$1.81,$1.81
Diluted EPS - Continuing Ops,$2.29,$1.52,$1.85,$1.99,$1.81,$1.81
Diluted Weighted Average Shares Outst.,108.3,108.9,109.1,109.4,109.4,109.4
Normalized Basic EPS,$1.64,$1.58,$1.45,$1.54,$1.31,$1.31
Normalized Diluted EPS,$1.63,$1.58,$1.45,$1.54,$1.31,$1.31
Dividend Per Share,$1.24,$1.24,$1.24,$1.28,$1.32,$1.32
Payout Ratio,47.24%,81.59%,66.90%,64.01%,72.84%,72.84%
EBITDA,553.9,560.3,583.0,623.3,599.1,599.1
EBITA,351.4,340.3,329.0,347.2,312.2,312.2
EBIT,349.2,338.3,327.4,345.2,308.3,308.3
EBITDAR,572.9,580.3,600.1,902.1,903.5,903.5
Effective Tax Rate,33.3%,39.8%,20.1%,19.2%,17.1%,17.1%
Normalized Net Income,176.8,171.7,157.9,168.0,143.4,143.4
Interest Capitalized,3.1,4.8,4.9,4.5,3.0,3.0
