Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,4.82%,(8.05%),(8.77%),(10.61%),(6.09%)
Other Revenue,(18.80%),33.38%,6.52%,(18.34%),(20.06%)
Total Revenues,4.30%,(7.33%),(8.38%),(10.83%),(6.51%)
Property Expenses,11.94%,(13.58%),(2.75%),(1.15%),1.48%
Selling General & Admin Exp.,5.43%,(10.74%),43.43%,4.10%,59.51%
Depreciation & Amortization,2.81%,(3.15%),(16.17%),10.51%,9.74%
Other Operating Expenses,(41.88%),,-87.13%,"(1,914.04%)",
Total Operating Expenses,7.17%,(9.00%),(5.57%),3.93%,9.87%
Operating Income,(0.96%),(4.04%),(13.65%),(41.06%),(40.44%)
Total Interest Expense,-6.59%,-21.14%,-8.56%,(6.29%),(11.29%)
Interest and Investment Income,208.10%,(70.13%),(34.60%),,0.00%
Net Interest Expenses,-13.20%,-15.78%,-7.55%,(9.20%),(12.77%)
Other Non Operating Income,,,,(34.03%),"5,864.22%"
"EBT, Excl. Unusual Items",11.03%,1.11%,(10.20%),(41.57%),(58.43%)
Gain (Loss) on Sale of Assets,117.06%,(4.92%),(8.64%),(65.56%),(67.18%)
Asset Writedown,"(15,468.37%)",-33.67%,-99.27%,"(32,539.19%)","(55,431.82%)"
"EBT, Incl. Unusual Items",23.62%,(1.13%),(6.66%),(63.10%),(70.88%)
Income Tax Expense,,,(24.53%),(56.63%),(50.05%)
Earnings From Continuing Operations,26.69%,(1.53%),(6.59%),(63.12%),(70.95%)
Net Income to Company,26.69%,(1.53%),(6.59%),(63.12%),(70.95%)
Minority Interest,-59.26%,(14.90%),-59.76%,-4.62%,-2.12%
Net Income,40.32%,(2.29%),(3.71%),(64.45%),(72.50%)
NI to Common Incl Extra Items,40.32%,(2.29%),(3.71%),(64.45%),(72.50%)
NI to Common Excl. Extra Items,40.32%,(2.29%),(3.71%),(64.45%),(72.50%)
Revenue Per Share,2.90%,(7.33%),(8.50%),(10.53%),(5.84%)
Basic EPS,38.12%,(2.05%),(3.99%),(64.33%),(72.30%)
Basic EPS - Continuing Ops,38.12%,(2.05%),(3.99%),(64.33%),(72.30%)
Basic Weighted Average Shares Outst.,1.35%,(0.08%),0.15%,(0.43%),(0.71%)
Diluted EPS,39.11%,(1.92%),(4.29%),(63.93%),(72.14%)
Diluted EPS - Continuing Ops,39.11%,(1.92%),(4.29%),(63.93%),(72.14%)
Diluted Weighted Average Shares Outst.,1.17%,(1.25%),1.30%,(1.50%),(1.75%)
Normalized Basic EPS,66.66%,(1.60%),1.38%,(44.95%),(63.17%)
Normalized Diluted EPS,68.37%,(0.54%),(0.39%),(44.41%),(62.78%)
Dividend Per Share,5.48%,2.60%,0.00%,(40.82%),(46.84%)
Payout Ratio,(23.86%),4.95%,4.12%,66.02%,
FFO,5.78%,(0.19%),(11.80%),(21.88%),(16.94%)
FFO Payout Ratio %,0.99%,2.73%,13.67%,(24.44%),
FFO (Diluted),6.11%,(1.18%),(11.11%),(21.85%),(16.99%)
AFFO,5.78%,(0.19%),(11.80%),(21.88%),
Funds Available for Distribution,5.78%,(0.19%),(11.80%),(21.88%),
FFO Per Share (Basic),4.33%,0.00%,(12.03%),(21.23%),(16.34%)
FFO Shares (Basic),1.35%,(0.08%),0.15%,(0.43%),(0.71%)
FFO Per Share (Diluted),5.26%,0.00%,(12.50%),(21.43%),(16.45%)
FFO Shares (Diluted),1.17%,(1.25%),1.30%,(0.40%),(0.66%)
Adjusted FFO Per Share (Basic),4.54%,0.10%,(11.84%),(21.37%),
Adjusted FFO Per Share (Diluted),4.49%,1.16%,(13.02%),(21.66%),
EBITDA,0.28%,(6.13%),(12.84%),(18.80%),(19.26%)
EBITA,(0.27%),(3.68%),(15.67%),(37.93%),(44.06%)
EBIT,(0.96%),(4.04%),(13.65%),(41.06%),(40.44%)
EBITDAR,0.24%,(5.22%),(14.92%),(20.19%),
Effective Tax Rate,,,(19.68%),18.00%,71.56%
Normalized Net Income,70.15%,(1.67%),1.46%,(45.02%),(63.43%)
Interest Capitalized,83.28%,63.06%,71.15%,(39.76%),
Interest on Long-Term Debt,,,,(6.86%),
