Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3927.8,4207.0,4316.5,4052.7,5050.6,5224.1
Total Revenues,3927.8,4207.0,4316.5,4052.7,5050.6,5224.1
Cost Of Revenues,3218.0,3446.0,3605.9,3403.2,4149.8,4246.7
Gross Profit,709.9,761.1,710.6,649.4,900.8,977.4
Selling General & Admin Expenses,328.0,296.7,294.3,333.0,349.7,353.9
R&D Expenses,73.4,166.6,157.2,81.7,75.4,87.4
Total Operating Expenses,401.4,463.3,451.5,414.7,425.1,441.3
Operating Income,308.5,297.8,259.1,234.7,475.7,536.1
Interest Expense,(84.6),(85.6),(78.9),(71.6),(64.2),(59.8)
Interest And Investment Income,1.3,3.2,4.1,6.7,5.4,3.5
Net Interest Expenses,(83.3),(82.3),(74.8),(64.9),(58.7),(56.3)
Currency Exchange Gains (Loss),3.6,(11.8),(1.5),(1.9),(9.6),(10.5)
Other Non Operating Income (Expenses),0.9,0.6,4.5,0.5,0.3,0.3
"EBT, Excl. Unusual Items",229.7,204.2,187.3,168.3,407.7,469.6
"EBT, Incl. Unusual Items",229.7,307.5,185.8,159.8,386.7,449.0
Income Tax Expense,51.0,39.8,56.3,37.2,46.2,53.0
Earnings From Continuing Operations,178.7,267.7,129.6,122.6,340.5,396.0
Net Income to Company,178.7,267.7,129.6,122.6,340.5,396.0
Minority Interest,(3.1),(4.2),(2.5),(1.7),(2.4),(2.0)
Net Income,175.5,263.6,127.1,120.9,338.1,394.1
NI to Common Incl Extra Items,175.5,263.6,127.1,120.9,338.1,394.1
NI to Common Excl. Extra Items,175.5,263.6,127.1,120.9,338.1,394.1
Revenue Per Share,$16.54,$17.61,$18.04,$16.91,$20.91,$21.58
Basic EPS,$0.74,$1.10,$0.53,$0.50,$1.40,$1.63
Basic EPS - Continuing Ops,$0.74,$1.10,$0.53,$0.50,$1.40,$1.63
Basic Weighted Average Shares Outst.,237.4,238.9,239.3,239.7,241.5,242.1
Diluted EPS,$0.74,$1.10,$0.53,$0.50,$1.40,$1.63
Diluted EPS - Continuing Ops,$0.74,$1.10,$0.53,$0.50,$1.40,$1.63
Diluted Weighted Average Shares Outst.,238.0,239.7,239.7,240.1,242.2,243.2
Normalized Basic EPS,$0.59,$0.52,$0.48,$0.43,$1.05,$1.20
Normalized Diluted EPS,$0.59,$0.52,$0.48,$0.43,$1.04,$1.20
Dividend Per Share,,,,,$0.04,$0.08
EBITDA,863.7,879.7,831.0,758.9,986.1,1058.2
EBITA,308.5,297.8,259.1,234.7,475.7,536.1
EBIT,308.5,297.8,259.1,234.7,475.7,536.1
EBITDAR,907.5,,,814.8,1051.5,
Effective Tax Rate,22.2%,12.9%,30.3%,23.3%,11.9%,11.8%
Normalized Net Income,140.4,123.5,114.6,103.5,252.5,291.5
Interest on Long-Term Debt,,,,0.9,1.0,
R&D Expense From Footnotes,117.2,166.6,157.2,137.6,140.7,152.8
Foreign Sales,2284.3,2587.4,2298.6,2174.3,2673.5,
