Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,924.3,952.8,1048.0,1097.8,993.1,972.4
Total Interest Income,1015.9,1052.5,1161.7,1219.9,1103.5,1085.5
Interest On Deposits,31.5,45.7,80.1,148.5,59.7,38.9
Total Interest On Borrowings,23.1,27.3,40.6,56.8,29.3,20.5
Total Interest Expense,54.6,72.9,120.8,205.3,88.9,59.4
Net Interest Income,961.3,979.6,1040.9,1014.6,1014.6,1026.1
Service Charges On Deposits,14.5,15.3,16.5,14.6,10.4,10.6
Gain (Loss) on Sale of Invest. & Securities,9.5,(0.5),8.2,25.4,13.2,23.2
Total Other Non Interest Income,87.5,107.6,119.3,101.4,120.4,125.8
Total Non Interest Income,112.5,128.6,148.6,142.6,146.1,161.8
Revenue Before Loan Losses,1073.8,1108.1,1189.5,1157.2,1160.6,1187.9
Provision For Loan Losses,65.7,57.8,45.0,22.0,339.0,179.0
Total Revenues,1008.0,1050.4,1144.5,1135.2,821.6,1008.9
Salaries And Other Employee Benefits,228.6,241.0,253.4,259.6,247.8,266.4
Amort. of Goodwill & Intang. Assets,16.5,14.2,22.5,18.7,14.8,13.9
Total Selling General & Admin Expenses,134.0,139.1,152.9,153.0,156.9,159.8
Total Other Non Interest Expense,50.6,60.1,60.0,57.1,63.8,71.2
Total Non Interest Expense,449.9,475.9,509.5,501.9,506.4,535.1
"EBT, Excl. Unusual Items",558.1,574.5,635.1,633.3,315.3,473.8
Impairment of Goodwill,,,,,"(1,470.0)",0.0
Other Unusual Items,,,,,(6.6),(6.6)
"EBT, Incl. Unusual Items",557.9,554.7,633.3,632.9,"(1,162.4)",462.7
Income Tax Expense,205.8,196.9,168.0,164.3,75.2,116.7
Earnings From Continuing Operations,352.2,357.8,465.3,468.6,"(1,237.6)",345.9
Net Income to Company,352.2,357.8,465.3,468.6,"(1,237.6)",345.9
Net Income,352.2,357.8,465.3,468.6,"(1,237.6)",345.9
Preferred Dividend and Other Adjustments,4.0,4.2,5.1,5.2,1.8,3.2
Net Income to Common Incl Extra Items,348.2,353.6,460.2,463.5,"(1,239.4)",342.7
Net Income to Common Excl. Extra Items,348.2,353.6,460.2,463.5,"(1,239.4)",342.7
Revenue Per Share,$8.38,$8.64,$9.26,$9.54,$7.03,$8.64
Basic EPS,$2.90,$2.91,$3.72,$3.90,($10.61),$2.94
Basic EPS - Continuing Ops,$2.90,$2.91,$3.72,$3.90,($10.61),$2.94
Basic Weighted Average Shares Outst.,120.2,121.6,123.6,119.0,116.9,116.7
Diluted EPS,$2.90,$2.91,$3.72,$3.90,($10.61),$2.94
Diluted EPS - Continuing Ops,$2.90,$2.91,$3.72,$3.90,($10.61),$2.94
Diluted Weighted Average Shares Outst.,120.2,121.6,123.6,119.0,116.9,116.7
Normalized Basic EPS,$2.90,$2.95,$3.21,$3.33,$1.69,$2.54
Normalized Diluted EPS,$2.90,$2.95,$3.21,$3.33,$1.69,$2.54
Dividend Per Share,$2.00,$2.00,$2.30,$2.40,$1.35,$1.00
Payout Ratio,69.13%,69.14%,61.93%,61.68%,NM,
Effective Tax Rate,36.9%,35.5%,26.5%,26.0%,NM,25.2%
Normalized Net Income,348.8,359.0,396.9,395.8,197.0,296.1
Interest on Long-Term Debt,20.9,23.6,28.6,29.8,21.1,
