Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2377.0,2466.1,2802.3,3042.5,2501.6,2558.9
Total Revenues,2377.0,2466.1,2802.3,3042.5,2501.6,2558.9
Cost Of Revenues,1266.7,1306.1,1416.0,1526.8,1277.7,1285.4
Gross Profit,1110.3,1160.0,1386.3,1515.7,1223.9,1273.6
Selling General & Admin Expenses,800.6,910.9,1049.1,1076.6,989.6,967.2
Depreciation & Amortization,59.2,,,59.2,63.0,63.0
Other Operating Expense/(Income),(10.2),(13.9),(15.8),(15.5),(12.1),(12.5)
Total Operating Expenses,849.5,897.0,1033.3,1120.3,1040.5,1017.8
Operating Income,260.8,263.0,353.1,395.4,183.3,255.8
Interest Expense,(1.0),(0.4),,,,(1.1)
Interest And Investment Income,2.0,4.5,9.9,8.3,0.4,
Net Interest Expenses,1.0,4.1,9.9,8.3,0.4,(1.1)
Currency Exchange Gains (Loss),2.7,(4.1),3.3,0.4,(2.0),(2.0)
Other Non Operating Income (Expenses),(3.3),3.8,(3.5),1.7,4.1,2.0
"EBT, Excl. Unusual Items",261.2,266.7,362.8,405.8,185.8,254.7
"EBT, Incl. Unusual Items",256.9,266.7,360.7,405.4,139.5,208.4
Income Tax Expense,58.5,154.4,85.8,74.9,31.5,44.7
Earnings From Continuing Operations,198.4,112.3,274.9,330.5,108.0,163.7
Net Income to Company,198.4,112.3,274.9,330.5,108.0,163.7
Minority Interest,(6.5),(7.2),(6.7),,,
Net Income,191.9,105.1,268.3,330.5,108.0,163.7
NI to Common Incl Extra Items,191.9,105.1,268.3,330.5,108.0,163.7
NI to Common Excl. Extra Items,191.9,105.1,268.3,330.5,108.0,163.7
Revenue Per Share,$34.11,$35.35,$40.26,$44.85,$37.69,$38.64
Basic EPS,$2.75,$1.51,$3.85,$4.87,$1.63,$2.47
Basic EPS - Continuing Ops,$2.75,$1.51,$3.85,$4.87,$1.63,$2.47
Basic Weighted Average Shares Outst.,69.7,69.8,69.6,67.8,66.4,66.2
Diluted EPS,$2.72,$1.49,$3.81,$4.83,$1.62,$2.46
Diluted EPS - Continuing Ops,$2.72,$1.49,$3.81,$4.83,$1.62,$2.46
Diluted Weighted Average Shares Outst.,70.6,70.5,70.4,68.5,66.8,66.6
Normalized Basic EPS,$2.25,$2.29,$3.16,$3.74,$1.75,$2.40
Normalized Diluted EPS,$2.22,$2.26,$3.13,$3.70,$1.74,$2.39
Dividend Per Share,$0.69,$0.73,$0.90,$0.96,,$0.00
Payout Ratio,25.08%,48.43%,23.36%,19.71%,15.92%,10.56%
EBITDA,320.8,326.8,414.3,458.2,246.7,316.7
EBITA,266.0,266.9,356.1,398.4,185.8,258.3
EBIT,260.8,263.0,353.1,395.4,183.3,255.8
EBITDAR,397.9,413.0,559.8,605.9,419.6,
Effective Tax Rate,22.8%,57.9%,23.8%,18.5%,22.6%,21.5%
Normalized Net Income,156.7,159.5,220.1,253.6,116.1,159.2
Interest on Long-Term Debt,1.0,0.4,,,,
Foreign Earnings,,109.8,145.6,165.1,104.7,
Foreign Sales,871.7,946.1,1073.9,1099.5,897.8,
