Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,19.65%,19.93%,19.81%,(9.39%),(13.49%)
Other Revenues,44.74%,17.70%,(12.22%),(6.62%),(14.21%)
Total Revenues,23.32%,19.55%,14.40%,(9.03%),(13.59%)
Cost Of Revenues,0.27%,3.44%,25.99%,1.94%,(0.47%)
Gross Profit,35.50%,25.84%,10.68%,(13.05%),(18.33%)
Selling General & Admin Expenses,23.19%,25.67%,18.76%,7.90%,13.95%
Depreciation & Amortization,43.82%,(1.92%),18.68%,10.46%,5.34%
Other Operating Expense/(Income),114.07%,53.67%,(32.79%),(32.95%),(71.58%)
Total Operating Expenses,36.60%,15.75%,14.27%,8.27%,2.74%
Operating Income,32.85%,50.91%,3.82%,(57.74%),(64.28%)
Interest Expense,(50.08%),-4.26%,(67.94%),(8.59%),-2.77%
Net Interest Expenses,(50.08%),-4.26%,(67.94%),(8.59%),-2.77%
Currency Exchange Gains (Loss),,,-97.61%,"(2,684.34%)",
Other Non Operating Income (Expenses),,,,(37.60%),"2,204.83%"
"EBT, Excl. Unusual Items",74.73%,24.24%,(5.05%),,(99.66%)
"EBT, Incl. Unusual Items",256.46%,36.81%,(9.26%),,
Income Tax Expense,(45.96%),345.59%,(11.07%),,
Earnings From Continuing Operations,681.62%,6.80%,(8.53%),,
Net Income to Company,681.62%,6.80%,(8.53%),,
Minority Interest,(65.33%),,"(3,700.61%)",,
Net Income,581.14%,5.14%,(41.17%),,
NI to Common Incl Extra Items,581.14%,5.14%,(41.17%),,
NI to Common Excl. Extra Items,581.14%,5.14%,(41.17%),,
Revenue Per Share,17.10%,19.06%,13.97%,(10.12%),(14.98%)
Basic EPS,542.13%,4.83%,(41.39%),,
Basic EPS - Continuing Ops,542.13%,4.83%,(41.39%),,
Basic Weighted Average Shares Outst.,5.31%,0.42%,0.37%,1.21%,1.63%
Diluted EPS,550.88%,4.04%,(41.45%),,
Diluted EPS - Continuing Ops,550.88%,4.04%,(41.45%),,
Diluted Weighted Average Shares Outst.,5.36%,1.09%,0.45%,0.17%,0.44%
Normalized Basic EPS,60.12%,21.63%,(41.20%),(86.22%),(39.11%)
Normalized Diluted EPS,60.52%,20.46%,(41.31%),(86.08%),(38.39%)
EBITDA,39.21%,28.26%,6.00%,(38.22%),(47.15%)
EBITA,41.02%,28.08%,6.85%,(39.31%),(74.68%)
EBIT,32.85%,50.91%,3.82%,(57.74%),(64.28%)
EBITDAR,37.50%,27.32%,6.29%,(37.08%),
Effective Tax Rate,(84.84%),225.63%,(1.99%),(75.81%),(77.51%)
Normalized Net Income,68.77%,21.97%,(40.97%),(86.06%),(38.12%)
R&D Expense From Footnotes,18.13%,18.57%,49.67%,25.15%,25.15%
Foreign Sales,22.42%,(2.85%),(8.54%),(15.44%),
