Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5271.4,4915.0,4968.6,4572.7,3264.1,3396.4
Other Revenues,725.1,732.2,748.2,789.1,790.3,782.3
Total Revenues,5996.5,5647.2,5716.9,5361.8,4054.4,4178.6
Cost Of Revenues,3885.5,3739.2,3639.0,3564.5,3016.3,2943.3
Gross Profit,2110.9,1908.0,2077.9,1797.3,1038.1,1235.3
Selling General & Admin Expenses,1062.0,1016.8,1255.1,1181.0,900.2,859.4
Total Operating Expenses,1062.0,1016.8,1255.1,1181.0,900.2,859.4
Operating Income,1048.9,891.3,822.9,616.4,137.8,375.9
Interest Expense,(29.7),(31.0),(30.9),(31.1),(31.1),(31.1)
Interest And Investment Income,4.6,3.6,1.0,16.4,7.6,7.6
Net Interest Expenses,(25.0),(27.4),(29.9),(14.7),(23.6),(23.6)
Other Non Operating Income (Expenses),,(0.0),,,,6.9
"EBT, Excl. Unusual Items",1023.9,863.8,792.9,601.7,114.3,359.3
"EBT, Incl. Unusual Items",1023.9,863.8,686.6,557.4,(15.7),229.8
Income Tax Expense,331.7,342.1,155.2,133.8,(17.0),39.1
Earnings From Continuing Operations,692.2,521.8,531.5,423.6,1.3,190.7
Net Income to Company,692.2,521.8,531.5,423.6,1.3,190.7
Net Income,692.2,521.8,531.5,423.6,1.3,190.7
NI to Common Incl Extra Items,692.2,521.8,531.5,423.6,1.3,190.7
NI to Common Excl. Extra Items,692.2,521.8,531.5,423.6,1.3,190.7
Revenue Per Share,$33.37,$32.83,$34.51,$34.14,$26.47,$27.26
Basic EPS,$3.85,$3.03,$3.21,$2.70,$0.01,$1.24
Basic EPS - Continuing Ops,$3.85,$3.03,$3.21,$2.70,$0.01,$1.24
Basic Weighted Average Shares Outst.,179.7,172.0,165.7,157.1,153.2,153.3
Diluted EPS,$3.83,$3.02,$3.19,$2.68,$0.01,$1.24
Diluted EPS - Continuing Ops,$3.83,$3.02,$3.19,$2.68,$0.01,$1.24
Diluted Weighted Average Shares Outst.,180.5,172.9,166.5,157.8,153.9,154.1
Normalized Basic EPS,$3.56,$3.14,$2.99,$2.39,$0.47,$1.46
Normalized Diluted EPS,$3.54,$3.12,$2.98,$2.38,$0.46,$1.46
Dividend Per Share,$1.40,$1.46,$1.48,$1.50,$0.44,$0.21
Payout Ratio,36.45%,48.27%,46.25%,56.00%,"5,245.53%",16.97%
EBITDA,1258.5,1113.5,1053.1,834.2,323.6,560.6
EBITA,1055.9,895.5,823.3,617.3,138.9,377.0
EBIT,1048.9,891.3,822.9,616.4,137.8,375.9
EBITDAR,1272.9,,,861.6,350.3,
Effective Tax Rate,32.4%,39.6%,22.6%,24.0%,NM,17.0%
Normalized Net Income,639.9,539.9,495.6,376.0,71.4,224.5
Interest on Long-Term Debt,,,,35.4,53.9,
R&D Expense From Footnotes,172.3,175.2,191.6,216.5,202.4,202.4
Foreign Sales,1724.5,1733.3,1844.9,1636.0,1252.8,
