Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,8613.4,9721.0,11534.5,10973.8,8811.9,9077.4
Total Revenues,8613.4,9721.0,11534.5,10973.8,8811.9,9077.4
Cost Of Revenues,6010.3,6933.4,8253.0,7644.4,5998.6,6130.9
Gross Profit,2603.1,2787.6,3281.5,3329.4,2813.3,2946.5
Selling General & Admin Expenses,1800.4,1909.6,2091.4,2097.7,1884.6,1880.3
Depreciation & Amortization,222.0,218.4,215.2,219.3,227.3,227.2
Total Operating Expenses,2022.4,2128.0,2306.6,2317.0,2111.9,2107.5
Operating Income,580.7,659.6,974.9,1012.4,701.4,839.0
Interest Expense,(84.6),(73.9),(86.2),(85.0),(62.9),(61.7)
Net Interest Expenses,(84.6),(73.9),(86.2),(85.0),(62.9),(61.7)
Currency Exchange Gains (Loss),1.8,(4.9),0.6,(4.1),(2.3),(2.3)
Other Non Operating Income (Expenses),0.4,7.1,0.8,7.2,(0.2),(0.5)
"EBT, Excl. Unusual Items",498.3,587.9,890.1,930.5,636.0,774.5
"EBT, Incl. Unusual Items",429.2,583.8,850.6,929.3,478.2,754.1
Income Tax Expense,120.1,(37.2),208.8,223.2,105.8,176.4
Earnings From Continuing Operations,309.1,621.0,641.8,706.1,372.4,577.7
Net Income to Company,309.1,621.0,641.8,706.1,372.4,577.7
Minority Interest,(4.8),(7.6),(8.1),(4.6),(3.3),(3.4)
Net Income,304.3,613.4,633.7,701.5,369.1,574.3
NI to Common Incl Extra Items,304.3,613.4,633.7,701.5,369.1,574.3
NI to Common Excl. Extra Items,304.3,613.4,633.7,701.5,369.1,574.3
Revenue Per Share,$119.03,$133.44,$161.05,$164.07,$136.98,$142.60
Basic EPS,$4.21,$8.42,$8.85,$10.49,$5.74,$9.02
Basic EPS - Continuing Ops,$4.21,$8.42,$8.85,$10.49,$5.74,$9.02
Basic Weighted Average Shares Outst.,72.4,72.9,71.6,66.9,64.3,63.7
Diluted EPS,$4.16,$8.34,$8.75,$10.34,$5.66,$8.88
Diluted EPS - Continuing Ops,$4.16,$8.34,$8.75,$10.34,$5.66,$8.88
Diluted Weighted Average Shares Outst.,73.1,73.5,72.4,67.9,65.3,64.6
Normalized Basic EPS,$4.24,$4.94,$7.65,$8.63,$6.13,$7.55
Normalized Diluted EPS,$4.19,$4.89,$7.57,$8.50,$6.04,$7.44
Dividend Per Share,$1.65,$1.80,$2.00,$2.20,$2.50,$2.56
Payout Ratio,39.57%,21.52%,22.93%,21.57%,44.46%,29.08%
EBITDA,802.7,878.0,1190.1,1231.7,928.7,1066.2
EBITA,634.8,710.2,1020.7,1055.5,741.0,877.0
EBIT,580.7,659.6,974.9,1012.4,701.4,839.0
EBITDAR,881.6,955.9,1272.8,1316.1,1010.8,
Effective Tax Rate,28.0%,NM,24.5%,24.0%,22.1%,23.4%
Normalized Net Income,306.6,359.8,548.2,577.0,394.2,480.7
Foreign Sales,746.1,873.7,,,,
