Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2259.2,2261.1,2211.7,2175.5,2069.8,3270.4
"Other Revenues, Total",,,58.6,56.1,52.5,51.2
Total Revenues,2259.2,2261.1,2270.3,2231.6,2122.3,3321.6
Operations And Maintenance,438.1,458.7,468.3,480.5,459.9,449.2
Depreciation & Amortization,322.6,283.5,321.6,355.0,391.3,395.6
Other Operating Expenses,995.2,1008.6,995.3,890.3,749.9,1964.2
Total Operating Expenses,1755.9,1750.8,1785.2,1725.8,1601.1,2809.0
Operating Income,503.3,510.3,485.1,505.8,521.2,512.6
"Interest Expense, Total",(149.6),(161.8),(167.7),(150.7),(160.4),(161.8)
Net Interest Expenses,(149.6),(161.8),(167.7),(150.7),(160.4),(161.8)
Allow. For Equity Funds Used For Const.,14.2,39.7,23.8,4.5,4.8,4.8
Allow. For Borrowed Funds Used For Const.,7.5,18.0,11.7,2.8,1.9,2.2
Other Non-Operating Inc. (Exp.),9.1,32.3,(1.7),(1.6),2.3,2.0
"EBT, Excl. Unusual Items",486.3,569.7,504.0,474.7,(298.2),491.5
Other Unusual Items,,,(6.3),(11.3),(2.9),(2.9)
"EBT, Incl. Unusual Items",486.3,569.7,497.7,463.4,(301.1),488.6
Income Tax Expense,148.1,(49.3),72.2,29.8,(127.4),117.8
Earnings From Continuing Operations,338.2,619.0,425.5,433.6,(173.7),370.8
Net Income to Company,338.2,619.0,425.5,433.6,(173.7),370.8
Net Income,338.2,619.0,425.5,433.6,(173.7),370.8
NI to Common Incl Extra Items,338.2,619.0,425.5,433.6,(173.7),370.8
NI to Common Excl. Extra Items,338.2,619.0,425.5,433.6,(173.7),370.8
Revenue Per Share,$11.31,$11.32,$11.37,$11.15,$10.61,$16.60
Basic EPS,$1.69,$3.10,$2.13,$2.17,($0.87),$1.85
Basic EPS - Continuing Ops,$1.69,$3.10,$2.13,$2.17,($0.87),$1.85
Basic Weighted Average Shares Outst.,199.7,199.7,199.7,200.1,200.1,200.1
Diluted EPS,$1.69,$3.10,$2.12,$2.16,($0.87),$1.85
Diluted EPS - Continuing Ops,$1.69,$3.10,$2.12,$2.16,($0.87),$1.85
Diluted Weighted Average Shares Outst.,199.9,200.0,200.5,200.7,200.1,200.1
Normalized Basic EPS,$1.52,$1.78,$1.58,$1.48,($0.93),$1.54
Normalized Diluted EPS,$1.52,$1.78,$1.57,$1.48,($0.93),$1.54
Dividend Per Share,$1.13,$1.24,$1.36,$1.48,$1.57,$1.58
Payout Ratio,66.56%,40.00%,63.97%,69.00%,NM,85.57%
EBITDA,816.5,784.8,797.1,849.8,897.6,893.3
EBITA,503.3,510.3,485.1,505.8,521.2,512.6
EBIT,503.3,510.3,485.1,505.8,521.2,512.6
EBITDAR,825.8,791.0,802.0,855.8,904.0,
Effective Tax Rate,30.5%,NM,14.5%,6.4%,NM,24.1%
Normalized Net Income,303.9,356.1,315.0,296.7,(186.4),307.2
Interest Capitalized,7.5,18.0,11.7,2.8,1.9,
Interest on Long-Term Debt,143.2,153.6,157.4,138.3,152.8,
