Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,65.09%,75.36%,(21.24%),(29.98%),(4.64%)
Total Revenues,65.09%,75.36%,(21.24%),(29.98%),(4.64%)
Cost Of Revenues,27.67%,40.61%,(2.93%),(0.95%),(0.56%)
Gross Profit,132.92%,109.89%,(33.42%),(58.14%),(10.27%)
Selling General & Admin Expenses,(4.55%),11.27%,(26.63%),2.44%,(22.65%)
Depreciation & Amortization,13.37%,61.59%,(1.93%),(9.44%),(6.12%)
Other Operating Expense/(Income),,,,-30.22%,
Total Operating Expenses,(38.83%),159.11%,(41.24%),(1.21%),171.54%
Operating Income,,36.06%,(11.07%),,
Interest Expense,(28.07%),(36.31%),-12.71%,(35.70%),(38.06%)
Interest And Investment Income,,,"1,203.73%",(61.18%),(85.19%)
Net Interest Expenses,(28.07%),(32.13%),-51.17%,(117.49%),(144.31%)
Other Non Operating Income (Expenses),-68.93%,,,,0.00%
"EBT, Excl. Unusual Items",,38.93%,6.19%,,
"EBT, Incl. Unusual Items",,,-48.09%,-20.75%,-39.45%
Income Tax Expense,(227.60%),-41.39%,-46.05%,-20.47%,-9.19%
Earnings From Continuing Operations,,,-48.69%,-20.83%,-46.75%
Earnings Of Discontinued Operations,54.76%,12.22%,,,
Net Income to Company,,,-45.57%,-20.83%,-46.75%
Net Income,,,-45.57%,-20.83%,-46.78%
NI to Common Incl Extra Items,,,-45.57%,-20.83%,-46.78%
NI to Common Excl. Extra Items,,,-48.69%,-20.83%,-46.78%
Revenue Per Share,47.09%,25.97%,(19.44%),(31.44%),(8.64%)
Basic EPS,,,-44.32%,-22.52%,-49.02%
Basic EPS - Continuing Ops,,,-47.50%,-22.52%,-49.02%
Basic Weighted Average Shares Outst.,12.22%,39.25%,(2.22%),2.14%,4.38%
Diluted EPS,,,-44.30%,-22.52%,-48.89%
Diluted EPS - Continuing Ops,,,-47.48%,-22.52%,-48.89%
Diluted Weighted Average Shares Outst.,12.43%,39.00%,(2.22%),2.14%,4.38%
Normalized Basic EPS,,(0.44%),9.01%,,
Normalized Diluted EPS,,(0.44%),9.01%,,
Dividend Per Share,0.00%,0.00%,0.00%,,
EBITDA,"1,268.12%",55.10%,(2.64%),(54.44%),(63.07%)
EBITA,,43.01%,(4.13%),,
EBIT,,36.06%,(11.07%),,
EBITDAR,,,,(54.13%),
Effective Tax Rate,,,,,49.98%
Normalized Net Income,,38.93%,6.19%,,
Interest Capitalized,10.53%,38.10%,(17.24%),(29.17%),
Interest on Long-Term Debt,25.68%,36.51%,(13.22%),28.75%,
