Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,24.71%,27.11%,6.77%,3.82%,6.57%
Total Revenues,24.71%,27.11%,6.77%,3.82%,6.57%
Cost Of Revenues,24.32%,16.85%,2.62%,7.11%,9.69%
Gross Profit,25.22%,40.61%,11.30%,0.50%,3.45%
Selling General & Admin Expenses,18.60%,16.15%,6.22%,14.71%,15.83%
Depreciation & Amortization,12.55%,43.49%,2.36%,14.56%,10.33%
Other Operating Expense/(Income),34.24%,83.40%,13.97%,2.41%,3.78%
Total Operating Expenses,16.53%,47.66%,9.92%,7.80%,8.46%
Operating Income,57.39%,21.30%,15.91%,(22.59%),(13.80%)
Interest Expense,-18.61%,(27.71%),-10.03%,-33.45%,-52.66%
Net Interest Expenses,-18.61%,(27.71%),-10.03%,-33.45%,-52.66%
Currency Exchange Gains (Loss),,-97.37%,(116.40%),"(1,029.77%)","(3,758.75%)"
Other Non Operating Income (Expenses),-3.57%,-10.37%,-11.15%,(93.99%),(110.16%)
"EBT, Excl. Unusual Items",28.32%,48.45%,21.34%,(31.05%),(17.24%)
"EBT, Incl. Unusual Items",(22.76%),196.89%,38.00%,(15.34%),(4.45%)
Income Tax Expense,,,(6.58%),(1.34%),25.71%
Earnings From Continuing Operations,28.04%,76.94%,57.40%,(18.95%),(10.94%)
Net Income to Company,28.04%,76.94%,57.40%,(18.95%),(10.94%)
Minority Interest,,(51.09%),-82.10%,,
Net Income,27.51%,77.05%,57.90%,(18.92%),(10.97%)
NI to Common Incl Extra Items,27.51%,77.05%,57.90%,(18.92%),(10.97%)
NI to Common Excl. Extra Items,27.51%,77.05%,57.90%,(18.92%),(10.97%)
Revenue Per Share,21.35%,23.76%,6.13%,5.72%,7.05%
Basic EPS,24.31%,72.67%,56.98%,(17.50%),(10.57%)
Basic EPS - Continuing Ops,24.31%,72.67%,56.98%,(17.50%),(10.57%)
Basic Weighted Average Shares Outst.,2.76%,2.70%,0.60%,(1.79%),(0.45%)
Diluted EPS,24.53%,75.76%,58.62%,(17.39%),(10.67%)
Diluted EPS - Continuing Ops,24.53%,75.76%,58.62%,(17.39%),(10.67%)
Diluted Weighted Average Shares Outst.,2.05%,0.86%,(0.51%),(1.89%),(0.25%)
Normalized Basic EPS,24.39%,44.47%,20.94%,(29.68%),(16.90%)
Normalized Diluted EPS,25.30%,47.30%,22.10%,(29.57%),(17.06%)
EBITDA,44.14%,26.42%,12.36%,(13.73%),(7.68%)
EBITA,46.85%,25.15%,12.20%,(17.27%),(10.41%)
EBIT,57.39%,21.30%,15.91%,(22.59%),(13.80%)
EBITDAR,40.78%,24.51%,13.88%,(12.06%),
Effective Tax Rate,,,(32.31%),16.53%,31.56%
Normalized Net Income,27.88%,48.44%,21.70%,(31.01%),(17.27%)
Foreign Sales,23.47%,42.63%,8.21%,4.68%,
